code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2012-08-16,2012-06-30,0.088308,0.350032,,6869564000.000000,2.402525,19625534000.000000,5123350416.00,3105358672.00
sz.000002,2012-08-07,2012-06-30,0.068940,0.147625,0.372638,4535477635.910000,0.943329,30568780094.880000,10995210218.00,9661828366.00
sz.000004,2012-08-09,2012-06-30,-0.010515,0.047675,0.466973,1381986.940000,0.023053,29003814.570000,83976684.00,83875459.00
sz.000005,2012-08-29,2012-06-30,-0.045340,-0.984605,0.075462,-29258188.880000,-0.049180,29715656.640000,914333607.00,913743007.00
sz.000006,2012-08-11,2012-06-30,0.089042,0.178257,0.416150,269829134.900000,0.573146,1513707196.970000,989007360.00,973360802.00
sz.000007,2012-08-14,2012-06-30,0.022594,0.037962,0.621521,4055133.550000,0.055643,103257415.440000,230965363.00,184965363.00
sz.000008,2012-08-07,2012-06-30,0.000718,0.014045,0.321058,53051.790000,-0.001953,3777272.420000,73653208.00,73653118.00
sz.000009,2012-08-29,2012-06-30,0.019145,0.071672,0.362100,150224989.530000,0.096753,2095996655.170000,1090750529.00,1079437690.00
sz.000010,2012-08-28,2012-06-30,-0.045682,-0.102739,0.396215,-4649039.250000,0.046557,40011536.100000,147017448.00,67793846.00
sz.000011,2012-08-23,2012-06-30,0.083460,0.157840,0.370678,98322285.310000,0.091176,573936718.090000,595979092.00,145154685.00
sz.000012,2012-08-21,2012-06-30,0.035910,0.087888,0.211381,294008045.000000,0.282691,3307871979.000000,2075335560.00,1307186902.00
sz.000014,2012-08-30,2012-06-30,-0.019433,-0.105695,0.608093,-8598711.130000,0.196705,81354252.000000,201705187.00,201705187.00
sz.000016,2012-08-28,2012-06-30,0.002862,0.001630,0.187020,11476794.210000,0.192231,6976145869.850000,1203972704.00,599908360.00
sz.000017,2012-08-17,2012-06-30,,-0.294189,0.105807,-33298056.190000,-0.035978,101526547.360000,551347947.00,265445003.00
sz.000019,2012-08-21,2012-06-30,0.095126,0.779356,0.187968,88867376.420000,0.364493,113840078.740000,250900154.00,141233241.00
sz.000020,2012-08-28,2012-06-30,0.022938,0.016756,0.121652,6426237.820000,0.026557,360369143.180000,283161227.00,64675497.00
sz.000021,2012-08-31,2012-06-30,0.016515,0.004590,0.024355,38661445.820000,0.159771,8395730068.410000,1319277781.00,1317894655.00
sz.000023,2012-08-17,2012-06-30,-0.029637,-0.027789,0.104041,-10392492.200000,-0.007895,370243763.030000,138756240.00,105717396.00
sz.000025,2012-08-16,2012-06-30,-0.049929,-0.052092,0.165555,-10120507.220000,-0.031696,193337071.350000,220281600.00,179294544.00
sz.000026,2012-08-25,2012-06-30,0.046882,0.043915,0.334773,65159296.280000,0.370635,1474150751.690000,392767870.00,148092810.00
sz.000027,2012-08-10,2012-06-30,0.038272,0.103368,0.170547,666455899.340000,0.375403,6362393410.520000,2642994398.00,2642994398.00
sz.000028,2012-08-18,2012-06-30,0.165620,0.027627,0.094885,243210512.660000,1.407254,8752759527.580000,288149400.00,233259086.00
sz.000029,2012-08-31,2012-06-30,0.025884,0.089654,0.305974,40107915.200000,0.076096,447364203.070000,1011660000.00,891660000.00
sz.000030,2012-08-11,2012-06-30,-1.116078,,,-1462457.380000,-0.009266,,288420000.00,134983573.00
sz.000031,2012-08-30,2012-06-30,0.013733,0.099273,0.379122,121368798.180000,0.205958,1222575219.910000,1813731596.00,1813720079.00
sz.000032,2012-08-25,2012-06-30,-0.014976,-0.029388,0.118535,-15543717.250000,0.001803,524136477.370000,232864320.00,232819164.00
sz.000034,2012-08-11,2012-06-30,-0.030023,-0.011892,0.132521,-2523229.110000,0.011436,212181685.060000,357973531.00,340063207.00
sz.000035,2012-08-30,2012-06-30,,-1.941585,0.796088,-119972548.470000,-0.861338,,150006560.00,85392560.00
sz.000036,2012-08-29,2012-06-30,0.023225,0.269635,0.654297,62678025.850000,0.051902,227273392.340000,1123887712.00,1123887712.00
sz.000037,2012-08-07,2012-06-30,-0.062181,-0.174530,-0.624767,-123190915.550000,-0.005565,705703872.060000,602762596.00,338894012.00
sz.000038,2012-08-10,2012-06-30,-0.031535,-0.308764,0.128482,-5356924.690000,0.062978,17340591.190000,96227998.00,24881998.00
sz.000039,2012-08-25,2012-06-30,0.050405,0.036824,0.158996,1007678000.000000,0.682471,26487354000.000000,2662396051.00,1231542716.00
sz.000040,2012-08-25,2012-06-30,0.121004,0.389754,0.744003,127344179.210000,0.319793,326729409.720000,469593364.00,464133538.00
sz.000042,2012-08-11,2012-06-30,0.088439,0.195490,0.575056,231271420.290000,1.592057,1182537138.450000,239463040.00,239395328.00
sz.000045,2012-08-03,2012-06-30,-0.013727,-0.049906,0.103497,-18736243.070000,-0.006492,373473854.270000,336521849.00,233258409.00
sz.000046,2012-08-30,2012-06-30,0.003824,0.044133,0.580371,27904032.110000,0.070579,630043583.670000,4557311768.00,4546118928.00
sz.000048,2012-08-27,2012-06-30,0.075778,0.042920,0.095089,27360520.070000,1.310207,637478545.490000,390768671.00,379858689.00
sz.000049,2012-08-15,2012-06-30,0.149295,0.050583,0.176791,62353978.420000,0.930279,1230411823.880000,136829160.00,136786973.00
sz.000050,2012-08-14,2012-06-30,0.008194,0.017039,0.128196,38121539.000000,0.130883,2237318777.000000,574237500.00,574215000.00
sz.000055,2012-07-28,2012-06-30,0.011705,0.003622,0.210100,1917235.240000,0.042347,505722680.350000,756909905.00,420854275.00
sz.000056,2012-08-23,2012-06-30,,1.846153,-0.000548,62635024.360000,-0.183758,33927324.830000,220901184.00,119212992.00
sz.000058,2012-08-27,2012-06-30,0.027061,0.161324,0.255283,37918630.150000,0.094654,241988628.190000,784799010.00,538302228.00
sz.000059,2012-08-28,2012-06-30,-0.010471,-0.004131,0.113963,-77346240.040000,0.246780,18422124231.440000,1200506367.00,1200506367.00
sz.000060,2012-08-25,2012-06-30,0.038671,0.029975,0.119043,242697274.920000,0.392084,8063359452.600000,2062940880.00,2061059008.00
sz.000061,2012-08-23,2012-06-30,0.028264,0.178088,0.390670,153221207.830000,0.103432,851512514.820000,1383314131.00,1369790431.00
sz.000062,2012-08-15,2012-06-30,0.017139,0.070126,0.550594,32523925.160000,0.073718,457565823.550000,666949797.00,166929129.00
sz.000063,2012-08-23,2012-06-30,0.010049,0.009193,0.266496,392008000.000000,0.446435,42641898000.000000,3440078020.00,2793036600.00
sz.000065,2012-08-21,2012-06-30,0.053716,0.306416,0.074779,47055185.820000,0.279045,153432819.420000,162437120.00,162437120.00
sz.000066,2012-08-31,2012-06-30,0.001032,0.003121,0.077084,107245539.660000,0.003540,34019768181.800000,1323593886.00,574160070.00
sz.000068,2012-08-22,2012-06-30,-0.009379,-0.661585,0.509997,-2117630.250000,-0.019778,,896671464.00,896667999.00
sz.000069,2012-08-21,2012-06-30,0.062756,0.169471,0.544770,1132140208.200000,0.430579,6638415694.170000,7271498566.00,3078557738.00
sz.000070,2012-08-29,2012-06-30,0.029409,0.034468,0.155142,25531448.370000,0.191533,699853598.530000,250000000.00,237694361.00
sz.000078,2012-08-21,2012-06-30,0.062148,0.023999,0.158050,74945623.240000,0.094056,3114428049.770000,652510385.00,651564483.00
sz.000088,2012-08-18,2012-06-30,0.039866,1.238672,0.612051,198559404.010000,0.190897,160300245.270000,1942200000.00,1942031467.00
sz.000089,2012-08-30,2012-06-30,0.040525,0.265329,0.499668,284711274.860000,0.347001,1050460382.830000,1690254380.00,1690195594.00
sz.000090,2012-08-07,2012-06-30,0.045654,0.110275,0.239571,147456363.630000,0.404953,1337168871.830000,502300722.00,502296466.00
sz.000096,2012-08-21,2012-06-30,0.017665,0.063116,0.069162,32318836.570000,0.148601,511562297.970000,528000000.00,510848000.00
sz.000099,2012-08-14,2012-06-30,0.039547,0.135823,0.292875,68882658.810000,0.276136,507148491.120000,513600000.00,513600000.00
sz.000100,2012-08-10,2012-06-30,0.025148,0.016147,0.159799,479779000.000000,0.089351,29712649000.000000,8476218834.00,7951176195.00
sz.000150,2012-08-24,2012-06-30,0.004016,0.063754,0.515856,2825894.840000,0.026589,44324875.000000,324000000.00,324000000.00
sz.000151,2012-08-11,2012-06-30,0.008996,0.013333,0.084168,7687229.010000,-0.047454,576454517.740000,295980000.00,266543967.00
sz.000153,2012-08-24,2012-06-30,0.014766,0.011287,0.178511,10503125.800000,0.026513,913168844.100000,260009200.00,231045200.00
sz.000155,2012-08-16,2012-06-30,-0.110478,-0.205902,0.082999,-147090720.600000,-0.626200,699199225.710000,470000000.00,470000000.00
sz.000156,2012-08-02,2012-06-30,,0.058633,0.115810,30109692.510000,0.559104,504733126.200000,118935730.00,63935730.00
sz.000157,2012-08-31,2012-06-30,0.150911,0.197423,0.340365,5748867381.970000,1.175639,28867037439.500000,7705954050.00,6274061020.00
sz.000158,2012-08-29,2012-06-30,-0.016574,-0.019710,0.058792,-39741838.860000,-0.001022,1995321708.220000,718861000.00,718861000.00
sz.000159,2012-08-23,2012-06-30,0.021835,0.060179,0.123804,44954822.270000,0.636149,718517304.920000,481139294.00,481139294.00
sz.000301,2012-08-28,2012-06-30,0.032253,0.197994,0.300865,83824694.020000,0.111380,414657230.310000,1218236445.00,1218236445.00
sz.000338,2012-08-31,2012-06-30,0.079905,0.077194,0.191780,2088842651.110000,2.396311,25726945253.850000,1666091366.00,691106772.00
sz.000400,2012-08-17,2012-06-30,0.042193,0.072360,0.293872,183948699.660000,0.504361,2473692876.460000,378272000.00,265174780.00
sz.000401,2012-08-23,2012-06-30,0.009708,0.013589,0.245373,86697050.790000,0.659703,6353647715.510000,1347522914.00,1212245983.00
sz.000402,2012-08-18,2012-06-30,0.059993,0.237732,0.374181,1221664285.110000,0.610893,5137370605.640000,3027079809.00,3026597209.00
sz.000403,2012-08-31,2012-06-30,0.161992,0.094207,0.651510,22493982.340000,0.245978,237873946.300000,211683491.00,101490180.00
sz.000404,2012-08-03,2012-06-30,0.075651,0.026133,0.133561,79130240.090000,0.187039,2771130617.070000,324581218.00,227468713.00
sz.000407,2012-08-14,2012-06-30,0.001768,0.002310,0.097455,2876582.220000,-0.002884,1242305621.630000,649232044.00,644892380.00
sz.000408,2012-08-21,2012-06-30,0.045838,0.363486,0.502112,8755014.760000,0.029559,21336240.970000,252301500.00,252301500.00
sz.000409,2012-08-15,2012-06-30,0.002346,0.001524,0.048920,97956.710000,0.037256,64295326.920000,171374148.00,169059034.00
sz.000410,2012-07-31,2012-06-30,0.034005,0.014350,0.240614,60308487.880000,0.121676,3712251544.210000,545470884.00,538912598.00
sz.000411,2012-08-17,2012-06-30,0.075305,0.012994,0.057716,66881595.830000,0.224301,5139386976.670000,207449946.00,203634696.00
sz.000413,2012-08-29,2012-06-30,0.162707,0.248671,0.465124,89858790.780000,0.164170,302576981.350000,383000000.00,282818885.00
sz.000415,2012-08-29,2012-06-30,0.027340,0.335132,0.461954,233753168.280000,0.306974,697495866.570000,1269252972.00,390436584.00
sz.000416,2012-08-24,2012-06-30,-0.006593,-0.005071,0.179338,-1258915.590000,0.014195,237528956.890000,531871494.00,531680754.00
sz.000417,2012-08-10,2012-06-30,0.099390,0.055105,0.193223,266413052.800000,0.872399,4666944422.220000,519922800.00,518870872.00
sz.000419,2012-08-14,2012-06-30,0.048077,0.040869,0.226827,78561820.240000,0.504871,1922282264.820000,452985546.00,452675012.00
sz.000420,2012-08-20,2012-06-30,-0.065656,-0.054609,0.105492,-41928041.720000,-0.885693,450794295.490000,378257464.00,318305017.00
sz.000421,2012-08-21,2012-06-30,0.089833,0.081162,0.090863,77907764.720000,0.336783,946674247.290000,351684100.00,351639187.00
sz.000422,2012-08-24,2012-06-30,0.086646,0.085851,0.209350,805515341.870000,0.920911,8036768372.740000,897866712.00,776677776.00
sz.000423,2012-08-16,2012-06-30,0.127697,0.411539,0.718094,472749220.220000,1.334205,1145147202.950000,654021537.00,653783247.00
sz.000425,2012-08-15,2012-06-30,0.101407,0.088516,0.208500,1589871311.080000,1.328167,17080901534.730000,2062758154.00,1033855072.00
sz.000426,2012-08-22,2012-06-30,0.058849,0.176050,0.511578,84093982.130000,0.692263,477405129.370000,437942869.00,418576801.00
sz.000428,2012-08-16,2012-06-30,0.025383,0.063648,0.579228,49181805.600000,0.158285,772715577.850000,718926000.00,718926000.00
sz.000429,2012-08-14,2012-06-30,0.037878,0.334799,0.492746,182213888.650000,0.182246,539069354.980000,1257117748.00,467765846.00
sz.000430,2012-08-15,2012-06-30,0.109076,0.136436,0.357349,32288861.050000,0.316938,236599011.160000,320835149.00,167347429.00
sz.000488,2012-08-22,2012-06-30,0.007022,0.002548,0.146916,25385700.250000,0.106189,9862709415.430000,2062045941.00,811066899.00
sz.000498,2012-08-29,2012-06-30,-0.779703,,,-5767037.510000,-0.010226,,440700000.00,437873465.00
sz.000501,2012-08-30,2012-06-30,0.111918,0.042066,0.205985,309814248.520000,0.694353,7046412850.020000,507248590.00,507199303.00
sz.000502,2012-08-02,2012-06-30,-0.022395,-0.259891,0.649101,-3956717.460000,0.170343,15224542.840000,184819607.00,183329132.00
sz.000503,2012-08-31,2012-06-30,0.008397,0.075290,0.643659,6028010.280000,0.009954,80063936.550000,898822204.00,682778226.00
sz.000504,2012-08-23,2012-06-30,-0.006616,-0.021789,0.355299,-785281.130000,-0.090420,35120475.870000,311573901.00,309972501.00
sz.000505,2012-08-27,2012-06-30,-0.099262,-0.342268,0.308032,-37081997.710000,-0.169120,106738188.000000,426745404.00,360445273.00
sz.000506,2012-08-07,2012-06-30,0.050084,0.100054,0.320392,59309172.110000,0.256800,576544684.880000,774181468.00,280414756.00
sz.000507,2012-08-03,2012-06-30,0.094492,0.700799,0.260051,166337187.280000,0.383310,233456206.020000,620995356.00,545821418.00
sz.000509,2012-08-29,2012-06-30,,0.040984,0.075743,6421843.930000,-0.210820,153259783.040000,250009885.00,150800284.00
sz.000510,2012-08-23,2012-06-30,-0.086864,-0.082018,-0.007910,-88377598.840000,-0.311407,1064730643.320000,609182254.00,609119845.00
sz.000513,2012-08-18,2012-06-30,0.079302,0.130892,0.602783,246731938.190000,1.241752,1875055300.000000,295721852.00,177669070.00
sz.000514,2012-07-28,2012-06-30,0.017118,0.157244,0.549449,29278550.450000,0.226273,183967220.600000,767064514.00,767064514.00
sz.000516,2012-07-27,2012-06-30,0.081208,0.051712,0.184154,93140133.760000,0.185817,1764845043.720000,713419721.00,713222957.00
sz.000517,2012-08-28,2012-06-30,0.034910,0.162980,0.524881,82087696.420000,0.354884,503668774.960000,1061307495.00,155014177.00
sz.000518,2012-08-25,2012-06-30,0.002127,0.058682,0.476658,6754063.500000,-0.006400,113004276.950000,1029556222.00,1029535693.00
sz.000519,2012-08-24,2012-06-30,0.009923,0.016436,0.152241,2535887.170000,-0.025112,153748036.500000,191153600.00,190397600.00
sz.000520,2012-08-22,2012-06-30,,-0.410851,-0.202159,-454136323.450000,-1.526451,1099296009.090000,674722303.00,669144645.00
sz.000521,2012-08-16,2012-06-30,0.038876,0.020989,0.238797,111507445.050000,0.143471,5137875700.690000,636449338.00,445339110.00
sz.000523,2012-08-28,2012-06-30,0.010977,0.006836,0.049028,10209943.990000,0.056636,1491090001.940000,445163588.00,444996408.00
sz.000524,2012-08-04,2012-06-30,0.028472,0.108691,0.555449,17065083.570000,0.102039,157005079.210000,269673744.00,269671562.00
sz.000525,2012-08-10,2012-06-30,0.050066,0.045212,0.109475,146302237.150000,0.409789,3187143011.000000,507246849.00,276418049.00
sz.000526,2012-08-20,2012-06-30,-0.001185,-0.038166,0.586958,-186608.370000,0.026057,4889364.100000,96195107.00,96195107.00
sz.000528,2012-08-28,2012-06-30,0.033335,0.041969,0.165024,310284318.110000,0.486626,7369954544.170000,1125242136.00,1110226232.00
sz.000529,2012-08-21,2012-06-30,0.047853,0.054694,0.160504,38538491.180000,0.121496,697512924.710000,583790330.00,267098104.00
sz.000530,2012-08-22,2012-06-30,0.037841,0.080854,0.205274,68824074.810000,0.150065,837302305.150000,350014975.00,215708941.00
sz.000531,2012-08-23,2012-06-30,0.074977,0.095608,0.219727,158747652.530000,0.543666,1636155017.250000,342541410.00,338205580.00
sz.000532,2012-08-31,2012-06-30,0.018606,0.164013,0.327045,17134265.250000,0.094400,101639985.450000,344708340.00,342570996.00
sz.000533,2012-08-25,2012-06-30,0.037012,0.040050,0.243930,38173498.710000,0.050499,942214752.310000,690816000.00,678694688.00
sz.000534,2012-08-10,2012-06-30,0.037615,0.136082,0.501987,29768740.250000,0.116273,215603505.400000,485692096.00,207459814.00
sz.000536,2012-08-30,2012-06-30,0.053715,0.269657,0.489607,183754344.120000,0.495491,673943197.140000,700493506.00,143433266.00
sz.000537,2012-08-14,2012-06-30,0.179954,0.288274,0.601868,268071755.520000,0.758963,929785020.000000,512717581.00,512712031.00
sz.000538,2012-08-16,2012-06-30,0.123597,0.119257,0.285544,724533668.540000,1.975260,6060367269.160000,694266479.00,694245398.00
sz.000539,2012-08-21,2012-06-30,0.028449,0.043086,0.105860,337209371.000000,0.118265,7768087935.000000,2797451138.00,1988646923.00
sz.000540,2012-08-29,2012-06-30,0.142324,0.229686,0.316349,319538602.430000,0.459442,1276850137.930000,1278812292.00,1278151081.00
sz.000541,2012-08-29,2012-06-30,0.047073,0.125665,0.254956,133749788.230000,0.315069,1053241246.580000,978563745.00,616152268.00
