code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sz.000055,2019-08-20,2019-06-30,1.087194,0.908995,0.254743,0.274442,0.536219,2.156191
sz.000056,2019-08-27,2019-06-30,1.463106,1.454195,0.133508,-0.066912,0.552962,2.236948
sz.000058,2019-08-27,2019-06-30,2.154022,0.841430,0.431151,-0.047412,0.586926,2.420871
sz.000059,2019-08-21,2019-06-30,1.938229,1.140164,0.661269,-0.102939,0.493720,1.975190
sz.000060,2019-08-29,2019-06-30,1.115286,0.803388,0.426845,0.013504,0.449552,1.816702
sz.000061,2019-08-28,2019-06-30,0.535602,0.455674,0.251565,0.014600,0.650402,2.860429
sz.000062,2019-08-28,2019-06-30,1.507063,1.081362,0.346679,-0.049383,0.487271,1.950349
sz.000063,2019-08-28,2019-06-30,1.051636,0.770561,0.304291,0.229018,0.759727,4.161936
sz.000065,2019-08-03,2019-06-30,1.543543,1.459576,0.553183,-0.078291,0.579701,2.379257
sz.000066,2019-08-31,2019-06-30,1.427159,1.079284,0.355863,0.316934,0.582450,2.394921
sz.000068,2019-08-27,2019-06-30,0.701303,0.677286,0.295784,0.278940,0.757751,4.127977
sz.000069,2019-08-30,2019-06-30,1.601518,0.520557,0.211531,0.363642,0.767027,4.292348
sz.000070,2019-08-23,2019-06-30,1.355110,0.901262,0.167518,-0.011431,0.584579,2.407198
sz.000078,2019-08-27,2019-06-30,1.121930,1.000438,0.179110,0.198871,0.815056,5.407035
sz.000088,2019-08-15,2019-06-30,2.302431,2.298653,1.241668,0.072410,0.248465,1.330611
sz.000089,2019-08-30,2019-06-30,2.275339,2.271649,1.518901,-0.026169,0.141321,1.164580
sz.000090,2019-08-29,2019-06-30,1.806914,0.553653,0.350713,0.322332,0.745139,3.923712
sz.000096,2019-08-23,2019-06-30,11.503123,10.939797,9.791096,-0.104773,0.057387,1.060881
sz.000099,2019-08-27,2019-06-30,1.688675,1.439096,0.328128,0.114636,0.445369,1.803002
sz.000100,2019-08-13,2019-06-30,1.064829,0.966595,0.381663,-0.167408,0.604252,2.526860
sz.000150,2019-08-30,2019-06-30,0.620019,0.578834,0.046052,-0.007293,0.683224,3.156803
sz.000151,2019-08-30,2019-06-30,1.399420,0.812375,0.525746,-0.072445,0.587851,2.426305
sz.000153,2019-08-29,2019-06-30,1.010653,0.748029,0.154281,0.138606,0.592751,2.455500
sz.000155,2019-08-23,2019-06-30,3.899214,3.776093,0.553876,-0.070015,0.420756,1.726389
sz.000156,2019-08-30,2019-06-30,2.928299,2.905866,1.745594,0.104056,0.303856,1.436485
sz.000157,2019-08-31,2019-06-30,1.527707,1.322026,0.151044,0.286147,0.629904,2.702003
sz.000158,2019-08-30,2019-06-30,1.296492,0.931763,0.195641,0.137920,0.555982,2.252161
sz.000159,2019-08-20,2019-06-30,2.928653,1.360885,0.170419,-0.277076,0.195327,1.242741
sz.000166,2019-08-31,2019-06-30,,,,0.109934,0.783487,4.618669
sz.000301,2019-08-31,2019-06-30,0.744546,0.505422,0.353226,21.567294,0.570189,2.326603
sz.000333,2019-08-31,2019-06-30,1.485629,1.305627,0.267989,0.137206,0.652851,2.880609
sz.000338,2019-08-30,2019-06-30,1.188789,0.967415,0.376737,0.199375,0.716541,3.527847
sz.000400,2019-08-24,2019-06-30,2.092708,1.633824,0.145149,-0.141150,0.402679,1.674143
sz.000401,2019-08-23,2019-06-30,0.731590,0.634975,0.219666,0.141181,0.550447,2.224431
sz.000402,2019-08-10,2019-06-30,2.384437,0.693409,0.368056,0.141759,0.760573,4.176639
sz.000403,2019-08-24,2019-06-30,1.427163,0.723343,0.287065,-0.149263,0.457798,1.844332
sz.000404,2019-08-10,2019-06-30,1.436757,1.249042,0.611386,-0.008342,0.580463,2.383579
sz.000407,2019-08-16,2019-06-30,0.725379,0.587592,0.303653,0.123843,0.556794,2.256287
sz.000408,2019-08-30,2019-06-30,2.599275,2.353889,0.019143,0.751013,0.204968,1.245176
sz.000409,2019-08-31,2019-06-30,1.296588,0.911327,0.123755,-0.383354,0.600613,2.503837
sz.000410,2019-08-31,2019-06-30,0.702047,0.339074,0.068608,-0.102648,1.078943,
sz.000411,2019-08-24,2019-06-30,1.193728,0.922638,0.248587,0.239985,0.795517,4.890372
sz.000413,2019-08-31,2019-06-30,1.681477,1.497814,0.757480,0.077806,0.524057,2.101092
sz.000415,2019-08-31,2019-06-30,0.926937,0.926378,0.493077,-0.177323,0.793747,4.848424
sz.000416,2019-08-24,2019-06-30,25.044836,25.044836,1.825891,0.374443,0.027783,1.028577
sz.000417,2019-08-16,2019-06-30,0.965214,0.681061,0.505752,0.031294,0.546172,2.203480
sz.000419,2019-08-24,2019-06-30,1.451963,1.287970,0.699846,0.070440,0.356865,1.554882
sz.000420,2019-08-31,2019-06-30,0.502956,0.359643,0.150553,0.138950,0.611339,2.572937
sz.000421,2019-08-09,2019-06-30,0.826784,0.465289,0.185943,-0.039935,0.680154,3.126500
sz.000422,2019-08-30,2019-06-30,0.342022,0.266289,0.186451,-0.051705,0.919062,12.355189
sz.000423,2019-08-22,2019-06-30,4.159644,2.728997,0.726537,0.106723,0.187860,1.231314
sz.000425,2019-08-31,2019-06-30,1.618806,1.352058,0.439179,0.269934,0.538370,2.166238
sz.000426,2019-08-31,2019-06-30,0.209712,0.129597,0.007620,0.072260,0.426387,1.743337
sz.000428,2019-08-27,2019-06-30,0.586702,0.308026,0.090343,-0.127826,0.677340,3.099242
sz.000429,2019-08-29,2019-06-30,0.823929,0.823887,0.764329,0.004103,0.418711,1.720315
sz.000430,2019-08-30,2019-06-30,0.719272,0.702015,0.315105,0.000439,0.373181,1.595356
sz.000488,2019-08-16,2019-06-30,0.775647,0.678639,0.329614,0.040209,0.762483,4.210222
sz.000498,2019-08-27,2019-06-30,1.171272,0.636323,0.212734,0.307428,0.738046,3.817459
sz.000501,2019-08-30,2019-06-30,0.519831,0.261035,0.200515,0.133275,0.606956,2.544242
sz.000502,2019-08-28,2019-06-30,4.177231,3.372930,2.241602,-0.911317,0.138177,1.160332
sz.000503,2019-08-24,2019-06-30,17.510811,17.509046,12.768242,-0.013515,0.033736,1.034914
sz.000504,2019-08-31,2019-06-30,0.648322,0.515268,0.324627,-0.001115,0.741515,3.868695
sz.000505,2019-08-17,2019-06-30,1.426054,0.904526,0.314173,-0.373534,0.441093,1.789207
sz.000506,2019-08-29,2019-06-30,0.788422,0.455136,0.047638,0.051535,0.574303,2.349091
sz.000507,2019-08-27,2019-06-30,1.332940,1.220234,0.794394,0.013667,0.378457,1.608898
sz.000509,2019-08-17,2019-06-30,0.726067,0.722641,0.226473,-0.062557,0.964129,27.878006
sz.000510,2019-08-22,2019-06-30,0.938279,0.605630,0.159101,-0.271592,0.300417,1.429422
sz.000513,2019-08-17,2019-06-30,2.387835,2.179652,1.559971,0.153837,0.314227,1.458209
sz.000514,2019-08-17,2019-06-30,1.905758,0.671583,0.585275,0.122865,0.483016,1.934296
sz.000516,2019-08-29,2019-06-30,2.316371,2.289994,1.861784,1.507227,0.385826,1.628203
sz.000517,2019-08-27,2019-06-30,1.458622,0.426896,0.238441,0.757990,0.839050,6.213112
sz.000518,2019-08-31,2019-06-30,2.834132,0.580043,0.064716,0.005286,0.283755,1.396170
sz.000519,2019-08-24,2019-06-30,3.407890,2.496088,1.426693,0.115954,0.232579,1.303066
sz.000520,2019-08-30,2019-06-30,1.602589,1.553603,0.713310,-0.036305,0.323546,1.478298
sz.000521,2019-08-16,2019-06-30,1.233181,1.019109,0.446963,-0.137348,0.675762,3.084152
sz.000523,2019-08-30,2019-06-30,1.222541,0.900039,0.115780,0.448975,0.740825,3.858398
sz.000524,2019-08-27,2019-06-30,1.624647,1.615210,1.304514,0.033349,0.444707,1.800852
sz.000525,2019-08-27,2019-06-30,0.937968,0.744413,0.372328,0.339783,0.639606,2.774741
sz.000526,2019-08-20,2019-06-30,0.434755,0.434746,0.227207,0.020240,0.954308,21.885777
sz.000528,2019-08-29,2019-06-30,1.631772,1.210857,0.367174,0.184692,0.629507,2.699107
sz.000529,2019-08-29,2019-06-30,2.550082,2.057273,1.667624,-0.090066,0.284716,1.398046
sz.000530,2019-08-24,2019-06-30,1.364499,1.077364,0.131306,-0.016943,0.376127,1.602890
sz.000531,2019-08-21,2019-06-30,0.584382,0.451879,0.332957,-0.102344,0.551897,2.231630
sz.000532,2019-08-16,2019-06-30,0.449449,0.365624,0.156645,-0.051683,0.612402,2.579994
sz.000533,2019-08-30,2019-06-30,1.437083,1.237966,0.157443,-0.316698,0.637492,2.758560
sz.000534,2019-08-20,2019-06-30,1.248006,1.164427,0.260697,0.120706,0.528950,2.122916
sz.000536,2019-08-23,2019-06-30,0.526395,0.457276,0.412585,-0.116934,0.593509,2.460079
sz.000537,2019-08-30,2019-06-30,1.368028,0.152724,0.088311,-0.009948,0.838992,6.210885
sz.000538,2019-08-29,2019-06-30,3.813770,2.750895,1.214498,0.190782,0.245082,1.324647
sz.000539,2019-08-31,2019-06-30,0.602824,0.509684,0.267251,-0.058891,0.559183,2.268513
sz.000540,2019-08-30,2019-06-30,1.684842,0.874921,0.137043,0.687531,0.816732,5.456486
sz.000541,2019-08-29,2019-06-30,3.132534,2.525611,0.780557,0.187273,0.205572,1.258768
sz.000543,2019-08-31,2019-06-30,0.348873,0.300964,0.098642,0.406156,0.538666,2.167626
sz.000544,2019-08-24,2019-06-30,1.822069,1.797530,1.034337,1.416229,0.354968,1.550310
sz.000545,2019-08-23,2019-06-30,1.271531,0.943913,0.269006,0.031670,0.340149,1.515495
sz.000546,2019-08-06,2019-06-30,0.946448,0.551604,0.152756,0.111911,0.502729,2.010976
sz.000547,2019-08-30,2019-06-30,2.320714,1.958423,0.444977,0.430253,0.249063,1.331670
sz.000548,2019-08-31,2019-06-30,2.003540,1.085932,0.839537,0.369222,0.258358,1.348359
sz.000550,2019-08-29,2019-06-30,1.154252,0.985208,0.652403,0.050946,0.560233,2.273932
sz.000551,2019-08-20,2019-06-30,1.410789,0.965020,0.393040,0.029155,0.481195,1.927505
sz.000552,2019-08-09,2019-06-30,2.475748,2.302817,1.150392,-0.177667,0.224567,1.289602
sz.000553,2019-08-22,2019-06-30,2.068949,1.245558,0.432120,0.164533,0.509291,2.037869
sz.000554,2019-08-30,2019-06-30,0.745591,0.433567,0.363313,0.431948,0.320930,1.472603
sz.000555,2019-08-31,2019-06-30,1.446362,1.067147,0.130717,0.093521,0.486050,1.945716
sz.000557,2019-08-07,2019-06-30,5.817024,5.544268,3.441163,-0.706172,0.045903,1.048111
sz.000558,2019-08-26,2019-06-30,1.340509,0.798757,0.216522,-0.231532,0.475151,1.905308
sz.000559,2019-08-28,2019-06-30,1.303392,0.967779,0.391489,0.036434,0.572292,2.338044
sz.000560,2019-08-27,2019-06-30,1.197735,1.120757,0.341703,0.121548,0.488005,1.953146
sz.000561,2019-08-30,2019-06-30,1.816402,1.245857,0.339129,0.129811,0.510714,2.043793
sz.000563,2019-08-31,2019-06-30,,,,-0.344503,0.103550,1.115511
sz.000564,2019-08-30,2019-06-30,1.848590,1.480543,0.863778,-0.051543,0.415295,1.710263
sz.000565,2019-08-21,2019-06-30,2.581951,2.127814,1.030676,-0.072161,0.270659,1.371101
sz.000566,2019-08-30,2019-06-30,1.141747,1.033380,0.511586,0.169386,0.550771,2.226034
sz.000567,2019-08-28,2019-06-30,3.684767,3.684767,1.170927,-0.276670,0.224768,1.289937
sz.000568,2019-08-29,2019-06-30,2.231932,1.773985,1.341055,0.511433,0.292370,1.413168
sz.000570,2019-08-29,2019-06-30,1.714201,1.361617,0.461548,-0.043398,0.407914,1.688943
sz.000571,2019-08-31,2019-06-30,0.705585,0.646186,0.049580,-0.245310,0.542197,2.184347
sz.000572,2019-08-24,2019-06-30,0.599444,0.481783,0.208669,0.145324,0.504206,2.016966
sz.000573,2019-08-31,2019-06-30,1.719827,0.524825,0.487678,0.067995,0.511446,2.046855
sz.000576,2019-08-24,2019-06-30,3.397166,2.858449,0.618529,6.759325,0.287883,1.404263
sz.000581,2019-08-27,2019-06-30,2.518373,2.244555,0.516060,-0.083233,0.258168,1.348015
sz.000582,2019-08-24,2019-06-30,0.971872,0.963474,0.677502,-0.129323,0.367434,1.580863
sz.000584,2019-08-13,2019-06-30,1.036601,0.570974,0.200810,0.231505,0.611372,2.573157
sz.000585,2019-08-30,2019-06-30,0.472653,0.440571,0.342920,0.037210,0.965682,29.139083
sz.000586,2019-08-28,2019-06-30,1.656331,1.305097,0.323358,0.157309,0.555906,2.251776
sz.000587,2019-08-30,2019-06-30,0.806303,0.619651,0.050256,-0.082656,0.818874,5.521026
sz.000589,2019-08-10,2019-06-30,0.857836,0.745658,0.342564,-0.018037,0.652133,2.874660
sz.000590,2019-08-29,2019-06-30,3.725039,3.299361,2.330715,-0.103470,0.273510,1.376481
sz.000591,2019-08-29,2019-06-30,1.256472,1.236754,0.166062,0.152841,0.636951,2.754450
sz.000592,2019-08-31,2019-06-30,8.269395,2.991430,0.712796,-0.753240,0.102990,1.114815
sz.000593,2019-08-31,2019-06-30,0.740577,0.591266,0.114139,0.376616,0.477217,1.912839
sz.000595,2019-08-30,2019-06-30,0.945698,0.609172,0.096139,0.130874,0.655110,2.899475
sz.000596,2019-08-26,2019-06-30,2.380226,1.742733,0.838438,-0.008001,0.317152,1.464455
sz.000597,2019-08-27,2019-06-30,0.759729,0.596880,0.173635,0.033252,0.676827,3.094320
sz.000598,2019-08-16,2019-06-30,0.857074,0.747920,0.544110,0.341145,0.495129,1.980705
sz.000599,2019-08-31,2019-06-30,1.201079,0.833352,0.237985,-0.045519,0.577593,2.367383
sz.000600,2019-08-24,2019-06-30,0.688869,0.629146,0.212073,0.007236,0.573160,2.342800
sz.000601,2019-08-23,2019-06-30,0.820461,0.694634,0.151923,0.114708,0.526560,2.112198
sz.000603,2019-08-23,2019-06-30,2.231424,2.002254,0.244003,1.293849,0.388496,1.635312
sz.000605,2019-08-31,2019-06-30,0.955682,0.610676,0.292645,0.195605,0.609868,2.563238
sz.000606,2019-08-31,2019-06-30,0.531107,0.531100,0.277232,0.992571,0.328597,1.489417
sz.000607,2019-08-31,2019-06-30,1.258547,1.073063,0.519010,0.336777,0.416158,1.712791
sz.000608,2019-08-24,2019-06-30,0.988426,0.500375,0.280368,-0.164147,0.424118,1.736467
sz.000609,2019-08-21,2019-06-30,2.755826,0.265175,0.157143,1.174332,0.545636,2.200879
sz.000610,2019-08-28,2019-06-30,2.006098,2.000943,1.229886,-0.403769,0.248485,1.330645
sz.000611,2019-08-31,2019-06-30,0.101085,0.099798,0.005097,0.024880,0.647797,2.839271
sz.000612,2019-08-30,2019-06-30,0.523853,0.319889,0.248602,-0.002762,0.410937,1.697610
sz.000613,2019-08-10,2019-06-30,2.742666,2.716668,2.184950,-0.071847,0.101401,1.112844
sz.000615,2019-08-29,2019-06-30,1.373947,0.406763,0.174712,0.431507,0.771643,4.379116
sz.000616,2019-08-30,2019-06-30,7.182789,4.872974,4.621833,-0.703430,0.287203,1.402923
sz.000617,2019-08-24,2019-06-30,0.744141,0.744141,0.296813,0.056317,0.839210,6.219288
sz.000619,2019-08-21,2019-06-30,1.993680,1.436119,0.262376,0.055762,0.298123,1.424750
sz.000620,2019-08-30,2019-06-30,1.213934,0.324997,0.197030,0.049448,0.835531,6.080173
sz.000622,2019-08-23,2019-06-30,3.284399,3.160770,0.628369,-0.400858,0.387115,1.631627
sz.000623,2019-08-31,2019-06-30,5.546875,5.064544,1.718600,0.007746,0.134775,1.155769
sz.000625,2019-08-31,2019-06-30,1.037136,0.897588,0.257683,-0.083625,0.526423,2.111590
sz.000626,2019-08-30,2019-06-30,1.816214,1.576335,0.883670,-0.219956,0.609396,2.560136
sz.000627,2019-08-31,2019-06-30,,,,0.130850,0.826141,5.751782
sz.000628,2019-08-13,2019-06-30,1.158749,0.896789,0.378634,0.681568,0.797991,4.950276
sz.000629,2019-08-08,2019-06-30,2.019121,1.737419,1.063094,-0.088781,0.292536,1.413500
sz.000630,2019-08-30,2019-06-30,1.072003,0.590478,0.285460,-0.056932,0.598167,2.488593
sz.000631,2019-08-28,2019-06-30,4.472795,3.953924,3.868913,-0.520831,0.354023,1.548044
sz.000632,2019-08-29,2019-06-30,1.230843,0.674364,0.438414,0.090990,0.799754,4.993865
sz.000633,2019-08-24,2019-06-30,0.105871,0.074496,0.018379,0.064518,0.854807,6.887401
sz.000635,2019-08-20,2019-06-30,2.916715,2.416121,0.360805,0.056273,0.153897,1.181889
sz.000636,2019-08-27,2019-06-30,3.289829,2.774809,1.272038,-0.331582,0.159369,1.189582
sz.000637,2019-08-30,2019-06-30,4.493158,3.574325,1.422995,-0.292749,0.193512,1.239944
sz.000638,2019-08-30,2019-06-30,0.997110,0.575021,0.229781,-0.005705,0.721879,3.595562
sz.000639,2019-08-31,2019-06-30,1.593935,1.320419,1.114723,0.196997,0.482795,1.933471
sz.000650,2019-08-28,2019-06-30,4.148619,3.526418,2.405157,-0.050410,0.160256,1.190839
sz.000651,2019-08-31,2019-06-30,1.216292,1.109030,0.643655,0.356850,0.668109,3.013034
sz.000652,2019-08-24,2019-06-30,1.021603,0.425552,0.123001,-0.019648,0.840656,6.275714
sz.000655,2019-08-24,2019-06-30,5.250908,4.898324,2.599433,-0.013604,0.094531,1.104399
sz.000656,2019-08-13,2019-06-30,1.557860,0.411953,0.193643,0.448888,0.838587,6.195306
sz.000657,2019-08-19,2019-06-30,1.253779,0.727564,0.217061,0.065717,0.519914,2.082959
sz.000659,2019-08-30,2019-06-30,0.385577,0.292513,0.024466,-0.091181,0.761292,4.189219
sz.000661,2019-08-13,2019-06-30,2.180245,1.564355,0.710212,0.281881,0.309534,1.448297
sz.000662,2019-08-31,2019-06-30,1.990882,1.962800,0.001544,0.280217,0.225192,1.290642
sz.000663,2019-07-25,2019-06-30,0.821140,0.390042,0.100924,0.037034,0.707976,3.424371
sz.000665,2019-08-30,2019-06-30,0.674938,0.673724,0.168141,0.121732,0.362896,1.569602
sz.000666,2019-07-31,2019-06-30,3.109662,2.996596,0.948272,-0.250757,0.379790,1.610350
sz.000667,2019-08-23,2019-06-30,1.379073,0.504577,0.178447,0.306871,0.713879,3.495027
sz.000668,2019-08-28,2019-06-30,1.485195,0.136573,0.089248,-0.120876,0.580400,2.383222
sz.000669,2019-08-31,2019-06-30,0.304582,0.286564,0.026567,-0.012092,0.753410,4.055313
sz.000670,2019-08-27,2019-06-30,0.679247,0.634647,0.237907,-0.392118,0.237512,1.311495
sz.000671,2019-08-02,2019-06-30,1.573227,0.587378,0.266917,0.150303,0.835760,6.088658
sz.000672,2019-08-24,2019-06-30,1.265536,0.864451,0.276576,-0.085114,0.457673,1.843907
sz.000673,2019-07-31,2019-06-30,1.234585,1.052674,0.039803,-0.147346,0.705771,3.398718
sz.000676,2019-08-24,2019-06-30,2.382388,2.382065,0.273834,0.224739,0.247868,1.329554
sz.000677,2019-08-29,2019-06-30,1.886502,1.411521,0.189284,-0.081025,0.232822,1.303478
sz.000678,2019-08-30,2019-06-30,0.919453,0.506713,0.121722,-0.032383,0.547549,2.210185
sz.000679,2019-08-31,2019-06-30,1.118854,0.362136,0.058321,-0.077713,0.816976,5.463777
sz.000680,2019-08-28,2019-06-30,1.312289,0.987784,0.331310,-0.130256,0.601572,2.509863
sz.000681,2019-08-06,2019-06-30,1.054059,1.054059,0.321458,-0.315009,0.257578,1.346942
sz.000682,2019-08-28,2019-06-30,2.421008,1.786793,0.823335,0.120334,0.355711,1.552099
sz.000683,2019-08-27,2019-06-30,0.682892,0.638051,0.490208,0.106634,0.509455,2.038547
sz.000685,2019-08-31,2019-06-30,0.713764,0.635696,0.320318,0.092766,0.282581,1.393886
sz.000686,2019-08-23,2019-06-30,,,,0.206165,0.775625,4.456827
sz.000687,2019-08-28,2019-06-30,0.852750,0.750406,0.120780,-0.241638,0.736582,3.796247
sz.000688,2019-08-27,2019-06-30,1.848935,1.768778,0.774480,0.733367,0.177898,1.216394
sz.000690,2019-08-17,2019-06-30,1.147438,1.094909,0.556697,0.101230,0.583630,2.401708
sz.000691,2019-08-28,2019-06-30,1.873114,0.049660,0.037100,-0.347413,0.492467,1.970316
sz.000692,2019-08-29,2019-06-30,0.551323,0.490814,0.053660,0.051680,0.762322,4.207379
sz.000695,2019-08-26,2019-06-30,2.657443,2.214466,0.962523,-0.740530,0.373900,1.597188
sz.000697,2019-08-17,2019-06-30,0.566577,0.410331,0.073335,-0.374612,0.411863,1.700284
sz.000698,2019-08-23,2019-06-30,0.893347,0.723211,0.296853,-0.075287,0.501405,2.005638
sz.000700,2019-08-29,2019-06-30,0.883093,0.655071,0.175419,0.112489,0.687318,3.198141
sz.000701,2019-08-20,2019-06-30,1.074871,0.796703,0.135263,0.303232,0.813566,5.363840
sz.000702,2019-08-23,2019-06-30,1.866889,0.617277,0.379282,-0.209039,0.263132,1.357095
sz.000703,2019-08-23,2019-06-30,0.665736,0.528200,0.299773,0.862103,0.637422,2.758028
sz.000705,2019-08-17,2019-06-30,1.837378,1.193947,0.221717,0.159801,0.343313,1.522794
sz.000707,2019-08-20,2019-06-30,0.384056,0.184435,0.081968,-0.502802,0.957356,23.449685
sz.000708,2019-08-20,2019-06-30,1.602956,1.298068,0.480687,0.060571,0.440861,1.788465
sz.000709,2019-08-27,2019-06-30,0.499034,0.329762,0.173873,0.048075,0.723978,3.622895
sz.000710,2019-08-29,2019-06-30,5.714533,4.868170,1.185427,0.687617,0.163954,1.196106
sz.000711,2019-08-15,2019-06-30,1.204060,0.573308,0.075938,0.205613,0.555822,2.251351
sz.000712,2019-08-31,2019-06-30,,,,-0.162894,0.818272,5.502737
sz.000713,2019-08-10,2019-06-30,1.856247,0.991556,0.127645,0.194711,0.346561,1.530365
sz.000715,2019-08-24,2019-06-30,1.768066,1.697538,1.344042,-0.062821,0.370506,1.588577
sz.000716,2019-08-30,2019-06-30,1.203263,0.972226,0.137965,0.002913,0.453444,1.829640
sz.000717,2019-08-20,2019-06-30,0.575871,0.327647,0.186865,-0.127207,0.550065,2.222546
sz.000718,2019-08-20,2019-06-30,1.908790,0.528183,0.309606,0.095525,0.566857,2.308704
sz.000719,2019-08-27,2019-06-30,2.253891,1.875724,0.637691,-0.095357,0.320911,1.472562
sz.000720,2019-08-23,2019-06-30,2.343774,0.569407,0.140814,-0.489399,0.449633,1.816969
sz.000721,2019-08-28,2019-06-30,0.833762,0.765593,0.605239,0.136730,0.433105,1.763996
sz.000722,2019-08-03,2019-06-30,12.328361,11.643140,7.653177,0.043103,0.069899,1.075152
sz.000723,2019-08-28,2019-06-30,0.798666,0.679294,0.117654,0.719757,0.525026,2.105378
sz.000725,2019-08-27,2019-06-30,1.407730,1.193994,0.702775,0.175369,0.607360,2.546860
sz.000726,2019-08-03,2019-06-30,1.255170,0.529796,0.193568,0.330077,0.310535,1.450399
sz.000727,2019-08-28,2019-06-30,1.003715,0.655663,0.525838,0.042160,0.516716,2.069177
sz.000728,2019-08-20,2019-06-30,,,,0.007142,0.706930,3.412153
sz.000729,2019-08-31,2019-06-30,1.709426,0.775067,0.608674,-0.049551,0.239871,1.315566
sz.000731,2019-08-20,2019-06-30,1.909064,1.545159,1.168537,-0.212414,0.255125,1.342508
sz.000732,2019-08-31,2019-06-30,1.579766,0.241091,0.125446,0.000435,0.845955,6.491618
sz.000733,2019-08-24,2019-06-30,3.449935,2.916211,0.563893,-0.359745,0.381106,1.615786
sz.000735,2019-08-31,2019-06-30,1.140256,0.498643,0.244628,-0.221099,0.328913,1.490121
sz.000736,2019-08-30,2019-06-30,1.454887,0.354138,0.144679,0.287796,0.903800,10.395041
sz.000737,2019-08-16,2019-06-30,0.700257,0.492015,0.275149,-0.620128,0.751555,4.025036
