code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2015-08-14,2015-06-30,0.082213,0.248739,,11585000000.000000,1.489656,46575000000.000000,14308676139.00,11804054579.00
sz.000002,2015-08-17,2015-06-30,0.055248,0.135069,0.304495,6789481869.250000,1.428531,49526128156.710000,11048058100.00,9717715633.00
sz.000004,2015-08-27,2015-06-30,0.014988,0.074072,0.359537,4410663.710000,0.115746,59151641.590000,83976684.00,83875459.00
sz.000005,2015-07-25,2015-06-30,-0.035234,-0.639060,0.299257,-23188508.260000,0.049430,36285339.200000,914333607.00,913743007.00
sz.000006,2015-08-29,2015-06-30,0.061677,0.132690,0.337362,268380231.130000,0.531092,2022614399.840000,1349995046.00,1341487400.00
sz.000007,2015-08-31,2015-06-30,-0.021174,-0.166351,0.812327,-9717470.220000,-0.145967,55725660.040000,230965363.00,205887138.00
sz.000008,2015-08-29,2015-06-30,0.041631,0.154630,0.438980,77098560.920000,0.086040,494367504.160000,803144309.00,213594042.00
sz.000009,2015-08-28,2015-06-30,0.033773,0.114719,0.354051,228843314.520000,0.120376,1976268357.310000,1592107386.00,1489669062.00
sz.000010,2015-08-18,2015-06-30,0.002971,0.002325,0.144639,943912.100000,-0.113105,399724363.110000,588069788.00,358157448.00
sz.000011,2015-08-15,2015-06-30,0.015406,0.091991,0.412406,31162831.740000,0.564763,317901168.020000,595979092.00,175862626.00
sz.000012,2015-08-18,2015-06-30,0.025937,0.066384,0.203735,220596420.000000,0.236208,3288940455.000000,2075335560.00,1302552127.00
sz.000014,2015-08-22,2015-06-30,0.021743,0.084105,0.302371,15478379.900000,0.249725,180772914.100000,201705187.00,201705187.00
sz.000016,2015-08-29,2015-06-30,-0.075167,-0.034056,0.128944,-304618171.690000,-0.239810,8246299638.180000,1203972704.00,599914960.00
sz.000017,2015-08-20,2015-06-30,0.034362,0.007742,0.085505,592576.860000,0.006216,73267509.780000,551347947.00,302978758.00
sz.000019,2015-08-25,2015-06-30,0.005462,0.015456,0.353696,2524806.560000,0.139576,163268288.380000,301080184.00,252252368.00
sz.000020,2015-08-25,2015-06-30,0.049152,0.056998,0.165924,14177311.030000,0.072076,220850548.840000,283161227.00,64675497.00
sz.000021,2015-08-28,2015-06-30,0.027209,0.019254,0.038446,138614159.370000,0.219510,7161123418.650000,1471259363.00,1469814362.00
sz.000023,2015-08-05,2015-06-30,0.029570,0.025731,0.161518,10791890.750000,0.180356,416553364.290000,138756240.00,138756240.00
sz.000025,2015-08-26,2015-06-30,0.014929,0.046114,0.262173,7308716.540000,0.041962,154770195.920000,297281600.00,179294544.00
sz.000026,2015-08-14,2015-06-30,0.044204,0.043521,0.383546,73280568.140000,0.332045,1673028130.560000,392767870.00,311070137.00
sz.000027,2015-08-21,2015-06-30,0.051540,0.219488,0.300904,1204698724.620000,0.511300,5308716932.330000,3964491597.00,1437524963.00
sz.000028,2015-08-20,2015-06-30,0.078691,0.031188,0.078988,399642260.970000,1.904417,12772868609.630000,362631943.00,233261812.00
sz.000029,2015-08-29,2015-06-30,0.082672,0.162436,0.392058,186404025.470000,0.444526,1136260495.320000,1011660000.00,891660000.00
sz.000030,2015-08-26,2015-06-30,0.065791,0.133453,0.181987,306691076.690000,0.451551,2204599407.120000,1298695140.00,560831743.00
sz.000031,2015-08-29,2015-06-30,0.033581,0.062976,0.194503,175459202.060000,0.362724,2736255751.050000,1813731596.00,1813720079.00
sz.000032,2015-07-30,2015-06-30,-0.003992,-0.014705,0.134012,-7368870.930000,0.121361,495639613.950000,232864320.00,232863239.00
sz.000034,2015-08-18,2015-06-30,0.128642,0.108611,0.100180,22772570.590000,0.091193,208073620.140000,357973531.00,340064308.00
sz.000035,2015-08-05,2015-06-30,0.040279,0.245966,0.573292,66683206.510000,0.292724,271107675.910000,619278871.00,353626889.00
sz.000036,2015-08-31,2015-06-30,-0.008265,-0.175941,0.471206,-16875499.290000,0.015564,91053798.010000,1123887712.00,1123880212.00
sz.000037,2015-08-25,2015-06-30,-0.084102,-0.197999,-0.148105,-128809496.060000,-0.593619,649768357.040000,602762596.00,338895157.00
sz.000038,2015-08-27,2015-06-30,-0.008190,-0.008485,0.191806,-825228.380000,-0.408640,97257434.940000,96227998.00,28031998.00
sz.000039,2015-08-28,2015-06-30,0.064076,0.050630,0.156815,1652410000.000000,1.101926,32109684000.000000,2687085016.00,1255970981.00
sz.000040,2015-08-26,2015-06-30,0.016122,0.042095,0.400588,20585997.970000,0.139587,489032479.390000,469593364.00,464588364.00
sz.000042,2015-08-29,2015-06-30,0.120575,0.179985,0.521135,418781307.940000,0.925737,2326702887.970000,478926080.00,478790658.00
sz.000045,2015-08-28,2015-06-30,0.003509,0.012348,0.052908,7668027.950000,-0.166387,619165953.390000,506521849.00,405563873.00
sz.000046,2015-08-28,2015-06-30,0.068775,0.413161,0.579838,888093042.800000,0.431257,4002510226.800000,4557311768.00,4549333928.00
sz.000048,2015-08-28,2015-06-30,0.244571,0.120236,0.375004,148134414.420000,0.646056,1232026463.520000,390768671.00,386068340.00
sz.000049,2015-08-25,2015-06-30,0.147608,0.041387,0.099647,157221802.020000,1.280353,3785326905.120000,205243738.00,205243738.00
sz.000050,2015-08-22,2015-06-30,0.031319,0.050189,0.164976,257859628.000000,0.597106,5074073235.000000,1131738475.00,574220625.00
sz.000055,2015-08-29,2015-06-30,0.041099,0.038397,0.182267,44161114.910000,0.142086,1019700410.660000,756909905.00,420179425.00
sz.000056,2015-08-26,2015-06-30,0.004151,0.050923,0.762516,8678405.840000,-0.868406,167633007.860000,265081420.00,143055590.00
sz.000058,2015-08-29,2015-06-30,0.025527,0.139007,0.152851,52065834.260000,0.058156,425219054.090000,784799010.00,538311003.00
sz.000059,2015-08-18,2015-06-30,0.027353,0.016246,0.149081,276660415.020000,-0.380612,16713497174.240000,1599442537.00,1200501759.00
sz.000060,2015-08-26,2015-06-30,0.023888,0.024827,0.103108,166704647.140000,0.213479,6603823980.480000,2212627938.00,2061422572.00
sz.000061,2015-08-29,2015-06-30,0.009107,0.091634,0.514125,79445257.870000,0.057889,864264349.490000,1696964131.00,1607680884.00
sz.000062,2015-08-18,2015-06-30,0.068615,0.278632,0.478370,164142601.250000,0.439919,585433335.370000,666949797.00,666949572.00
sz.000063,2015-08-27,2015-06-30,0.062610,0.039918,0.337090,1832186000.000000,0.907902,45898788000.000000,3437541278.00,2801185255.00
sz.000065,2015-08-12,2015-06-30,0.043444,0.046686,0.106472,61085468.480000,0.743019,1307675174.820000,274371762.00,253401907.00
sz.000066,2015-08-29,2015-06-30,-0.041745,-0.012369,0.083638,-404180480.570000,0.028394,32387223403.340000,1323593886.00,1323570126.00
sz.000068,2015-08-28,2015-06-30,-0.064532,-1.682238,0.192266,-28588277.770000,-0.100811,10341362.120000,1006671464.00,896671464.00
sz.000069,2015-08-20,2015-06-30,0.049572,0.157478,0.518675,1600185607.580000,0.588001,10073281003.650000,7271342722.00,3112464075.00
sz.000070,2015-08-25,2015-06-30,0.035102,0.041031,0.166254,46843324.860000,0.248851,1064544832.910000,271000000.00,258576251.00
sz.000078,2015-08-25,2015-06-30,0.035443,0.015948,0.135857,86056667.080000,0.034542,5391663879.220000,752513855.00,730767953.00
sz.000088,2015-08-15,2015-06-30,0.030269,1.383206,0.519710,167121536.830000,0.191699,120821831.250000,1942200000.00,1942145797.00
sz.000089,2015-08-21,2015-06-30,0.024286,0.149899,0.277968,221357468.030000,0.175062,1410057024.530000,2050769509.00,2050674581.00
sz.000090,2015-08-25,2015-06-30,0.057585,0.080625,0.214009,220766506.250000,1.100280,2805433658.830000,552530794.00,552530794.00
sz.000096,2015-08-29,2015-06-30,0.095902,0.353594,0.128362,188211671.850000,0.302634,531412487.450000,528000000.00,510848000.00
sz.000099,2015-08-18,2015-06-30,0.030495,0.149427,0.313628,84311545.960000,0.332135,564231439.210000,606070420.00,606070420.00
sz.000100,2015-08-14,2015-06-30,0.075968,0.044747,0.179426,2088953000.000000,0.272473,45580347000.000000,12224549262.00,8995415884.00
sz.000150,2015-08-26,2015-06-30,0.000918,0.005019,0.255455,2116070.990000,0.053722,421641045.520000,447804877.00,324000000.00
sz.000151,2015-08-22,2015-06-30,0.072692,0.134645,0.231565,70409102.210000,0.335943,519738542.210000,295980000.00,266543967.00
sz.000153,2015-08-28,2015-06-30,0.016524,0.023813,0.265109,18557644.330000,0.131018,759056693.830000,312141230.00,296645200.00
sz.000155,2015-08-31,2015-06-30,,-0.801335,0.072099,-119912178.220000,-3.065244,135398598.500000,470000000.00,470000000.00
sz.000156,2015-08-25,2015-06-30,0.044975,0.196343,0.456027,249797683.480000,0.326284,1272248887.870000,1433351902.00,118327671.00
sz.000157,2015-08-31,2015-06-30,-0.007654,-0.031678,0.239240,-334876720.890000,-0.079915,10402491411.520000,7705954050.00,6261893117.00
