code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sz.000059,2019-04-23,2019-03-31,2.160921,1.536199,1.033664,-0.140004,0.520995,2.087660
sz.000060,2019-04-29,2019-03-31,1.158446,0.843092,0.505912,0.061069,0.456831,1.841048
sz.000061,2019-04-27,2019-03-31,0.513667,0.430271,0.238023,-0.032037,0.649928,2.856553
sz.000062,2019-04-24,2019-03-31,1.627248,1.163636,0.427991,0.238988,0.480337,1.924324
sz.000063,2019-04-30,2019-03-31,1.038069,0.766313,0.312449,0.058485,0.764079,4.238713
sz.000065,2019-04-30,2019-03-31,1.544151,1.474817,0.702396,-0.108326,0.582681,2.396246
sz.000066,2019-04-30,2019-03-31,1.412996,1.077265,0.471526,0.277257,0.567597,2.312656
sz.000068,2019-04-30,2019-03-31,0.707456,0.687298,0.326204,0.684932,0.742527,3.883900
sz.000069,2019-04-26,2019-03-31,1.637885,0.575389,0.290294,0.537803,0.767939,4.309217
sz.000070,2019-04-30,2019-03-31,1.340169,0.933333,0.193668,0.252009,0.627206,2.682450
sz.000078,2019-04-27,2019-03-31,1.146213,0.995129,0.129351,0.166453,0.799912,4.997803
sz.000088,2019-04-27,2019-03-31,2.223218,2.221891,1.068135,0.137316,0.247519,1.328937
sz.000089,2019-04-27,2019-03-31,2.319705,2.316483,1.408701,-0.073321,0.135665,1.156959
sz.000090,2019-04-23,2019-03-31,1.916777,0.578201,0.364297,0.101795,0.722073,3.598064
sz.000096,2019-04-26,2019-03-31,12.934173,12.368082,12.151367,-0.026321,0.051696,1.054514
sz.000099,2019-04-23,2019-03-31,2.277951,1.922377,0.571390,0.056954,0.437934,1.779150
sz.000100,2019-04-24,2019-03-31,1.000752,0.799737,0.346968,0.276400,0.680553,3.130406
sz.000150,2019-04-30,2019-03-31,0.655609,0.621891,0.074139,0.169375,0.699194,3.324400
sz.000151,2019-04-20,2019-03-31,1.505837,0.848675,0.629643,-0.091640,0.543568,2.190906
sz.000153,2019-04-26,2019-03-31,1.028283,0.756783,0.239854,0.119574,0.578230,2.370960
sz.000155,2019-04-27,2019-03-31,3.267477,3.257087,1.239516,-0.036535,0.453097,1.828479
sz.000156,2019-04-30,2019-03-31,3.464282,3.438374,1.564570,0.045485,0.271199,1.372117
sz.000157,2019-04-30,2019-03-31,1.644921,1.418565,0.606107,0.249264,0.596297,2.477068
sz.000158,2019-04-30,2019-03-31,1.368567,0.965335,0.212843,0.124663,0.556213,2.253331
sz.000159,2019-04-16,2019-03-31,2.924232,1.439498,0.977300,-0.297227,0.206042,1.259512
sz.000166,2019-04-30,2019-03-31,,,,0.177370,0.804838,5.123945
sz.000301,2019-04-30,2019-03-31,0.940630,0.572058,0.414124,12.750721,0.438164,1.779880
sz.000333,2019-04-30,2019-03-31,1.478897,1.301352,0.251868,0.089778,0.643369,2.804020
sz.000338,2019-04-29,2019-03-31,1.211684,0.975623,0.407896,0.097499,0.697798,3.309040
sz.000400,2019-04-26,2019-03-31,2.034303,1.618382,0.120755,-0.065587,0.414672,1.708444
sz.000401,2019-04-24,2019-03-31,0.764411,0.663786,0.260583,0.295053,0.574995,2.352914
sz.000402,2019-04-27,2019-03-31,2.515514,0.661747,0.340346,0.136469,0.748725,3.979697
sz.000403,2019-04-30,2019-03-31,1.184607,0.559816,0.206506,-0.097287,0.509653,2.039372
sz.000404,2019-04-20,2019-03-31,1.379973,1.196256,0.577033,-0.061655,0.574034,2.347604
sz.000407,2019-04-27,2019-03-31,0.731381,0.600058,0.317326,0.168759,0.568688,2.318509
sz.000408,2019-04-30,2019-03-31,2.429010,2.195559,0.054150,0.695317,0.206594,1.260389
sz.000409,2019-04-23,2019-03-31,1.272119,0.872506,0.088528,-0.455466,0.572380,2.338525
sz.000410,2019-04-29,2019-03-31,0.789748,0.429454,0.116534,-0.005451,1.018685,
sz.000411,2019-04-29,2019-03-31,1.229381,0.939665,0.145635,0.003738,0.784681,4.644270
sz.000413,2019-04-30,2019-03-31,1.696606,1.528262,0.817246,0.057139,0.531473,2.134349
sz.000415,2019-04-30,2019-03-31,0.870589,0.870374,0.369760,-0.212246,0.792543,4.820283
sz.000416,2019-04-30,2019-03-31,29.284532,29.282665,3.236414,-0.375689,0.023865,1.024448
sz.000417,2019-04-26,2019-03-31,1.017564,0.737016,0.553614,0.057149,0.556907,2.256863
sz.000419,2019-04-27,2019-03-31,1.361371,1.186119,0.712581,0.048231,0.372480,1.593575
sz.000420,2019-04-30,2019-03-31,0.481109,0.360446,0.141694,0.177021,0.609892,2.563390
sz.000421,2019-04-26,2019-03-31,0.816635,0.460333,0.156490,-0.000684,0.681029,3.135077
sz.000422,2019-04-30,2019-03-31,0.309076,0.244660,0.162888,-0.269826,0.919193,12.375115
sz.000423,2019-04-30,2019-03-31,5.691591,3.881819,2.246516,-0.150738,0.141092,1.164268
sz.000425,2019-04-30,2019-03-31,1.630506,1.314180,0.357498,0.213838,0.524804,2.104393
sz.000426,2019-04-30,2019-03-31,0.326817,0.192311,0.009467,0.021961,0.427092,1.745480
sz.000428,2019-04-27,2019-03-31,0.609440,0.328661,0.111414,-0.116897,0.671563,3.044720
sz.000429,2019-04-27,2019-03-31,1.192679,1.192645,1.142398,-0.042153,0.389491,1.637978
sz.000430,2019-04-27,2019-03-31,0.688633,0.670322,0.318121,0.187786,0.369678,1.586491
sz.000488,2019-04-30,2019-03-31,0.793110,0.700227,0.324710,0.039727,0.755135,4.083886
sz.000498,2019-04-24,2019-03-31,1.211279,0.659464,0.186746,0.194397,0.706185,3.403504
sz.000501,2019-04-27,2019-03-31,0.538787,0.275492,0.220775,0.164311,0.620680,2.636298
sz.000502,2019-04-27,2019-03-31,4.195806,3.392139,2.313300,-0.905422,0.137663,1.159639
sz.000503,2019-04-27,2019-03-31,19.646931,19.645376,17.556472,-0.088147,0.031830,1.032877
sz.000504,2019-04-30,2019-03-31,0.664797,0.537557,0.296631,-0.056345,0.720274,3.574932
sz.000505,2019-04-27,2019-03-31,1.458030,0.810805,0.254621,-0.334518,0.421476,1.728537
sz.000506,2019-04-27,2019-03-31,0.781928,0.462411,0.051893,-0.049300,0.560643,2.276052
sz.000507,2019-04-30,2019-03-31,0.907511,0.771048,0.344516,0.089749,0.430789,1.756817
sz.000509,2019-04-27,2019-03-31,0.758082,0.754713,0.165100,-0.145944,0.928656,14.016674
sz.000510,2019-04-12,2019-03-31,1.079041,0.760766,0.177812,-0.215319,0.307287,1.443599
sz.000513,2019-04-26,2019-03-31,2.816345,2.558787,1.814338,-0.066623,0.265431,1.361342
sz.000514,2019-04-25,2019-03-31,1.966937,0.696927,0.651215,0.135727,0.478190,1.916405
sz.000516,2019-04-25,2019-03-31,1.797255,1.773172,1.621090,0.107048,0.278752,1.386487
sz.000517,2019-04-30,2019-03-31,1.564234,0.440958,0.247609,0.900329,0.806095,5.157171
sz.000518,2019-04-30,2019-03-31,2.768569,0.580382,0.087752,0.105304,0.297584,1.423657
sz.000519,2019-04-30,2019-03-31,3.405101,2.539373,1.573372,0.214691,0.234336,1.306056
sz.000520,2019-04-30,2019-03-31,1.533007,1.480486,0.576072,-0.088648,0.326002,1.483684
sz.000521,2019-04-20,2019-03-31,1.227050,0.986162,0.348726,-0.129654,0.657744,2.921787
sz.000523,2019-04-30,2019-03-31,1.208143,0.883920,0.114790,0.401067,0.733502,3.752374
sz.000524,2019-04-30,2019-03-31,1.763465,1.753439,1.460450,0.091577,0.410852,1.697367
sz.000525,2019-04-30,2019-03-31,0.917194,0.722086,0.400218,0.304145,0.652977,2.881649
sz.000526,2019-04-27,2019-03-31,0.474069,0.474059,0.293706,0.018473,0.981501,54.058230
sz.000528,2019-04-30,2019-03-31,1.505914,1.086097,0.326660,0.243673,0.640821,2.784124
sz.000529,2019-04-27,2019-03-31,2.536895,2.010691,1.714971,0.207713,0.285572,1.399721
sz.000530,2019-04-20,2019-03-31,1.402674,1.125625,0.131681,0.006421,0.354763,1.549818
sz.000531,2019-04-27,2019-03-31,0.617388,0.488957,0.378599,-0.012991,0.557632,2.260561
sz.000532,2019-04-26,2019-03-31,0.570840,0.490063,0.263639,0.022411,0.629934,2.702220
sz.000533,2019-04-30,2019-03-31,1.456758,1.241940,0.126895,-0.531312,0.628581,2.692376
sz.000534,2019-04-29,2019-03-31,1.413943,1.334594,0.613573,0.251947,0.588821,2.432028
sz.000536,2019-04-30,2019-03-31,0.633667,0.566218,0.525014,0.089938,0.599413,2.496334
sz.000537,2019-04-26,2019-03-31,1.411913,0.167568,0.101695,0.042749,0.853109,6.807760
sz.000538,2019-04-30,2019-03-31,2.833927,1.780642,1.017665,0.034768,0.323556,1.478319
sz.000539,2019-04-30,2019-03-31,0.626136,0.515619,0.284169,-0.023271,0.560292,2.274238
sz.000540,2019-04-25,2019-03-31,1.359439,0.707334,0.430825,0.062866,0.815338,5.415314
sz.000541,2019-04-26,2019-03-31,3.323367,2.687195,0.916561,0.200173,0.195220,1.242576
sz.000543,2019-04-27,2019-03-31,0.565453,0.514603,0.178015,0.046706,0.470375,1.888128
sz.000544,2019-04-30,2019-03-31,2.561948,2.556152,0.955699,0.931606,0.301013,1.430643
sz.000545,2019-04-27,2019-03-31,1.256551,0.997420,0.277823,0.610760,0.349568,1.537439
sz.000546,2019-04-27,2019-03-31,0.977178,0.534826,0.128238,-0.017962,0.480018,1.923145
sz.000547,2019-04-26,2019-03-31,2.447109,2.107634,0.727285,0.402531,0.236245,1.309320
sz.000548,2019-04-27,2019-03-31,2.011484,1.146579,0.910546,0.270405,0.248761,1.331134
sz.000550,2019-04-25,2019-03-31,1.194157,1.009379,0.617937,-0.021195,0.530276,2.128908
sz.000551,2019-04-27,2019-03-31,1.371425,0.931110,0.398498,0.068732,0.496136,1.984663
sz.000552,2019-04-30,2019-03-31,2.270720,2.173514,1.109166,-0.112756,0.248392,1.330481
sz.000553,2019-04-30,2019-03-31,1.960879,1.201886,0.368130,0.189969,0.511176,2.045727
sz.000554,2019-04-27,2019-03-31,0.812467,0.542346,0.467981,1.077805,0.387689,1.633158
sz.000555,2019-04-12,2019-03-31,1.357717,1.046938,0.300722,0.262201,0.535285,2.151858
sz.000557,2019-04-29,2019-03-31,2.195945,2.122576,0.575736,-0.172895,0.138102,1.160230
sz.000558,2019-04-30,2019-03-31,1.097120,0.718846,0.306079,0.182264,0.510471,2.042778
sz.000559,2019-04-27,2019-03-31,1.463796,1.066693,0.410165,0.031208,0.525736,2.108530
sz.000560,2019-04-26,2019-03-31,1.185990,1.107872,0.371617,0.244690,0.478401,1.917183
sz.000561,2019-04-30,2019-03-31,1.845965,1.251771,0.335005,0.081475,0.503581,2.014427
sz.000563,2019-04-26,2019-03-31,,,,0.258568,0.142727,1.166490
sz.000564,2019-04-30,2019-03-31,1.786254,1.425619,0.826061,-0.043637,0.426764,1.744483
sz.000565,2019-04-24,2019-03-31,2.884363,2.383215,1.093337,-0.033325,0.274022,1.377452
sz.000566,2019-04-30,2019-03-31,1.412125,1.312489,0.712102,0.099428,0.543250,2.189381
sz.000567,2019-04-29,2019-03-31,8.262588,8.262588,5.108609,-0.746051,0.161367,1.192417
sz.000568,2019-04-26,2019-03-31,3.166553,2.525136,1.846760,0.443468,0.216094,1.275663
sz.000570,2019-04-30,2019-03-31,1.687506,1.315571,0.479304,0.025729,0.411316,1.698704
sz.000571,2019-04-29,2019-03-31,0.776180,0.680941,0.061811,-0.013092,0.540843,2.177906
sz.000572,2019-04-27,2019-03-31,0.568631,0.428965,0.126746,-0.163174,0.478821,1.918728
sz.000573,2019-04-30,2019-03-31,1.950152,0.686833,0.590256,0.059225,0.482600,1.932741
sz.000576,2019-04-20,2019-03-31,2.308532,1.962840,0.786440,8.159789,0.295233,1.418909
sz.000581,2019-04-29,2019-03-31,2.870137,2.566275,1.674879,-0.004489,0.227540,1.294565
sz.000582,2019-04-30,2019-03-31,1.034289,1.025564,0.746940,-0.080237,0.377819,1.607248
sz.000584,2019-04-23,2019-03-31,1.064012,0.639744,0.227998,0.243308,0.608891,2.556830
sz.000585,2019-04-30,2019-03-31,0.452420,0.425801,0.347012,-0.026374,0.957318,23.429188
sz.000586,2019-04-30,2019-03-31,1.649136,1.257648,0.354187,0.132510,0.548293,2.213824
sz.000587,2019-04-30,2019-03-31,0.772645,0.601630,0.093651,-0.092063,0.812436,5.331518
sz.000589,2019-04-27,2019-03-31,0.855022,0.752292,0.351778,0.017299,0.662770,2.965332
sz.000590,2019-04-20,2019-03-31,3.870269,3.376713,2.440911,-0.138842,0.272225,1.374052
sz.000591,2019-04-27,2019-03-31,1.141966,1.129146,0.126000,0.158839,0.628743,2.693552
sz.000592,2019-04-30,2019-03-31,4.280304,1.558970,0.469371,-0.038895,0.186841,1.229771
sz.000593,2019-04-30,2019-03-31,0.934935,0.767091,0.222774,0.304954,0.449680,1.817124
sz.000595,2019-04-30,2019-03-31,0.997622,0.639295,0.096883,-0.047620,0.630024,2.702879
sz.000596,2019-04-27,2019-03-31,2.237703,1.732633,1.224207,0.182693,0.353930,1.547821
sz.000597,2019-04-26,2019-03-31,0.874949,0.681343,0.198376,-0.032976,0.683181,3.156374
sz.000598,2019-04-26,2019-03-31,0.685932,0.588710,0.390598,0.213154,0.473615,1.899750
sz.000599,2019-04-29,2019-03-31,1.226607,0.903595,0.248889,-0.064787,0.579266,2.376800
sz.000600,2019-04-27,2019-03-31,0.677698,0.619112,0.242665,-0.018013,0.564185,2.294553
sz.000601,2019-04-26,2019-03-31,0.780913,0.654738,0.188081,0.094219,0.514000,2.057615
sz.000603,2019-04-26,2019-03-31,2.399352,2.236707,1.533974,2.295548,0.370185,1.587768
sz.000605,2019-04-30,2019-03-31,0.981685,0.614386,0.294871,0.128923,0.606063,2.538480
sz.000606,2019-04-30,2019-03-31,1.011117,1.010998,0.545832,0.988100,0.344590,1.525762
sz.000607,2019-04-30,2019-03-31,1.222282,1.030636,0.501875,0.214248,0.417601,1.717035
sz.000608,2019-04-30,2019-03-31,1.131006,0.684277,0.104728,-0.142831,0.434541,1.768474
sz.000609,2019-04-27,2019-03-31,2.888550,0.266189,0.175710,1.985219,0.509902,2.040408
sz.000610,2019-04-26,2019-03-31,2.092681,2.086580,1.777294,-0.322548,0.230625,1.299756
sz.000611,2019-04-30,2019-03-31,0.100310,0.099011,0.006024,-0.058580,0.642245,2.795213
sz.000612,2019-04-26,2019-03-31,0.519483,0.364757,0.268418,0.143916,0.429449,1.752691
sz.000613,2019-04-25,2019-03-31,2.518450,2.493765,2.044732,-0.026094,0.107946,1.121009
sz.000615,2019-04-30,2019-03-31,1.423964,0.425824,0.201575,0.365694,0.757877,4.130141
sz.000616,2019-04-27,2019-03-31,7.634040,5.111549,4.887427,-0.694489,0.292370,1.413168
sz.000617,2019-04-26,2019-03-31,0.767144,0.767144,0.357307,0.097397,0.837247,6.144270
sz.000619,2019-04-19,2019-03-31,1.928411,1.205545,0.373069,0.368341,0.315975,1.461935
sz.000620,2019-04-26,2019-03-31,1.271237,0.383370,0.255937,0.084875,0.823045,5.651148
sz.000622,2019-04-25,2019-03-31,3.255742,3.128889,0.766233,-0.312214,0.387257,1.632006
sz.000623,2019-04-30,2019-03-31,5.389463,4.956998,2.350371,0.104604,0.136080,1.157514
sz.000625,2019-04-30,2019-03-31,1.027840,0.885734,0.275599,-0.117162,0.537496,2.162142
sz.000626,2019-04-26,2019-03-31,1.619205,1.297620,0.626854,0.079746,0.663190,2.969035
sz.000627,2019-04-29,2019-03-31,,,,0.100443,0.820943,5.584802
sz.000628,2019-04-27,2019-03-31,1.264575,1.033580,0.530586,0.481261,0.774873,4.441940
sz.000629,2019-04-25,2019-03-31,1.801947,1.549153,0.793888,-0.268767,0.299972,1.428514
sz.000630,2019-04-30,2019-03-31,1.104459,0.575416,0.293399,-0.012535,0.599077,2.494242
sz.000631,2019-04-23,2019-03-31,3.873063,3.291681,3.188016,-0.438377,0.375970,1.602486
sz.000632,2019-04-30,2019-03-31,1.306079,0.720255,0.449305,0.108248,0.796886,4.923341
sz.000633,2019-04-26,2019-03-31,0.109704,0.081530,0.022439,0.065154,0.847920,6.575476
sz.000635,2019-04-24,2019-03-31,2.900504,2.473030,0.176192,-0.030553,0.148055,1.173785
sz.000636,2019-04-25,2019-03-31,3.352607,2.877474,1.286464,-0.216960,0.162622,1.194204
sz.000637,2019-04-27,2019-03-31,4.347484,3.287308,1.513415,-0.072155,0.190615,1.235506
sz.000638,2019-04-30,2019-03-31,1.001672,0.578444,0.233696,-0.034236,0.727367,3.667940
sz.000639,2019-04-27,2019-03-31,1.457180,1.227458,1.040657,0.250039,0.490205,1.961572
sz.000650,2019-04-30,2019-03-31,4.088505,3.528486,2.260229,0.030557,0.160821,1.191641
sz.000651,2019-04-30,2019-03-31,1.258955,1.132399,0.685375,0.152641,0.639691,2.775396
sz.000652,2019-04-30,2019-03-31,1.051256,0.477493,0.139188,0.021156,0.845063,6.912909
sz.000655,2019-04-27,2019-03-31,6.353400,6.018942,2.543111,-0.387211,0.079470,1.086330
sz.000656,2019-04-30,2019-03-31,1.600371,0.398115,0.211292,0.476462,0.839202,6.218994
sz.000657,2019-04-29,2019-03-31,1.394749,0.784360,0.244819,-0.010843,0.501992,2.008002
sz.000659,2019-04-25,2019-03-31,0.459336,0.315192,0.028116,-0.131961,0.755216,4.085234
sz.000661,2019-04-19,2019-03-31,2.074973,1.518645,0.604565,0.434489,0.352160,1.543592
sz.000662,2019-04-30,2019-03-31,1.669111,1.641401,0.177247,-0.028025,0.222557,1.286268
sz.000663,2019-04-30,2019-03-31,0.825038,0.391947,0.105356,0.073924,0.710366,3.452633
sz.000665,2019-04-30,2019-03-31,0.695912,0.694903,0.146307,0.284283,0.386414,1.629763
sz.000666,2019-04-26,2019-03-31,2.223676,2.151798,1.706587,-0.100085,0.426221,1.742833
sz.000667,2019-04-25,2019-03-31,1.526100,0.524636,0.193783,0.358150,0.696348,3.293246
sz.000668,2019-04-25,2019-03-31,1.381829,0.207696,0.143791,-0.058193,0.625084,2.667266
sz.000669,2019-04-30,2019-03-31,0.299342,0.283757,0.040282,0.032832,0.757575,4.124991
sz.000670,2019-04-30,2019-03-31,0.918717,0.743406,0.265544,-0.345267,0.208379,1.263231
sz.000671,2019-04-26,2019-03-31,1.603092,0.578093,0.233444,0.157945,0.837794,6.165003
sz.000672,2019-04-26,2019-03-31,1.213465,0.840181,0.359587,-0.059413,0.478155,1.916278
sz.000673,2019-04-26,2019-03-31,1.268260,1.048054,0.022815,-0.057959,0.688397,3.209207
sz.000676,2019-04-26,2019-03-31,1.982143,1.981887,0.732452,0.265464,0.310769,1.450893
sz.000677,2019-04-26,2019-03-31,1.711874,1.262829,0.140978,0.078172,0.255158,1.342567
sz.000678,2019-04-30,2019-03-31,0.918946,0.484324,0.103852,-0.093938,0.541024,2.178761
sz.000679,2019-04-30,2019-03-31,1.119949,0.423578,0.075028,0.011206,0.823461,5.664481
sz.000680,2019-04-30,2019-03-31,1.296428,0.963091,0.312685,-0.075470,0.616612,2.608321
sz.000681,2019-04-26,2019-03-31,1.343496,1.343496,0.507591,-0.116690,0.288777,1.406029
sz.000682,2019-04-30,2019-03-31,2.472885,1.840720,0.986078,0.120158,0.349223,1.536624
sz.000683,2019-04-30,2019-03-31,0.638645,0.613738,0.461881,0.062469,0.514790,2.060964
sz.000685,2019-04-30,2019-03-31,0.862812,0.797631,0.655520,0.455412,0.291876,1.412183
sz.000686,2019-04-25,2019-03-31,,,,0.234085,0.771940,4.384803
sz.000687,2019-04-26,2019-03-31,0.877641,0.783723,0.194335,0.001585,0.739866,3.844172
sz.000688,2019-04-18,2019-03-31,5.560541,5.320455,3.067279,0.192622,0.084009,1.091714
sz.000690,2019-04-22,2019-03-31,1.462812,1.394818,1.282220,0.236665,0.575427,2.355305
sz.000691,2019-04-27,2019-03-31,1.926339,0.047673,0.041862,-0.421360,0.484548,1.940044
sz.000692,2019-04-30,2019-03-31,0.576183,0.532901,0.061488,0.100371,0.751660,4.026745
sz.000695,2019-04-29,2019-03-31,3.749955,3.145630,1.534686,-0.825229,0.287804,1.404108
sz.000697,2019-04-27,2019-03-31,0.604899,0.451865,0.100046,-0.363563,0.413150,1.704012
sz.000698,2019-04-30,2019-03-31,0.925528,0.727541,0.374260,-0.055934,0.506035,2.024437
sz.000700,2019-04-29,2019-03-31,0.893980,0.680482,0.300425,0.144452,0.686353,3.188294
sz.000701,2019-04-27,2019-03-31,1.087391,0.850251,0.317385,0.437847,0.816356,5.445323
sz.000702,2019-04-26,2019-03-31,1.718569,0.679720,0.416979,-0.019967,0.285711,1.399993
sz.000703,2019-04-23,2019-03-31,0.734304,0.573456,0.329973,0.869590,0.605899,2.537419
sz.000705,2019-04-27,2019-03-31,1.816903,1.144270,0.130240,0.012847,0.338827,1.512463
sz.000707,2019-04-27,2019-03-31,0.392028,0.187426,0.071423,-0.563392,0.954773,22.110749
sz.000708,2019-04-23,2019-03-31,1.791933,1.488116,0.684228,0.066102,0.388244,1.634639
sz.000709,2019-04-26,2019-03-31,0.496812,0.328132,0.207472,0.031870,0.714628,3.504202
sz.000710,2019-04-30,2019-03-31,6.219458,5.222285,1.443069,1.408451,0.155939,1.184748
sz.000711,2019-04-30,2019-03-31,1.242128,0.474943,0.093586,0.406499,0.558593,2.265481
sz.000712,2019-04-23,2019-03-31,,,,-0.158642,0.825052,5.715996
sz.000713,2019-04-18,2019-03-31,1.917633,0.905425,0.164486,0.035071,0.327065,1.486028
sz.000715,2019-04-17,2019-03-31,1.674348,1.589733,1.121330,-0.034860,0.389157,1.637082
sz.000716,2019-04-27,2019-03-31,1.041113,0.859054,0.110036,0.044013,0.452282,1.825758
sz.000717,2019-04-30,2019-03-31,0.544066,0.330291,0.165171,-0.058160,0.590207,2.440259
sz.000718,2019-04-12,2019-03-31,1.993035,0.644483,0.417679,0.043386,0.539503,2.171567
sz.000719,2019-04-29,2019-03-31,2.138931,1.725264,1.037563,-0.039006,0.338410,1.511511
sz.000720,2019-04-26,2019-03-31,2.304714,0.706458,0.226805,-0.437109,0.452563,1.826695
sz.000721,2019-04-26,2019-03-31,0.890291,0.817001,0.621943,0.211971,0.420888,1.726782
sz.000722,2019-04-27,2019-03-31,13.264168,12.502439,6.014890,0.037032,0.068376,1.073395
sz.000723,2019-04-30,2019-03-31,0.810575,0.675836,0.099667,0.785561,0.540898,2.178167
sz.000725,2019-04-30,2019-03-31,1.533596,1.328864,0.880186,0.186161,0.601466,2.509194
sz.000726,2019-04-30,2019-03-31,1.507942,0.619092,0.226937,0.182183,0.271960,1.373552
sz.000727,2019-04-27,2019-03-31,0.794495,0.468046,0.312489,-0.010924,0.473223,1.898338
sz.000728,2019-04-26,2019-03-31,,,,0.134548,0.714970,3.508407
sz.000729,2019-04-30,2019-03-31,1.666940,0.667336,0.421594,-0.119501,0.220229,1.282428
sz.000731,2019-04-29,2019-03-31,1.870429,1.546779,1.220659,-0.241696,0.270692,1.371163
sz.000732,2019-04-13,2019-03-31,1.601281,0.320343,0.165479,0.040422,0.845515,6.473125
sz.000733,2019-04-27,2019-03-31,2.270701,1.810944,0.288204,0.204346,0.523812,2.100009
sz.000735,2019-04-25,2019-03-31,1.698720,0.792666,0.337977,-0.132567,0.347413,1.532364
sz.000736,2019-04-30,2019-03-31,1.585279,0.518069,0.197704,0.241007,0.895616,9.579966
sz.000737,2019-04-25,2019-03-31,0.721200,0.501829,0.274875,-0.597556,0.744806,3.918589
