code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sz.002599,2019-10-26,2019-09-30,1.775640,1.431237,0.422026,-0.072852,0.344228,1.524920
sz.002600,2019-10-29,2019-09-30,1.220162,0.948491,0.180616,0.206146,0.554827,2.246317
sz.002601,2019-10-29,2019-09-30,1.043331,0.783207,0.351819,0.365381,0.451697,1.823810
sz.002602,2019-10-29,2019-09-30,1.606001,1.548430,0.361486,4.422290,0.286023,1.400605
sz.002603,2019-10-30,2019-09-30,6.668933,5.047123,0.977453,0.124853,0.110873,1.124698
sz.002605,2019-10-29,2019-09-30,0.909935,0.741863,0.569839,0.434310,0.484624,1.940330
sz.002606,2019-10-30,2019-09-30,2.283948,1.574963,0.460761,0.005620,0.334338,1.502263
sz.002607,2019-10-29,2019-09-30,0.741705,0.741705,0.161384,1.723343,0.727872,3.674735
sz.002608,2019-10-26,2019-09-30,0.852423,0.809496,0.276284,0.544508,0.481472,1.928536
sz.002609,2019-10-22,2019-09-30,3.686968,3.317122,2.120809,0.164558,0.214664,1.273340
sz.002610,2019-10-31,2019-09-30,1.251723,1.199158,0.419472,-0.317403,0.557778,2.261306
sz.002611,2019-10-31,2019-09-30,1.597853,1.126786,0.240687,0.638317,0.585506,2.412579
sz.002612,2019-10-24,2019-09-30,1.473129,0.843073,0.079050,-0.416383,0.364623,1.573869
sz.002613,2019-10-24,2019-09-30,3.513799,2.851107,1.015169,-0.274182,0.206687,1.260536
sz.002614,2019-10-29,2019-09-30,1.410340,0.994019,0.403999,0.066096,0.448033,1.811703
sz.002615,2019-10-29,2019-09-30,1.355974,0.866873,0.520052,0.319531,0.573320,2.343679
sz.002616,2019-10-30,2019-09-30,0.646133,0.512495,0.084474,0.339426,0.623954,2.659247
sz.002617,2019-10-31,2019-09-30,1.145012,1.019565,0.126494,0.468046,0.643529,2.805281
sz.002618,2019-10-23,2019-09-30,1.041476,0.775262,0.063481,0.120145,0.312286,1.454094
sz.002619,2019-10-28,2019-09-30,4.424643,4.424643,2.325145,-0.217984,0.086340,1.094499
sz.002620,2019-10-30,2019-09-30,1.445540,1.354601,0.149182,0.271169,0.544065,2.193297
sz.002621,2019-10-25,2019-09-30,0.463194,0.419348,0.293191,8.690874,0.461743,1.857849
sz.002622,2019-10-31,2019-09-30,1.170948,1.052285,0.081286,-0.121793,0.278088,1.385210
sz.002623,2019-10-23,2019-09-30,1.283952,1.151451,0.354134,-0.266000,0.447269,1.809198
sz.002624,2019-10-28,2019-09-30,2.565063,2.067247,0.895627,0.106241,0.401391,1.670539
sz.002625,2019-10-31,2019-09-30,30.323278,29.873309,27.914633,-0.521109,0.046093,1.048320
sz.002626,2019-10-29,2019-09-30,2.268102,1.687740,0.577803,0.083033,0.362479,1.568576
sz.002627,2019-10-28,2019-09-30,2.391815,2.158431,1.160834,0.028493,0.420055,1.724302
sz.002628,2019-10-23,2019-09-30,1.302917,0.963381,0.396868,0.429861,0.579315,2.377075
sz.002629,2019-10-30,2019-09-30,0.429134,0.358541,0.036425,-0.029980,0.953206,21.370469
sz.002630,2019-10-26,2019-09-30,0.883682,0.526359,0.055383,-0.116292,0.767293,4.297240
sz.002631,2019-10-31,2019-09-30,3.004736,2.318143,0.470356,1.307279,0.413969,1.706393
sz.002632,2019-10-24,2019-09-30,1.374715,0.946207,0.392603,2.248493,0.310085,1.449453
sz.002633,2019-10-25,2019-09-30,3.360567,2.405569,0.692751,0.294037,0.191463,1.236802
sz.002634,2019-10-25,2019-09-30,1.456330,1.127583,0.780862,-0.012095,0.282781,1.394275
sz.002635,2019-10-30,2019-09-30,2.043756,1.643802,0.787779,-0.213290,0.182610,1.223407
sz.002636,2019-10-31,2019-09-30,1.955367,1.843299,1.042102,-0.007585,0.395789,1.655052
sz.002637,2019-10-23,2019-09-30,0.826562,0.584659,0.128944,-0.244507,0.497486,1.989994
sz.002638,2019-10-31,2019-09-30,4.246495,3.713800,0.928335,-0.396359,0.174370,1.211196
sz.002639,2019-10-29,2019-09-30,1.254251,0.832697,0.230199,0.092438,0.420664,1.726114
sz.002640,2019-10-30,2019-09-30,2.258742,1.046706,0.340252,-0.016641,0.384368,1.624346
sz.002641,2019-10-25,2019-09-30,1.476708,0.985530,0.306345,0.072116,0.432416,1.761854
sz.002642,2019-10-29,2019-09-30,2.131271,1.115943,0.119377,-0.328877,0.308791,1.446740
sz.002643,2019-10-26,2019-09-30,3.189570,1.712829,1.108731,0.644302,0.144704,1.169187
sz.002644,2019-10-24,2019-09-30,2.542480,1.888678,1.037715,-0.027870,0.381393,1.616536
sz.002645,2019-10-26,2019-09-30,2.334009,1.380926,0.474220,-0.247775,0.222997,1.286996
sz.002646,2019-10-29,2019-09-30,3.498374,1.256056,0.798714,0.123069,0.147253,1.172681
sz.002647,2019-10-30,2019-09-30,0.953672,0.953634,0.555875,-0.151034,0.651185,2.866847
sz.002648,2019-10-26,2019-09-30,0.951163,0.844809,0.541013,0.639722,0.482997,1.934225
sz.002649,2019-10-25,2019-09-30,3.266513,3.252659,2.040338,0.525157,0.327508,1.487007
sz.002650,2019-10-24,2019-09-30,2.375169,1.319132,0.514815,-0.317952,0.138977,1.161409
sz.002651,2019-10-29,2019-09-30,4.118615,3.269675,0.789697,0.104137,0.171774,1.207400
sz.002652,2019-10-31,2019-09-30,1.571205,0.870058,0.113647,0.031002,0.688761,3.212963
sz.002653,2019-10-28,2019-09-30,0.675551,0.602321,0.220780,0.367560,0.523760,2.099780
sz.002654,2019-10-29,2019-09-30,1.391307,1.303452,0.220934,-0.058043,0.512081,2.049519
sz.002655,2019-10-29,2019-09-30,0.963769,0.664372,0.141035,-0.018342,0.532168,2.137520
sz.002656,2019-10-31,2019-09-30,3.615548,2.741568,0.277236,-0.140818,0.249502,1.332448
sz.002657,2019-10-29,2019-09-30,2.339187,1.576097,0.237337,-0.222567,0.260044,1.351432
sz.002658,2019-10-31,2019-09-30,7.436760,6.059300,3.490439,0.111550,0.281060,1.390938
sz.002659,2019-10-28,2019-09-30,0.965968,0.965416,0.532511,-0.015788,0.442936,1.795125
sz.002660,2019-10-24,2019-09-30,1.064022,0.946429,0.290874,-0.224103,0.609476,2.560659
sz.002661,2019-10-22,2019-09-30,1.180011,0.928763,0.218589,0.395423,0.490217,1.961619
sz.002662,2019-10-28,2019-09-30,1.057814,0.703549,0.089527,-0.222994,0.366012,1.577316
sz.002663,2019-10-31,2019-09-30,2.386571,1.365039,0.437264,-0.016086,0.406932,1.686148
sz.002664,2019-10-22,2019-09-30,2.311665,1.958296,0.862115,0.043941,0.339740,1.514555
sz.002665,2019-10-31,2019-09-30,2.375109,2.165258,1.435026,-0.169775,0.189442,1.233718
sz.002666,2019-10-30,2019-09-30,2.870438,1.972449,0.400955,0.213907,0.240869,1.317295
sz.002667,2019-10-25,2019-09-30,5.772380,4.493864,0.660069,-0.084964,0.148457,1.174338
sz.002668,2019-10-24,2019-09-30,1.279864,1.165429,0.485247,-0.110638,0.715624,3.516477
sz.002669,2019-10-26,2019-09-30,5.008228,4.405783,1.050638,-0.195621,0.123262,1.140592
sz.002670,2019-10-30,2019-09-30,,,,0.056038,0.659994,2.941121
sz.002671,2019-10-31,2019-09-30,1.353296,1.063704,0.203261,-0.054707,0.388839,1.636229
sz.002672,2019-10-29,2019-09-30,0.669883,0.610584,0.273523,0.036877,0.518527,2.076959
sz.002673,2019-10-30,2019-09-30,,,,-0.113707,0.642519,2.797349
sz.002674,2019-10-29,2019-09-30,3.981096,2.959949,2.268378,0.289683,0.195715,1.243340
sz.002675,2019-10-29,2019-09-30,1.407240,1.034817,0.259439,0.057889,0.321890,1.474688
sz.002676,2019-10-29,2019-09-30,1.528978,1.107505,0.224695,0.017621,0.421794,1.729488
sz.002677,2019-10-22,2019-09-30,1.888408,1.716653,1.591858,0.124660,0.266494,1.363316
sz.002678,2019-10-25,2019-09-30,2.894782,1.848978,0.601037,0.335840,0.238760,1.313646
sz.002679,2019-10-30,2019-09-30,4.038769,0.505972,0.204058,-0.051256,0.540365,2.175639
sz.002681,2019-10-28,2019-09-30,1.228857,0.882483,0.328268,-0.078424,0.291685,1.411801
sz.002682,2019-10-24,2019-09-30,1.110328,0.943888,0.150987,0.215804,0.656134,2.908109
sz.002683,2019-10-23,2019-09-30,1.288823,0.987919,0.299147,0.077757,0.492133,1.969021
sz.002684,2019-10-29,2019-09-30,0.415671,0.305441,0.016691,0.023661,1.110790,
sz.002685,2019-10-30,2019-09-30,2.192259,1.729281,0.205265,0.305105,0.259066,1.349648
sz.002686,2019-10-19,2019-09-30,1.052535,0.761310,0.204861,0.029771,0.492042,1.968668
sz.002687,2019-10-29,2019-09-30,2.246822,1.276662,0.347940,0.039510,0.252804,1.338338
sz.002688,2019-10-22,2019-09-30,1.074039,0.735850,0.365650,0.092534,0.471542,1.892298
sz.002689,2019-10-23,2019-09-30,1.819621,1.394492,0.243669,-0.172173,0.411692,1.699790
sz.002690,2019-10-24,2019-09-30,6.908280,6.414403,2.100440,0.016434,0.143823,1.167983
sz.002691,2019-10-23,2019-09-30,4.313114,2.625417,0.107189,0.978796,0.192523,1.238425
sz.002692,2019-10-24,2019-09-30,1.522940,1.182072,0.347521,0.233642,0.659035,2.932853
sz.002693,2019-10-30,2019-09-30,1.808058,1.433901,0.152587,-0.357807,0.321051,1.472864
sz.002694,2019-10-23,2019-09-30,0.809516,0.594702,0.042761,-0.124748,0.599256,2.495356
sz.002695,2019-10-23,2019-09-30,4.358858,3.331134,2.458304,0.258343,0.221569,1.284635
sz.002696,2019-10-25,2019-09-30,1.046883,0.841854,0.386746,0.668130,0.516788,2.069484
sz.002697,2019-10-18,2019-09-30,1.438795,0.852648,0.568738,-0.030380,0.399313,1.664761
sz.002698,2019-10-30,2019-09-30,2.141672,1.222781,0.186470,0.285723,0.397756,1.660457
sz.002699,2019-10-31,2019-09-30,2.474700,2.170937,1.032003,0.105564,0.212223,1.269394
sz.002700,2019-10-23,2019-09-30,4.452025,4.237687,3.564784,-0.007670,0.131121,1.150908
sz.002701,2019-10-26,2019-09-30,0.896718,0.770649,0.339621,-0.010946,0.566658,2.307644
sz.002702,2019-10-23,2019-09-30,2.182628,1.300547,0.351315,0.423828,0.273323,1.376127
sz.002703,2019-10-28,2019-09-30,2.199822,1.569735,0.275630,-0.137955,0.262168,1.355323
sz.002705,2019-10-29,2019-09-30,1.398891,1.082784,0.668104,0.120055,0.472988,1.897491
sz.002706,2019-10-23,2019-09-30,2.715323,2.180542,0.657642,0.286991,0.217234,1.277522
sz.002707,2019-10-30,2019-09-30,1.200377,1.197543,0.351063,0.062626,0.596907,2.480815
sz.002708,2019-10-29,2019-09-30,1.699031,1.192589,0.350746,-0.172281,0.311045,1.451473
sz.002709,2019-10-29,2019-09-30,1.219314,0.813859,0.111781,0.280517,0.440341,1.786804
sz.002711,2019-10-31,2019-09-30,0.207866,0.181602,0.027632,0.918799,4.569702,
sz.002712,2019-10-22,2019-09-30,1.950746,1.885117,0.750871,-0.225858,0.283846,1.396347
sz.002713,2019-10-31,2019-09-30,0.745399,0.675650,0.220358,0.042345,0.706095,3.402457
sz.002714,2019-10-12,2019-09-30,0.842703,0.404127,0.271792,0.120140,0.461902,1.858397
sz.002715,2019-10-24,2019-09-30,1.744842,0.868878,0.364745,-0.116105,0.322787,1.476641
sz.002716,2019-10-31,2019-09-30,1.083390,0.566672,0.066895,0.881622,0.823859,5.677257
sz.002717,2019-10-30,2019-09-30,1.015466,0.460314,0.151091,0.265085,0.727562,3.670563
sz.002718,2019-10-24,2019-09-30,1.349581,1.109692,0.156314,0.795338,0.284342,1.397315
sz.002719,2019-10-23,2019-09-30,2.144448,1.955593,0.475893,0.232207,0.282619,1.393959
sz.002721,2019-10-30,2019-09-30,1.440281,1.006231,0.134674,-0.245821,0.665864,2.992796
sz.002722,2019-10-31,2019-09-30,1.581684,1.047127,0.197714,0.081385,0.356724,1.554542
sz.002723,2019-10-28,2019-09-30,1.143434,0.625347,0.135183,-0.147087,0.365166,1.575214
sz.002724,2019-10-24,2019-09-30,8.719057,7.735062,1.015544,0.054097,0.087203,1.095534
sz.002725,2019-10-28,2019-09-30,2.449246,1.431653,0.470160,-0.222426,0.154547,1.182798
sz.002726,2019-10-31,2019-09-30,1.354064,0.615648,0.201213,1.650512,0.556722,2.255921
sz.002727,2019-10-25,2019-09-30,1.832144,1.211027,0.413594,0.221368,0.453081,1.828423
sz.002728,2019-10-29,2019-09-30,1.251732,1.002640,0.293806,0.283149,0.519168,2.079730
sz.002729,2019-10-31,2019-09-30,4.701063,3.898502,2.251442,-0.174641,0.097688,1.108264
sz.002730,2019-10-23,2019-09-30,1.712660,1.433559,0.151747,-0.063245,0.362733,1.569201
sz.002731,2019-10-23,2019-09-30,1.341846,0.454595,0.227470,0.266279,0.648817,2.847522
sz.002732,2019-10-22,2019-09-30,1.139347,0.738376,0.377280,-0.174753,0.262594,1.356106
sz.002733,2019-10-24,2019-09-30,1.529150,1.289352,0.626213,0.129868,0.457931,1.844782
sz.002734,2019-10-29,2019-09-30,1.043878,0.742517,0.222438,2.106520,0.483271,1.935250
sz.002735,2019-10-23,2019-09-30,2.095260,1.686916,0.304776,0.010362,0.388740,1.635964
sz.002736,2019-10-29,2019-09-30,,,,0.069717,0.749550,3.992817
sz.002737,2019-10-30,2019-09-30,2.369107,1.724789,0.846812,0.298702,0.328825,1.489924
sz.002738,2019-10-28,2019-09-30,1.877157,1.349780,0.397228,0.355380,0.360627,1.564032
sz.002739,2019-10-30,2019-09-30,0.990747,0.792289,0.249362,0.260641,0.382267,1.618823
sz.002740,2019-10-31,2019-09-30,2.123086,0.894928,0.051333,0.752248,0.370269,1.587979
sz.002741,2019-10-31,2019-09-30,1.564721,0.953443,0.148617,0.124707,0.490310,1.961977
sz.002742,2019-10-23,2019-09-30,1.029454,0.885769,0.202858,0.054788,0.638131,2.763430
sz.002743,2019-10-24,2019-09-30,1.246914,0.731704,0.138441,0.152343,0.699769,3.330770
sz.002745,2019-10-30,2019-09-30,1.046066,0.814522,0.289878,-0.041731,0.693125,3.258655
sz.002746,2019-10-29,2019-09-30,3.345468,2.932419,0.962245,0.548294,0.219017,1.280437
sz.002747,2019-10-31,2019-09-30,1.080728,0.904554,0.338458,0.248303,0.583288,2.399738
sz.002748,2019-10-29,2019-09-30,1.242843,0.991443,0.124319,0.489166,0.279665,1.388242
sz.002749,2019-10-25,2019-09-30,6.217602,4.685857,3.897103,-0.007259,0.114820,1.129714
sz.002750,2019-10-24,2019-09-30,6.161086,5.772992,5.034695,-0.130293,0.131926,1.151976
sz.002751,2019-10-31,2019-09-30,0.704032,0.562289,0.112666,0.011957,0.641771,2.791507
sz.002752,2019-10-29,2019-09-30,0.885458,0.685078,0.118870,0.945016,0.611628,2.574853
sz.002753,2019-10-30,2019-09-30,3.454073,2.540111,0.191403,-0.008105,0.299751,1.428064
sz.002755,2019-10-25,2019-09-30,2.103114,1.945050,1.033110,4.110624,0.369629,1.586368
sz.002756,2019-10-30,2019-09-30,3.048971,2.539896,1.059127,0.469697,0.247685,1.329230
sz.002757,2019-10-30,2019-09-30,2.191432,1.685962,0.860376,0.625081,0.238061,1.312441
sz.002758,2019-10-30,2019-09-30,1.568293,1.207938,0.592390,0.080770,0.568727,2.318719
sz.002759,2019-10-25,2019-09-30,1.639704,1.239774,0.114450,0.081219,0.146399,1.171507
sz.002760,2019-10-16,2019-09-30,2.270362,1.934292,0.761872,0.196136,0.451173,1.822067
sz.002761,2019-10-30,2019-09-30,3.368762,1.325491,0.587385,-0.333961,0.186179,1.228772
sz.002762,2019-10-30,2019-09-30,7.230465,4.894084,1.880739,-0.343529,0.082344,1.089733
sz.002763,2019-10-23,2019-09-30,3.195965,1.681146,1.177180,0.209675,0.242235,1.319671
sz.002765,2019-10-31,2019-09-30,1.274113,0.843783,0.207590,0.723781,0.543823,2.192133
sz.002766,2019-10-30,2019-09-30,1.226673,1.119870,0.028379,0.604140,0.706992,3.412881
sz.002767,2019-10-25,2019-09-30,5.597387,5.097199,0.304930,0.109043,0.149633,1.175962
sz.002768,2019-10-30,2019-09-30,1.615054,1.048062,0.216651,0.366308,0.459704,1.850837
sz.002769,2019-10-30,2019-09-30,1.227822,1.197671,0.833959,-0.691801,0.776987,4.484051
sz.002770,2019-10-31,2019-09-30,1.164142,1.134967,0.015104,0.360847,0.505424,2.021932
sz.002771,2019-10-26,2019-09-30,2.109076,1.494588,0.262799,-0.098516,0.407138,1.686732
sz.002772,2019-10-26,2019-09-30,5.413303,5.017322,3.350714,0.703393,0.470709,1.889322
sz.002773,2019-10-31,2019-09-30,5.246640,4.824748,3.425649,0.021020,0.191094,1.236238
sz.002774,2019-10-31,2019-09-30,2.763020,2.045962,0.575406,0.170742,0.330576,1.493823
sz.002775,2019-10-30,2019-09-30,1.905426,1.372809,0.452407,0.356987,0.391154,1.642451
sz.002776,2019-10-31,2019-09-30,3.341303,3.252155,2.258027,0.014385,0.221566,1.284630
sz.002777,2019-10-28,2019-09-30,2.372563,1.789182,1.000358,0.096398,0.403732,1.677099
sz.002778,2019-10-24,2019-09-30,3.044514,1.985334,0.296808,0.010774,0.204212,1.256616
sz.002779,2019-10-24,2019-09-30,2.315682,1.637146,0.557834,0.183338,0.245107,1.324690
sz.002780,2019-10-29,2019-09-30,3.190003,2.036448,1.377825,0.043133,0.258620,1.348836
sz.002781,2019-10-30,2019-09-30,1.575862,1.438918,0.139007,0.010125,0.573973,2.347270
sz.002782,2019-10-25,2019-09-30,3.091970,2.583460,0.967132,-0.046561,0.233134,1.304009
sz.002783,2019-10-22,2019-09-30,1.458140,1.291684,0.410139,0.288042,0.473609,1.899729
sz.002785,2019-10-30,2019-09-30,1.693749,1.326732,0.096894,0.069640,0.462716,1.861213
sz.002786,2019-10-31,2019-09-30,0.960593,0.508259,0.184826,0.222931,0.758827,4.146407
sz.002787,2019-10-30,2019-09-30,2.867128,2.358547,0.407345,0.443411,0.369624,1.586354
sz.002788,2019-10-24,2019-09-30,1.149088,0.840080,0.063194,0.252251,0.747604,3.962028
sz.002789,2019-10-31,2019-09-30,1.103879,1.055477,0.152344,0.207019,0.690739,3.233519
sz.002790,2019-10-30,2019-09-30,6.064215,5.195607,1.880806,0.430348,0.138058,1.160171
sz.002791,2019-10-26,2019-09-30,1.958959,1.467570,0.224486,0.552676,0.405587,1.682333
sz.002792,2019-10-30,2019-09-30,2.403291,1.979858,0.706888,0.334362,0.351674,1.542433
sz.002793,2019-10-31,2019-09-30,3.496803,2.203210,1.362400,-0.123709,0.268500,1.367054
sz.002795,2019-10-25,2019-09-30,5.616742,4.247716,1.179645,-0.176607,0.140177,1.163030
sz.002796,2019-10-22,2019-09-30,1.455432,1.212659,0.264455,0.824794,0.399743,1.665954
sz.002797,2019-10-26,2019-09-30,,,,0.071604,0.732497,3.738277
sz.002798,2019-10-30,2019-09-30,1.450715,1.201172,0.203904,0.285427,0.459139,1.848905
sz.002799,2019-10-22,2019-09-30,1.145523,1.015578,0.283288,1.743491,0.533369,2.143021
sz.002800,2019-10-24,2019-09-30,1.885325,1.626252,0.163584,-0.110434,0.503321,2.013373
sz.002801,2019-10-29,2019-09-30,4.417432,4.030897,0.206800,0.241165,0.189960,1.234507
sz.002802,2019-10-24,2019-09-30,8.928426,8.210629,0.897181,-0.290593,0.089946,1.098836
sz.002803,2019-10-25,2019-09-30,1.645564,1.405579,0.732448,0.258952,0.420928,1.726900
sz.002805,2019-10-21,2019-09-30,1.406910,0.794616,0.027983,1.614262,0.335239,1.504301
sz.002806,2019-10-29,2019-09-30,1.345457,1.023506,0.222698,0.220699,0.251487,1.335982
sz.002807,2019-10-29,2019-09-30,,,,0.061917,0.905813,10.617120
sz.002808,2019-10-29,2019-09-30,3.960284,3.191332,1.428132,-0.131336,0.178375,1.217100
sz.002809,2019-10-25,2019-09-30,3.113464,2.970865,0.139726,0.057310,0.283907,1.396467
sz.002810,2019-10-22,2019-09-30,1.559571,1.180981,0.307401,-0.097056,0.370410,1.588335
sz.002811,2019-10-31,2019-09-30,2.116578,1.994586,0.424827,0.379280,0.509100,2.037073
sz.002812,2019-10-23,2019-09-30,1.200900,1.011051,0.235965,1.687814,0.563011,2.288389
sz.002813,2019-10-29,2019-09-30,1.189774,0.744479,0.104304,-0.102430,0.598924,2.493293
sz.002815,2019-10-25,2019-09-30,1.366169,1.149537,0.353366,-0.137507,0.332703,1.498583
sz.002816,2019-10-29,2019-09-30,5.153818,3.461236,0.696911,-0.488150,0.157441,1.186861
sz.002817,2019-10-22,2019-09-30,8.938083,7.823553,4.466131,-0.070031,0.101133,1.112511
sz.002818,2019-10-26,2019-09-30,1.918266,1.760367,1.025697,-0.156726,0.205043,1.257930
sz.002819,2019-10-30,2019-09-30,2.298103,2.035678,0.553998,0.883358,0.424221,1.736778
sz.002820,2019-10-23,2019-09-30,15.073032,14.156424,3.013844,-0.098236,0.052706,1.055638
sz.002821,2019-10-25,2019-09-30,2.886292,2.069738,0.598417,0.327827,0.199852,1.249769
sz.002822,2019-10-30,2019-09-30,1.860419,1.781841,0.288425,0.301725,0.575810,2.357432
sz.002823,2019-10-30,2019-09-30,1.263394,0.842330,0.293823,0.040103,0.563727,2.292141
sz.002824,2019-10-30,2019-09-30,1.449654,0.873721,0.149601,1.200579,0.401388,1.670531
sz.002825,2019-10-22,2019-09-30,2.106871,1.612251,0.413697,0.392958,0.292525,1.413477
sz.002826,2019-10-29,2019-09-30,2.171987,2.024219,0.560515,0.182806,0.222802,1.286673
sz.002827,2019-10-28,2019-09-30,2.359533,2.276393,1.659667,1.366009,0.226270,1.292440
sz.002828,2019-10-29,2019-09-30,1.067498,0.845563,0.169650,1.723014,0.670519,3.035074
sz.002829,2019-10-31,2019-09-30,1.892611,1.256387,0.110645,-0.039330,0.400017,1.666714
sz.002830,2019-10-26,2019-09-30,0.974093,0.908095,0.878192,0.227444,0.512301,2.050446
sz.002831,2019-10-30,2019-09-30,1.394884,1.195914,0.284724,0.201833,0.484743,1.940777
sz.002832,2019-10-19,2019-09-30,4.450716,2.862434,1.256702,0.022451,0.197090,1.245470
sz.002833,2019-10-31,2019-09-30,3.674483,3.084052,0.771856,0.403624,0.208771,1.263856
sz.002835,2019-10-26,2019-09-30,2.992283,2.394099,1.178150,0.459123,0.223644,1.288069
sz.002836,2019-10-28,2019-09-30,1.295686,1.025289,0.664430,1.338039,0.370750,1.589192
sz.002837,2019-10-29,2019-09-30,1.514785,1.161402,0.248418,0.204526,0.482989,1.934195
sz.002838,2019-10-30,2019-09-30,1.777540,1.380245,0.132428,1.432295,0.416203,1.712924
sz.002839,2019-10-22,2019-09-30,,,,0.097393,0.912910,11.482321
sz.002840,2019-10-24,2019-09-30,1.005815,0.623406,0.278118,0.797478,0.414425,1.707724
sz.002841,2019-10-26,2019-09-30,1.687792,1.341748,0.913826,0.266850,0.559000,2.267576
sz.002842,2019-10-30,2019-09-30,1.338260,0.977629,0.522981,0.574999,0.607499,2.547766
sz.002843,2019-10-25,2019-09-30,2.021791,1.543825,0.197158,0.405668,0.244478,1.323589
sz.002845,2019-10-29,2019-09-30,1.068172,0.683963,0.166974,0.321173,0.789044,4.740316
sz.002846,2019-10-17,2019-09-30,1.172387,0.705673,0.142756,0.106754,0.476798,1.911307
sz.002847,2019-10-29,2019-09-30,0.817948,0.576620,0.096543,0.341732,0.453565,1.830043
sz.002848,2019-10-25,2019-09-30,1.740398,1.332373,0.044946,-0.386061,0.398714,1.663102
sz.002849,2019-10-24,2019-09-30,1.731838,1.347920,0.272150,0.382162,0.515343,2.063316
sz.002850,2019-10-30,2019-09-30,1.378384,1.115730,0.141566,0.182615,0.316515,1.463091
sz.002851,2019-10-30,2019-09-30,1.612475,1.137545,0.142828,0.502481,0.495149,1.980782
sz.002852,2019-10-23,2019-09-30,4.865416,2.982684,0.797036,-0.205871,0.160202,1.190763
sz.002853,2019-10-29,2019-09-30,2.099352,1.808596,0.234903,0.619196,0.396961,1.658266
sz.002855,2019-10-31,2019-09-30,1.259289,0.808793,0.184537,0.259564,0.546801,2.206534
sz.002856,2019-10-30,2019-09-30,1.771208,1.338535,0.183606,0.199596,0.534787,2.149552
sz.002857,2019-10-26,2019-09-30,3.962032,3.338716,0.650929,-0.134938,0.216612,1.276507
sz.002858,2019-10-30,2019-09-30,2.286158,1.973746,0.469188,1.624094,0.329875,1.492259
sz.002859,2019-10-23,2019-09-30,5.070171,3.790850,2.077354,-0.040506,0.224259,1.289091
sz.002860,2019-10-25,2019-09-30,3.866527,3.281451,0.830297,1.007750,0.195125,1.242429
sz.002861,2019-10-23,2019-09-30,3.090869,2.383010,0.565890,0.921885,0.239075,1.314190
sz.002862,2019-10-29,2019-09-30,3.613370,3.249161,1.718904,1.339757,0.176336,1.214087
sz.002863,2019-10-30,2019-09-30,0.803174,0.375417,0.134122,0.028964,0.756014,4.098601
sz.002864,2019-10-29,2019-09-30,3.322146,3.053039,0.538335,-0.032897,0.248374,1.330448
sz.002865,2019-10-30,2019-09-30,1.416187,0.961394,0.285649,0.099213,0.513540,2.055669
sz.002866,2019-10-31,2019-09-30,1.726681,1.335421,0.370098,0.010837,0.384939,1.625855
sz.002867,2019-10-30,2019-09-30,3.182336,1.087959,0.773057,-0.265071,0.229348,1.297602
sz.002868,2019-10-31,2019-09-30,6.240621,5.872013,1.509323,1.997588,0.165183,1.197868
sz.002869,2019-10-31,2019-09-30,1.434498,1.038462,0.713977,7.890327,0.622703,2.650429
sz.002870,2019-10-23,2019-09-30,3.765344,3.203968,2.024505,-0.608433,0.174225,1.210984
sz.002871,2019-10-23,2019-09-30,3.546300,2.940440,0.302755,0.040131,0.181424,1.221633
sz.002872,2019-10-29,2019-09-30,1.414281,1.074173,0.233718,-0.133403,0.295692,1.419834
sz.002873,2019-10-24,2019-09-30,1.925884,1.671558,0.697929,0.291383,0.365815,1.576826
sz.002875,2019-10-29,2019-09-30,3.195440,1.522071,0.916547,-0.053024,0.257118,1.346109
sz.002876,2019-10-17,2019-09-30,1.322765,0.889565,0.260751,0.393591,0.618626,2.622097
sz.002877,2019-10-29,2019-09-30,2.274037,1.683683,0.341488,0.463476,0.416178,1.712852
sz.002878,2019-10-30,2019-09-30,2.028356,1.728675,0.365489,1.560425,0.393509,1.648828
sz.002879,2019-10-23,2019-09-30,6.184820,5.551493,1.814357,-0.018365,0.158829,1.188819
sz.002880,2019-10-24,2019-09-30,11.795897,5.361590,3.591772,-0.235892,0.075846,1.082071
sz.002881,2019-10-25,2019-09-30,2.616499,1.983141,0.459571,-0.356791,0.358979,1.560010
sz.002882,2019-10-26,2019-09-30,2.740896,1.872191,0.209425,0.058401,0.311591,1.452626
sz.002883,2019-10-25,2019-09-30,5.337493,5.337493,1.051825,0.583092,0.153014,1.180658
sz.002884,2019-10-31,2019-09-30,14.506662,11.685863,1.564224,-0.070128,0.073649,1.079505
sz.002885,2019-10-25,2019-09-30,1.681305,1.258935,0.450715,0.125346,0.488946,1.956742
sz.002886,2019-10-25,2019-09-30,1.648103,0.997951,0.138390,0.512099,0.424284,1.736968
sz.002887,2019-10-30,2019-09-30,4.883053,3.449125,1.856322,0.080252,0.188230,1.231876
sz.002888,2019-10-29,2019-09-30,8.172905,5.412379,2.392866,-0.030884,0.099029,1.109914
sz.002889,2019-10-30,2019-09-30,1.133666,1.131405,0.391835,0.633396,0.856960,6.991055
sz.002890,2019-10-23,2019-09-30,4.691307,3.600227,0.443193,-0.120812,0.164291,1.196589
sz.002891,2019-10-23,2019-09-30,1.441958,0.923906,0.265214,0.667378,0.437964,1.779246
sz.002892,2019-10-25,2019-09-30,4.147441,3.235348,0.537706,0.069643,0.186744,1.229626
