code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2011-08-18,2011-06-30,0.132051,0.389746,,4731746000.000000,2.290505,12140590000.000000,3485013762.00,3105358672.00
sz.000002,2011-08-09,2011-06-30,0.065855,0.162717,0.450057,3252517534.320000,0.677430,19681104417.690000,10995210218.00,9658578326.00
sz.000004,2011-08-27,2011-06-30,0.003660,0.067385,0.428417,2908168.730000,0.099253,43070142.020000,83976684.00,83877184.00
sz.000005,2011-08-31,2011-06-30,0.039010,0.931759,0.262675,27123363.320000,0.052519,29109834.880000,914333607.00,913743007.00
sz.000006,2011-08-03,2011-06-30,0.052227,0.124824,0.449923,133400041.010000,0.519196,1068706400.000000,989007360.00,967849773.00
sz.000007,2011-08-22,2011-06-30,-0.006652,-0.009655,0.801696,-711273.570000,0.044321,72060894.540000,230965363.00,184965363.00
sz.000008,2011-07-30,2011-06-30,-0.004621,-0.036334,0.164983,-342550.260000,0.007189,9427945.180000,73653208.00,73653118.00
sz.000009,2011-08-26,2011-06-30,0.084464,0.161001,0.387666,292651845.400000,0.319383,1776296036.300000,1090750529.00,1075802251.00
sz.000010,2011-08-24,2011-06-30,-0.093673,-0.220025,0.385480,-6905177.030000,-0.011292,31383660.090000,147017448.00,67793846.00
sz.000011,2011-07-30,2011-06-30,0.292753,0.261374,0.682520,299688854.390000,0.583804,1135069760.670000,595979092.00,142404390.00
sz.000012,2011-08-09,2011-06-30,0.129877,0.207002,0.351965,918787433.000000,0.798067,4413281121.000000,2076143060.00,1289832184.00
sz.000014,2011-08-31,2011-06-30,0.007573,0.061567,0.437500,10914797.900000,0.045139,172698920.800000,201705187.00,201705187.00
sz.000016,2011-08-27,2011-06-30,-0.050130,-0.027804,0.149768,-190874019.890000,-0.134505,6815109144.090000,1203972704.00,599910010.00
sz.000017,2011-08-19,2011-06-30,,0.191984,0.071988,26213055.390000,0.258294,126235456.550000,551347947.00,193773360.00
sz.000019,2011-08-19,2011-06-30,0.007252,0.050452,0.198065,7059360.670000,0.155821,139919514.990000,181923088.00,141233241.00
sz.000020,2011-08-19,2011-06-30,0.034220,0.020110,0.096657,9280724.630000,0.028199,461498937.230000,283161227.00,64675497.00
sz.000021,2011-08-31,2011-06-30,0.026138,0.010269,0.024981,97168313.770000,0.235787,9429093484.130000,1319277781.00,1317894655.00
sz.000023,2011-08-17,2011-06-30,0.002820,0.002215,0.137081,725633.450000,0.122656,317186019.690000,138756240.00,98779584.00
sz.000025,2011-08-12,2011-06-30,0.002862,0.002084,0.190084,371137.090000,0.013565,176552777.100000,220281600.00,179294544.00
sz.000026,2011-08-17,2011-06-30,0.066364,0.069940,0.334026,86166842.520000,0.350285,1223457139.190000,392767870.00,111365764.00
sz.000027,2011-08-19,2011-06-30,0.049468,0.122136,0.167880,811154382.820000,0.458372,6641383382.370000,2642994398.00,2642994398.00
sz.000028,2011-08-18,2011-06-30,0.147632,0.023310,0.093898,167725443.340000,1.064955,7163473393.190000,288149400.00,233259086.00
sz.000029,2011-08-27,2011-06-30,0.044021,0.116050,0.310912,64282433.600000,0.083972,553919803.970000,1011660000.00,891660000.00
sz.000030,2011-08-09,2011-06-30,7958.001848,9999.999999,,1457274152.870000,3.737683,109006.800000,288420000.00,68735018.00
sz.000031,2011-08-30,2011-06-30,0.023638,0.142588,0.422529,229198595.290000,0.274147,1607415321.060000,1813731596.00,1813716240.00
sz.000032,2011-08-17,2011-06-30,0.021987,0.028042,0.162383,25751549.640000,0.145307,918308420.740000,232864320.00,232819164.00
sz.000034,2011-07-23,2011-06-30,0.140538,0.045625,0.171459,9985167.760000,1.418139,218854679.750000,357973531.00,203240395.00
sz.000035,2011-08-22,2011-06-30,,-4.720328,0.506573,-12584490.020000,0.313481,2666020.000000,150006560.00,85392560.00
sz.000036,2011-08-30,2011-06-30,0.030492,0.229743,0.619867,72811589.580000,0.216442,310442799.040000,1123887712.00,1123887712.00
sz.000037,2011-08-09,2011-06-30,-0.050109,-0.079895,-0.430439,-91352820.440000,0.092207,1029131736.950000,602762596.00,338894012.00
sz.000038,2011-08-13,2011-06-30,-0.059214,-0.506210,0.049303,-9705912.220000,0.036290,19173678.630000,96227998.00,24881998.00
sz.000039,2011-08-24,2011-06-30,0.163391,0.076577,0.191298,2793401000.000000,1.839292,35878407000.000000,2662396051.00,1231295365.00
sz.000040,2011-08-26,2011-06-30,0.130649,0.398743,0.459850,116416050.620000,0.387823,291957326.730000,469593364.00,435978559.00
sz.000042,2011-08-23,2011-06-30,0.070404,0.192007,0.499737,169126512.830000,1.879007,880330307.990000,239463040.00,239359601.00
sz.000045,2011-08-10,2011-06-30,0.023800,0.101396,0.181746,32363976.690000,0.143274,317350237.280000,336521849.00,195624000.00
sz.000046,2011-08-30,2011-06-30,-0.004333,-0.090275,0.488624,-34751967.550000,0.002590,383176222.150000,2278655884.00,2265319384.00
sz.000048,2011-08-29,2011-06-30,,-0.001671,0.111670,-920137.520000,-0.119268,550701311.630000,390768671.00,379858689.00
sz.000049,2011-08-09,2011-06-30,0.174848,0.062821,0.219516,51793034.660000,0.648016,823379078.750000,136829160.00,136786973.00
sz.000050,2011-08-17,2011-06-30,0.029855,0.032217,0.139676,67951889.000000,0.108730,2080478838.000000,574237500.00,574220625.00
sz.000055,2011-08-02,2011-06-30,0.044621,0.076180,0.205263,44120100.190000,0.089244,556233228.080000,756909905.00,348936475.00
sz.000056,2011-08-24,2011-06-30,-0.334877,-3.186614,-0.051635,-20656273.710000,-0.731039,6482200.610000,220901184.00,119212992.00
sz.000058,2011-08-16,2011-06-30,0.024000,0.137763,0.312946,28021679.640000,0.074737,189952023.780000,784799010.00,538302228.00
sz.000059,2011-08-03,2011-06-30,0.068766,0.026057,0.153936,468390081.260000,0.548995,17975388629.110000,1200506367.00,1200506367.00
sz.000060,2011-08-26,2011-06-30,0.073789,0.088397,0.256663,432669752.050000,0.367038,4855696923.160000,2062940880.00,2060689205.00
sz.000061,2011-08-31,2011-06-30,0.049761,0.248981,0.321770,185740156.270000,0.166956,742655977.190000,768507851.00,651317995.00
sz.000062,2011-07-30,2011-06-30,0.017059,0.095572,0.663437,27966288.430000,0.255471,289354200.000000,666949797.00,166929129.00
sz.000063,2011-08-31,2011-06-30,0.033341,0.022400,0.297104,836330000.000000,1.096032,37336595000.000000,2866731684.00,2274993700.00
sz.000065,2011-08-20,2011-06-30,0.114537,0.061763,0.106134,59615355.130000,0.656249,965042623.260000,162437120.00,162437120.00
sz.000066,2011-08-31,2011-06-30,0.024905,0.008641,0.063171,317608520.870000,0.121229,34532046545.060000,1323593886.00,574160070.00
sz.000068,2011-08-11,2011-06-30,-0.098978,-10.574806,0.446944,-25247958.210000,0.047036,,896671464.00,896667999.00
sz.000069,2011-08-20,2011-06-30,0.079821,0.193270,0.549138,1134355439.780000,0.496963,5828356223.450000,5593460436.00,2349978055.00
sz.000070,2011-08-16,2011-06-30,0.016539,0.029361,0.171925,14842337.990000,0.212205,505517982.600000,250000000.00,237694361.00
sz.000078,2011-08-23,2011-06-30,0.055078,0.022177,0.161054,58024243.990000,0.084950,2598769884.190000,652510385.00,651564483.00
sz.000088,2011-08-17,2011-06-30,0.053606,1.431122,0.635190,258200143.110000,0.293708,180418001.160000,1494000000.00,1493888885.00
sz.000089,2011-08-04,2011-06-30,0.058906,0.356295,0.516613,357330357.850000,0.413891,984966624.200000,1690243200.00,653125214.00
sz.000090,2011-08-09,2011-06-30,0.034821,0.073690,0.236276,147267956.690000,0.530301,1998488025.440000,456637020.00,456633151.00
sz.000096,2011-08-20,2011-06-30,0.026964,0.059117,0.070070,47283411.540000,0.189813,797637180.370000,528000000.00,510848000.00
sz.000099,2011-08-23,2011-06-30,0.040556,0.150936,0.284541,65642216.250000,0.249106,434899595.680000,513600000.00,513600000.00
sz.000100,2011-08-09,2011-06-30,0.051017,0.031214,0.150840,853021666.000000,0.095967,24547931000.000000,8476218834.00,5639657492.00
sz.000150,2011-08-26,2011-06-30,0.002833,0.089116,0.602166,2090676.690000,0.022024,23321463.340000,324000000.00,324000000.00
sz.000151,2011-08-18,2011-06-30,0.012274,0.026844,0.124297,10561734.690000,0.027595,393275484.090000,295980000.00,266543967.00
sz.000153,2011-08-25,2011-06-30,0.018273,0.018047,0.205524,12327224.830000,0.127337,683047306.060000,260009200.00,231045200.00
sz.000155,2011-08-17,2011-06-30,-0.036533,-0.045249,0.116661,-53658002.990000,-0.542720,1160439542.800000,470000000.00,470000000.00
