code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002902,铭普光磁,0.13,-28.67,,2.53,,2697.05,4.72,10派0.5,03-17
600872,中炬高新,0.9,18.19,,19.42,,71794.31,18.19,10派2.8,03-17
002306,ST云网,-0.04,-547.0,,-601.61,,-3574.15,-545.09,,03-17
002812,恩捷股份,1.06,-12.4,,20.36,,84983.74,63.92,10派1.25,03-17
603228,景旺电子,1.41,-28.43,,17.2,,83708.66,4.29,10派3转4,03-17
600989,宝丰能源,0.54,-3.57,,19.3,,380187.33,2.88,10派3.2091,03-16
600200,江苏吴中,0.09,-122.73,,2.69,,6453.37,-122.6,,03-16
600862,中航高科,0.4,81.82,,13.83,,55158.26,81.41,10派1.6,03-16
000029,深深房A,0.55,9.72,,15.9,,55245.23,9.72,10派1.65,03-14
603881,数据港,0.52,-23.53,,10.53,,11033.79,-22.76,10派0.53,03-14
002370,亚太药业,-3.86,-1089.74,,-128.48,,-206865.49,-1095.57,,03-14
603093,南华期货,0.15,-37.5,,3.63,,7949.32,-35.84,10派0.48,03-14
300752,隆利科技,0.73,-74.74,,10.68,,8531.39,-47.25,,03-14
600761,安徽合力,0.88,11.39,,13.63,,65134.34,11.79,10派3.5,03-14
002695,煌上煌,0.43,26.18,,11.12,,22038.27,27.45,10派1,03-14
600523,贵航股份,0.33,13.79,,5.59,,13510.38,14.94,10派1.67,03-14
000045,深纺织A,0.04,-200.0,,0.75,,1967.99,-185.64,,03-14
000856,冀东装备,0.1,4.0,,7.18,,2361.2,2.49,,03-13
603103,横店影视,0.49,-30.99,,13.52,,30951.13,-3.48,10派1.71,03-13
300146,汤臣倍健,-0.24,-134.78,,-6.5,,-35588.96,-135.51,10派3.6,03-13
600566,济川药业,1.99,-4.33,,28.43,,162297.39,-3.84,10派12.3,03-13
603336,宏辉果蔬,0.35,-5.41,,9.39,,7897.69,23.07,10派1.1送3转1.5,03-13
002879,长缆科技,0.77,16.67,,9.64,,14570.31,13.55,,03-13
000795,英洛华,0.13,30.0,,6.15,,14253.88,27.09,,03-13
603335,迪生力,0.02,-50.0,,1.61,,908.14,-32.77,10派0.2,03-13
300286,安科瑞,0.54,20.0,,14.84,,11327.33,16.66,10派2,03-13
002165,红宝丽,0.15,200.0,,5.84,,8927.7,207.02,10派0.4,03-13
600211,西藏药业,1.75,45.83,,13.49,,31232.13,44.86,10派10.6转4,03-13
300726,宏达电子,0.73,31.4,,17.76,,29299.02,31.39,,03-13
600074,*ST保千,-0.38,-44.93,,,,-93217.27,-44.81,,03-13
601168,西部矿业,0.42,-148.28,,10.62,,100713.09,-148.82,10派1,03-13
600803,新奥股份,0.99,-10.81,,13.48,,120464.51,-8.82,10派2.1,03-13
002056,横店东磁,0.42,0.0,,13.94,,69106.44,0.31,10派1.47,03-12
002258,利尔化学,0.59,-46.15,,9.64,,31114.26,-46.15,,03-12
300016,北陆药业,0.7,133.33,,25.96,,34243.83,131.75,10派0.7,03-12
000897,*ST津滨,0.11,-234.33,,15.33,,17406.34,-234.43,,03-12
603078,江化微,0.32,-33.49,,4.43,,3451.86,-13.54,10派1转3,03-12
603186,华正新材,0.79,36.21,,14.13,,10214.05,36.04,10派1.7,03-12
603303,得邦照明,0.64,6.1,,11.94,,30973.58,25.18,10派2.28,03-12
000739,普洛药业,0.47,49.36,,15.66,,55340.08,49.34,10派1.65,03-12
000909,数源科技,0.09,-25.42,,2.59,,2751.3,-25.48,,03-11
600433,冠豪高新,0.13,44.44,,6.4,,17032.51,55.95,10派0.28,03-11
603558,健盛集团,0.68,36.0,,9.33,,27331.3,32.39,10派3.5,03-11
600963,岳阳林纸,0.23,-11.54,,3.79,,31324.28,-14.38,10派0.47转3,03-11
600603,广汇物流,0.66,50.0,,11.96,,81860.86,48.63,10派5,03-11
601619,嘉泽新能,0.15,7.14,,10.73,,29320.96,8.87,,03-10
002961,瑞达期货,0.29,0.0,,8.14,,12081.09,5.3,10派1.8,03-10
300211,亿通科技,0.02,27.27,,1.31,,634.3,27.39,10派1,03-10
002135,东南网架,0.26,52.94,,6.44,,26747.86,56.68,10派0.27,03-10
688018,乐鑫科技,2.32,48.25,,18.32,,15850.54,68.83,,03-10
600477,杭萧钢构,0.22,-31.45,,14.31,,46891.67,-17.44,10派1,03-10
000060,中金岭南,0.24,-7.69,,8.05,,85210.51,-7.37,10派0.72,03-10
600370,三房巷,0.07,2.38,,4.15,,5493.34,2.44,10派0.3,03-10
603187,海容冷链,1.95,-13.72,,15.96,,21883.67,57.1,,03-10
002607,中公教育,0.29,31.82,,60.71,,180454.87,56.52,10派2.4,03-10
300179,四方达,0.23,79.2,,13.49,,11693.59,81.11,10派2,03-10
600817,ST宏盛,0.01,-61.67,,1.81,,185.15,-62.94,,03-10
300632,光莆股份,0.96,21.52,,24.56,,17326.94,46.16,10派2.5转3,03-10
603025,大豪科技,0.28,-30.0,,14.45,,25454.61,-31.12,10派2.2,03-10
002181,粤传媒,0.07,53.83,,2.1,,8394.9,53.92,10派0.79,03-09
603949,雪龙集团,0.89,9.88,3.82,26.36,0.8,9988.36,9.3,,03-09
300801,泰和科技,1.86,-10.29,,19.62,,17161.47,-7.8,,03-09
300030,阳普医疗,0.08,-118.18,,3.16,,2602.42,-119.02,,03-07
002521,齐峰新材,0.27,125.0,,3.87,,13271.22,127.43,10派1,03-07
300310,宜通世纪,0.04,-101.81,,2.01,,3171.62,-101.61,,03-07
000915,山大华特,0.87,58.18,,12.26,,20410.23,57.38,10派3,03-07
300030,阳普医疗,0.08,-118.18,,3.16,,2602.42,-119.02,,03-07
002521,齐峰新材,0.27,125.0,,3.87,,13271.22,127.43,10派1,03-07
300310,宜通世纪,0.04,-101.81,,2.01,,3171.62,-101.61,,03-07
002597,金禾实业,1.45,-10.49,,19.42,,80876.13,-11.28,10派5.4,03-06
000712,锦龙股份,0.08,-140.0,,2.03,,7057.75,-138.96,,03-06
002880,卫光生物,1.59,9.41,,12.43,,17134.47,9.39,10派3.2送5,03-06
300686,智动力,0.65,1908.39,,18.79,,12927.42,1793.08,,03-06
000708,中信特钢,1.81,59.47,,24.18,,538647.18,955.8,10派10转7,03-06
002320,海峡股份,0.22,-30.88,,5.93,,21917.44,4.09,10派2转5,03-05
300727,润禾材料,0.4,-23.08,,9.43,,5115.91,-22.67,,03-05
600722,金牛化工,0.05,-46.5,,3.16,,3125.47,-46.44,,03-05
002977,天箭科技,1.79,-3.76,,29.29,-0.05,9607.65,-3.49,,03-03
600891,*ST秋林,-0.86,-87.14,,,,-53058.49,-87.16,,03-03
600202,哈空调,0.13,142.46,,7.88,,5057.51,142.69,10派0.4,03-03
300174,元力股份,0.22,-35.22,,8.08,,5354.92,-35.2,10派0.5,03-03
603221,爱丽家居,0.79,-18.56,3.94,22.23,1.1,14202.97,-18.99,,03-03
300823,建科机械,1.2,6.19,,17.58,1.33,8415.9,5.83,,03-02
300193,佳士科技,0.43,13.16,,8.75,,20766.97,8.85,10派5,02-29
600605,汇通能源,0.16,29.75,,3.24,,2306.95,29.71,10派0.5,02-29
600896,览海医疗,-0.2,-253.85,,-10.45,,-17516.71,-253.07,,02-29
300403,汉宇集团,0.27,0.19,,12.78,,16306.67,0.19,10派1.4,02-29
000534,万泽股份,0.14,19.75,,5.93,,7067.56,15.43,10派0.5,02-29
000628,高新发展,0.34,90.91,,11.09,,10456.12,91.0,,02-29
300505,川金诺,0.73,6.76,,8.36,,7281.13,13.58,10派1.6转3,02-29
300231,银信科技,0.32,17.09,,10.4,,13517.99,20.14,10派1.5,02-29
002136,安纳达,0.15,-29.76,,4.65,,3238.41,-29.75,10派0.5,02-29
300322,硕贝德,0.23,53.33,,15.09,,9287.95,48.84,10派0.4,02-29
000987,越秀金控,0.43,119.49,,7.08,,117888.79,161.98,10派1.7,02-29
002054,德美化工,0.26,116.67,,5.99,,11013.21,110.45,10派0.48,02-29
002245,澳洋顺昌,0.12,-47.85,,5.31,,11761.16,-47.86,10派0.15,02-29
300121,阳谷华泰,0.47,-53.47,,11.13,,18434.99,-49.8,10派3,02-29
300443,金雷股份,0.86,75.51,,11.14,,20519.86,76.37,10派1.8,02-29
002014,永新股份,0.54,20.0,,15.17,,26911.65,19.44,10派4,02-28
603477,振静股份,0.16,-34.16,,4.68,,3951.18,-33.0,,02-28
300401,花园生物,0.72,12.5,,20.63,,34370.65,11.81,,02-28
600507,方大特钢,1.18,-43.27,,27.05,,171119.06,-41.54,10转4.9,02-28
300620,光库科技,0.64,-29.1,,9.78,,5748.42,-28.07,,02-28
688051,佳华科技,2.12,65.63,,31.24,,11885.15,85.65,,02-28
600868,梅雁吉祥,0.03,160.0,,2.45,,5666.57,158.83,10派0.1,02-28
002134,天津普林,0.05,-120.83,,3.29,,1267.15,-121.38,,02-28
603668,天马科技,0.18,-28.0,,5.35,,5685.43,-22.7,,02-28
300496,中科创达,0.59,43.47,,13.94,,23763.82,44.63,10派1.3,02-27
002714,牧原股份,2.82,1558.82,,35.28,,611436.37,1075.37,10派5.5转7,02-27
600732,爱旭股份,0.37,933.52,,32.22,,58524.28,3558.65,,02-26
300033,同花顺,1.67,41.53,,24.93,,89767.54,41.6,10派8.5,02-25
300822,贝仕达克,1.81,47.15,5.8,36.85,2.39,14442.08,46.71,,02-24
300821,东岳硅材,0.61,-17.57,2.34,28.81,0.57,55342.53,-16.59,,02-24
603677,奇精机械,0.4,-2.44,,7.24,,7631.68,-1.77,,02-22
601318,中国平安,8.41,39.7,36.82,24.35,14.04,14940700.0,39.11,10派13,02-21
002458,益生股份,3.79,250.93,,83.18,,217603.91,499.73,10派10转7,02-20
600315,上海家化,0.83,2.47,,9.21,,55709.11,3.09,10派2.5,02-20
603822,嘉澳环保,0.83,13.73,,7.92,,6113.28,13.74,10派2.55,02-18
002976,瑞玛工业,1.14,0.88,,23.88,,8578.5,0.93,,02-17
000001,平安银行,1.54,10.79,14.07,11.3,-2.06,2819500.0,13.61,10派2.18,02-14
603948,建业股份,1.19,-27.88,6.88,18.91,0.77,14253.35,-27.85,,02-11
002315,焦点科技,0.64,167.11,,7.82,,15091.76,168.03,10派7.5转3,02-08
002099,海翔药业,0.48,26.32,,14.07,,77078.22,27.4,10派3,01-23
300708,聚灿光电,0.03,-62.5,,1.13,,814.43,-60.02,10派0.2,01-23
300617,安靠智电,0.65,-13.64,,7.77,,6361.64,-15.49,10派5转3,01-17
