code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002159,三特索道,0.13,-88.7,,1.66,,1801.03,-88.66,,10-31
603567,珍宝岛,0.4,-9.32,,6.57,,33795.91,-9.32,,10-31
601857,中国石油,0.2,-22.43,,3.06,,3728200.0,-22.52,,10-31
603598,引力传媒,0.23,21.05,,10.26,,6118.31,20.22,,10-31
002829,星网宇达,0.03,-76.92,,0.62,,529.44,-73.42,,10-31
600425,青松建化,0.17,-48.78,,5.1,,23127.52,-48.85,,10-31
600458,时代新材,0.02,-81.82,,0.27,,1247.93,-85.44,,10-31
600822,上海物贸,0.1,18.49,,7.69,,4831.21,18.48,,10-31
000876,新希望,0.74,117.65,,13.49,,307159.26,111.73,,10-31
000897,*ST津滨,-0.02,-9.21,,-3.24,,-3349.69,-9.08,,10-31
600499,科达洁能,0.16,-19.5,,5.31,,24812.23,-21.48,,10-31
000917,电广传媒,0.05,-150.0,,0.66,,6828.35,-150.47,,10-31
000421,南京公用,0.15,-26.84,,3.39,,8711.08,-26.81,,10-31
000935,四川双马,0.73,12.31,,14.9,,56064.22,12.65,,10-31
600136,当代明诚,1.34,396.3,,17.62,,65228.99,401.26,,10-31
603098,森特股份,0.4,21.21,,10.0,,19351.31,22.84,,10-31
002288,超华科技,0.03,-37.07,,1.64,,2563.75,-37.0,,10-31
002610,爱康科技,0.01,-66.67,,0.94,,5588.06,-58.34,,10-31
002951,金时科技,0.29,-14.71,,9.13,,11240.95,-8.74,,10-31
000606,顺利办,0.14,-65.39,,3.84,,10886.12,-65.41,,10-31
603259,药明康德,1.08,-44.33,,9.89,,176514.68,-8.46,,10-31
600242,中昌数据,0.06,-70.89,,1.34,,2830.6,-70.89,,10-31
600640,号百控股,0.11,-52.24,,2.07,,8825.92,-52.23,,10-31
000626,远大控股,0.12,203.18,,2.58,,6773.66,176.51,,10-31
601113,ST华鼎,0.22,-4.35,,4.29,,25936.53,9.53,,10-31
603980,吉华集团,0.72,-34.16,,9.04,,41036.14,-25.38,,10-31
600658,电子城,0.12,-55.56,,2.06,,13870.48,-54.34,,10-31
603322,超讯通信,-0.36,-427.27,,-10.41,,-4774.58,-534.21,,10-31
600678,四川金顶,0.08,-6.86,,34.79,,2891.37,-6.84,,10-31
002722,金轮股份,0.51,-8.93,,4.81,,8938.09,-8.24,,10-31
601228,广州港,0.12,2.59,,5.73,,73679.99,2.66,,10-31
601336,新华保险,4.17,68.83,25.58,17.41,9.0,1300300.0,68.83,,10-31
002106,莱宝高科,0.32,32.45,,5.83,,22849.93,32.45,,10-31
600718,东软集团,0.03,-70.0,,0.41,,3595.48,-71.13,,10-31
600345,长江通信,0.52,-52.29,,5.37,,10288.89,-52.27,,10-31
600734,实达集团,-0.45,-324.2,,-11.3,,-27889.41,-324.07,,10-31
002465,海格通信,0.13,18.18,,3.68,,31107.43,21.62,,10-31
600751,海航科技,0.1,534.0,,2.04,,27584.4,532.42,,10-31
300797,钢研纳克,0.28,47.66,2.43,12.13,0.01,5178.25,47.64,,10-31
300494,盛天网络,0.15,-30.72,,3.63,,3622.41,-30.71,,10-31
000010,*ST美丽,0.05,-122.77,,9.9,,4366.3,-122.75,,10-31
600787,中储股份,0.12,261.5,,2.38,,26376.56,258.16,,10-31
000031,大悦城,0.62,24.0,,14.87,,243537.59,168.18,,10-31
000839,中信国安,0.02,1385.71,,0.89,,8147.06,1396.26,,10-31
600068,葛洲坝,0.58,13.67,,9.53,,319811.68,14.75,,10-31
002531,天顺风能,0.31,55.0,,10.01,,54583.76,52.66,,10-31
600500,中化国际,0.25,-32.43,,4.85,,55398.13,-28.32,,10-31
600860,京城股份,-0.15,50.0,,-14.69,,-6385.88,44.65,,10-31
000918,嘉凯城,-0.24,-20.0,,-13.59,,-43998.33,-18.41,,10-31
000422,ST宜化,0.04,-88.33,,2.93,,11265.09,-66.34,,10-31
000936,华西股份,0.54,63.64,,9.87,,47620.61,62.42,,10-31
600137,浪莎股份,0.17,-22.32,,3.38,,1693.92,-22.07,,10-31
600158,中体产业,0.04,-26.24,,1.92,,3270.66,-26.24,,10-31
002289,*ST宇顺,-0.18,-24.21,,-17.54,,-5106.48,-24.22,,10-31
002611,东方精工,0.22,15.79,,9.4,,39518.23,14.2,,10-31
000981,ST银亿,-0.16,-177.62,,-4.75,,-65655.11,-176.95,,10-31
000548,湖南投资,0.08,56.35,,2.42,,4057.82,55.03,,10-31
600973,宝胜股份,0.14,43.62,,4.14,,16520.28,43.97,,10-31
603165,荣晟环保,1.05,34.62,,14.26,,18546.95,31.76,,10-31
600193,ST创兴,0.04,-6.67,,7.99,,1776.94,-7.84,,10-31
603876,鼎胜新材,0.45,0.0,,5.51,,19173.93,7.22,,10-31
600609,金杯汽车,0.05,-25.37,,13.99,,5412.99,-26.02,,10-31
000592,平潭发展,0.02,-62.08,,0.95,,3038.56,-61.99,,10-31
601009,南京银行,1.17,15.84,8.79,13.42,-1.83,988894.0,15.33,,10-31
002030,达安基因,0.1,1.0,,4.32,,8017.15,2.18,,10-31
600626,申达股份,0.43,218.31,,10.58,,36892.64,282.01,,10-31
603308,应流股份,0.25,56.25,,3.63,,10642.99,52.79,,10-31
002079,苏州固锝,0.12,22.11,,5.03,,8449.63,21.61,,10-31
603329,上海雅仕,-0.13,-136.11,,-2.48,,-1756.46,-137.4,,10-31
000710,贝瑞基因,0.88,31.81,,15.31,,31338.48,31.13,,10-31
600723,首商股份,0.45,9.44,,7.27,,29767.35,9.44,,10-31
600739,辽宁成大,0.69,49.99,,5.01,,104784.8,49.99,,10-31
000757,浩物股份,0.17,-1.16,,6.46,,10173.21,30.9,,10-31
002149,西部材料,0.1,10.87,,2.28,,4120.83,10.79,,10-31
688396,华润微,,,,,,26970.71,-40.23,,10-31
600775,南京熊猫,0.05,-41.73,,1.37,,4733.37,-41.73,,10-31
000803,金宇车城,-0.49,600.0,,-114.71,,-6285.35,642.27,,10-31
600029,南方航空,0.33,-17.5,,6.26,,407800.0,-2.32,,10-31
002503,搜于特,0.1,-44.44,,5.62,,30426.95,-45.98,,10-31
600016,民生银行,1.04,7.22,10.09,10.64,-2.73,4552900.0,6.66,,10-31
002491,通鼎互联,0.07,-82.08,,1.64,,8417.97,-82.07,,10-31
601939,建设银行,0.9,4.65,8.29,11.35,,22534400.0,5.25,,10-31
002523,天桥起重,0.04,-33.33,,2.63,,5554.4,-29.47,,10-31
600816,安信信托,-0.06,-1534.09,,-2.8,,-34531.44,-1533.59,,10-31
000861,海印股份,0.05,-7.75,,3.35,,11902.22,-8.94,,10-31
000068,华控赛格,-0.07,48.44,,-14.76,,-7187.19,48.28,,10-31
600833,第一医药,0.17,30.79,,5.59,,3818.33,30.73,,10-31
600095,哈高科,0.01,-191.78,,0.3,,241.4,-191.39,,10-31
000158,常山北明,0.03,5.42,,0.69,,4131.87,4.02,,10-31
600853,龙建股份,0.15,4.18,,6.35,,10368.51,18.57,,10-31
000909,数源科技,0.07,-26.97,,1.91,,2024.85,-27.31,,10-31
603032,德新交运,0.05,66.67,,1.25,,856.83,54.74,,10-31
600112,ST天成,-0.14,-190.11,,-6.2,,-7331.86,-190.13,,10-31
603717,天域生态,0.17,-26.4,,2.92,,4004.43,-26.4,,10-31
002572,索菲亚,0.79,5.26,,14.8,,71984.25,4.05,,10-31
000413,东旭光电,0.2,-13.04,,3.45,,113488.04,-13.71,,10-31
002909,集泰股份,0.34,431.25,,11.52,,5638.07,424.01,,10-31
000928,中钢国际,0.24,7.31,,6.57,,30233.53,7.33,,10-31
002266,浙富控股,0.04,-21.51,,2.5,,8221.95,-21.39,,10-31
600886,国投电力,0.6,13.89,,10.75,,433267.29,20.51,,10-31
000953,*ST河化,-0.17,-48.36,,,,-5040.22,-48.36,,10-31
600150,中国船舶,0.07,-68.89,,0.64,,9631.8,-68.9,,10-31
600548,深高速,0.99,41.46,,12.1,,215098.13,41.44,,10-31
600908,无锡银行,0.52,10.64,,8.52,,95971.6,11.29,,10-31
000972,ST中基,0.03,-119.47,,5.08,,2286.05,-119.5,,10-31
603111,康尼机电,0.22,-140.0,,11.82,,21371.24,-140.16,,10-31
600168,武汉控股,0.36,12.5,,4.98,,25279.61,11.07,,10-31
600567,山鹰纸业,0.29,-42.98,,9.67,,132464.74,-42.83,,10-31
002636,金安国纪,0.18,-45.45,,5.04,,13002.7,-45.05,,10-31
600203,福日电子,0.07,82.5,,1.62,,3342.2,69.01,,10-31
002652,扬子新材,0.02,-74.69,,1.66,,1241.93,-74.66,,10-31
000584,哈工智能,0.08,-49.94,,2.93,,5043.7,-49.92,,10-31
600623,华谊集团,0.26,-65.33,,2.96,,53986.67,-66.2,,10-31
601068,中铝国际,-0.0,-104.29,,-0.09,,2205.02,-91.22,,10-31
600247,ST成城,-0.1,-327.27,,,,-3363.54,-327.32,,10-31
600267,海正药业,1.3,18471.43,,15.68,,125498.83,17541.98,,10-31
600662,强生控股,0.15,278.13,,4.6,,15290.9,277.97,,10-31
601186,中国铁建,1.04,15.56,,8.91,,1468856.4,16.15,,10-31
600682,南京新百,1.09,-201.87,,9.53,,136317.12,-212.08,,10-31
000679,大连友谊,-0.4,-10.31,,-16.41,,-14198.09,-10.59,,10-31
002741,光华科技,0.09,-73.88,,2.68,,3415.23,-73.89,,10-31
688081,兴图新科,,,,,,-103.72,-94.71,,10-31
002776,柏堡龙,0.2,-39.39,,4.6,,10876.87,-8.74,,10-31
002793,东音股份,0.14,-67.86,,4.99,,4679.74,-44.56,,10-31
601717,郑煤机,0.61,52.5,,8.91,,105964.7,54.63,,10-31
600767,ST运盛,-0.08,51.85,,-10.3,,-2803.95,52.74,,10-31
002811,亚泰国际,0.54,22.73,,6.73,,9672.85,22.83,,10-31
000796,凯撒旅业,0.27,-29.49,,9.91,,21615.91,-30.65,,10-31
601838,成都银行,1.11,16.84,9.4,12.23,-4.93,400741.3,18.01,,10-31
600398,海澜之家,0.59,1.72,,19.85,,261640.25,-0.45,,10-31
002512,达华智能,0.28,-177.09,,23.89,,31037.27,-177.09,,10-31
000050,深天马A,0.5,-19.09,,3.91,,103381.29,-18.92,,10-31
600821,津劝业,-0.33,26.92,,-79.48,,-13594.24,25.75,,10-31
603020,爱普股份,0.38,26.82,,6.01,,12227.68,26.84,,10-31
600100,同方股份,0.24,-222.89,,4.31,,70337.72,-222.87,,10-31
000338,潍柴动力,0.89,18.67,,17.2,,705824.15,17.61,,10-31
603038,华立股份,0.49,-19.67,,6.25,,6433.09,12.66,,10-31
002577,雷柏科技,-0.01,-116.67,,-0.22,,-256.53,-113.96,,10-31
000420,吉林化纤,0.04,-36.15,,2.76,,8175.17,-36.13,,10-31
600331,宏达股份,0.04,348.15,,3.28,,7369.92,345.69,,10-31
601601,中国太保,2.53,80.71,18.79,14.2,9.85,2291400.0,80.21,,10-31
002773,康弘药业,0.63,-16.0,,12.96,,55226.91,9.05,,10-31
000736,中交地产,0.31,-53.03,,7.01,,16340.74,-44.74,,10-31
600745,闻泰科技,0.83,-407.41,6.07,13.71,1.8,53049.89,-413.19,,10-31
000792,*ST盐湖,-0.18,-58.48,,-3.06,,-50370.49,-58.49,,10-31
600018,上港集团,0.29,32.43,,8.64,,676694.22,32.45,,10-31
300489,中飞股份,-0.28,-2870.3,,-5.59,,-2539.58,-2884.77,,10-31
600781,ST辅仁,0.86,-26.5,,9.57,,53985.04,-26.15,,10-31
002203,海亮股份,0.42,2.4,,10.03,,81941.69,18.55,,10-31
000046,泛海控股,0.48,37.23,,11.77,,249373.5,37.23,,10-31
600079,人福医药,0.51,18.6,,6.18,,74560.02,14.99,,10-31
002558,巨人网络,0.36,-26.53,,8.1,,71767.94,-27.73,,10-31
000166,申万宏源,0.2,33.33,,6.26,,475664.81,43.64,,10-31
002893,华通热力,0.2,33.33,,5.08,,3145.08,72.53,,10-31
600114,东睦股份,0.13,-66.67,,3.17,,8233.73,-66.93,,10-31
000416,民生控股,0.06,88.51,,3.38,,2965.78,88.5,,10-31
000930,中粮科技,0.21,-40.17,,4.11,,38916.44,14.6,,10-31
603060,国检集团,0.51,-19.95,,10.45,,12646.63,-9.28,,10-31
002929,润建股份,0.66,-1.52,,5.38,,14565.26,4.21,,10-31
000957,中通客车,0.09,55.67,,2.02,,5537.4,64.37,,10-31
002622,融钰集团,-0.02,-173.82,,-1.14,,-1448.74,-174.06,,10-31
000543,皖能电力,0.37,117.63,,6.41,,69284.12,130.5,,10-31
600967,内蒙一机,0.25,20.29,,4.87,,42101.37,20.53,,10-31
600586,金晶科技,0.1,-43.38,,3.25,,13961.98,-43.87,,10-31
002638,勤上股份,0.0,-98.4,,0.03,,115.18,-98.41,,10-31
000561,烽火电子,0.01,-30.0,,0.28,,389.32,-45.26,,10-31
601003,柳钢股份,0.58,-54.41,,13.16,,148371.98,-54.41,,10-31
000606,顺利办,0.14,-65.39,,3.84,,10886.12,-65.41,,10-31
603259,药明康德,1.08,-44.33,,9.89,,176514.68,-8.46,,10-31
600242,中昌数据,0.06,-70.89,,1.34,,2830.6,-70.89,,10-31
600640,号百控股,0.11,-52.24,,2.07,,8825.92,-52.23,,10-31
000626,远大控股,0.12,203.18,,2.58,,6773.66,176.51,,10-31
601113,ST华鼎,0.22,-4.35,,4.29,,25936.53,9.53,,10-31
603980,吉华集团,0.72,-34.16,,9.04,,41036.14,-25.38,,10-31
600658,电子城,0.12,-55.56,,2.06,,13870.48,-54.34,,10-31
603322,超讯通信,-0.36,-427.27,,-10.41,,-4774.58,-534.21,,10-31
600678,四川金顶,0.08,-6.86,,34.79,,2891.37,-6.84,,10-31
002722,金轮股份,0.51,-8.93,,4.81,,8938.09,-8.24,,10-31
601228,广州港,0.12,2.59,,5.73,,73679.99,2.66,,10-31
601336,新华保险,4.17,68.83,25.58,17.41,9.0,1300300.0,68.83,,10-31
002106,莱宝高科,0.32,32.45,,5.83,,22849.93,32.45,,10-31
600713,南京医药,0.28,46.63,,7.78,,29434.49,49.05,,10-31
000717,韶钢松山,0.53,-53.23,,18.9,,128941.98,-53.23,,10-31
601555,东吴证券,0.31,416.67,,4.54,,92585.11,382.23,,10-31
688122,西部超导,0.27,12.5,,5.45,,11185.52,15.69,,10-31
600734,实达集团,-0.45,-324.2,,-11.3,,-27889.41,-324.07,,10-31
002465,海格通信,0.13,18.18,,3.68,,31107.43,21.62,,10-31
600751,海航科技,0.1,534.0,,2.04,,27584.4,532.42,,10-31
300797,钢研纳克,0.28,47.66,2.43,12.13,0.01,5178.25,47.64,,10-31
300494,盛天网络,0.15,-30.72,,3.63,,3622.41,-30.71,,10-31
000010,*ST美丽,0.05,-122.77,,9.9,,4366.3,-122.75,,10-31
600787,中储股份,0.12,261.5,,2.38,,26376.56,258.16,,10-31
000031,大悦城,0.62,24.0,,14.87,,243537.59,168.18,,10-31
000839,中信国安,0.02,1385.71,,0.89,,8147.06,1396.26,,10-31
600068,葛洲坝,0.58,13.67,,9.53,,319811.68,14.75,,10-31
002531,天顺风能,0.31,55.0,,10.01,,54583.76,52.66,,10-31
600500,中化国际,0.25,-32.43,,4.85,,55398.13,-28.32,,10-31
600860,京城股份,-0.15,50.0,,-14.69,,-6385.88,44.65,,10-31
000918,嘉凯城,-0.24,-20.0,,-13.59,,-43998.33,-18.41,,10-31
600644,乐山电力,0.31,20.6,,11.42,,16451.94,20.6,,10-31
000630,铜陵有色,0.07,4.76,,3.84,,69519.58,4.98,,10-31
601126,四方股份,0.15,-16.44,,3.01,,11828.14,-18.08,,10-31
002061,浙江交科,0.34,-54.12,,6.4,,46632.81,-52.08,,10-31
600663,陆家嘴,0.62,-3.27,,15.01,,249477.29,16.08,,10-31
002726,龙大肉食,0.2,17.65,,0.65,,15366.23,20.73,,10-31
600306,商业城,-0.44,-10.2,,,,-7781.16,-9.94,,10-31
600717,天津港,0.38,-2.56,,4.16,,67412.66,4.09,,10-31
002142,宁波银行,2.02,14.77,14.67,14.48,,1071191.8,20.04,,10-31
600363,联创光电,0.35,-11.69,,6.15,,15472.75,-11.69,,10-31
002159,三特索道,0.13,-88.7,,1.66,,1801.03,-88.66,,10-31
603567,珍宝岛,0.4,-9.32,,6.57,,33795.91,-9.32,,10-31
601857,中国石油,0.2,-22.43,,3.06,,3728200.0,-22.52,,10-31
603598,引力传媒,0.23,21.05,,10.26,,6118.31,20.22,,10-31
002829,星网宇达,0.03,-76.92,,0.62,,529.44,-73.42,,10-31
600425,青松建化,0.17,-48.78,,5.1,,23127.52,-48.85,,10-31
600458,时代新材,0.02,-81.82,,0.27,,1247.93,-85.44,,10-31
600822,上海物贸,0.1,18.49,,7.69,,4831.21,18.48,,10-31
000876,新希望,0.74,117.65,,13.49,,307159.26,111.73,,10-31
000897,*ST津滨,-0.02,-9.21,,-3.24,,-3349.69,-9.08,,10-31
600499,科达洁能,0.16,-19.5,,5.31,,24812.23,-21.48,,10-31
000917,电广传媒,0.05,-150.0,,0.66,,6828.35,-150.47,,10-31
000421,南京公用,0.15,-26.84,,3.39,,8711.08,-26.81,,10-31
000935,四川双马,0.73,12.31,,14.9,,56064.22,12.65,,10-31
600136,当代明诚,1.34,396.3,,17.62,,65228.99,401.26,,10-31
603098,森特股份,0.4,21.21,,10.0,,19351.31,22.84,,10-31
002288,超华科技,0.03,-37.07,,1.64,,2563.75,-37.0,,10-31
002610,爱康科技,0.01,-66.67,,0.94,,5588.06,-58.34,,10-31
002951,金时科技,0.29,-14.71,,9.13,,11240.95,-8.74,,10-31
001872,招商港口,1.38,95.87,,7.74,,247027.28,445.05,,10-31
603161,科华控股,0.55,-1.79,,5.79,,7289.94,0.28,,10-31
000566,海南海药,0.09,-44.18,,2.61,,12310.73,-46.24,,10-31
002658,雪迪龙,0.16,-30.43,,4.64,,9733.88,-30.24,,10-31
603225,新凤鸣,0.93,-46.24,,12.72,,110553.11,-24.06,,10-31
600650,锦江投资,0.38,0.26,,6.32,,21185.86,0.42,,10-31
601139,深圳燃气,0.32,10.34,3.85,8.36,0.63,91812.39,8.94,,10-31
600668,尖峰集团,1.79,25.89,,17.95,,61457.09,25.89,,10-31
601211,国泰君安,0.69,18.97,,5.19,,654618.58,18.76,,10-31
688010,福光股份,0.43,-14.0,,5.28,,5289.45,-8.12,,10-31
600705,中航资本,0.24,-4.0,,7.44,,210220.43,-4.46,,10-31
601390,中国中铁,0.61,9.07,,8.43,,1547753.1,18.65,,10-31
002115,三维通信,0.22,-30.91,,6.28,,15356.28,-8.17,,10-31
600329,中新药业,0.58,11.35,,8.77,,44506.49,11.01,,10-31
688099,晶晨股份,0.32,-34.7,,9.72,,13222.21,-27.44,,10-31
002131,利欧股份,0.05,0.0,,4.04,,30869.38,23.05,,10-31
603499,翔港科技,0.18,-53.54,,3.85,,2089.07,-45.17,,10-31
600738,兰州民百,0.26,-83.8,2.32,8.99,-0.05,20286.92,-83.8,10派3.0233,10-31
600369,西南证券,0.12,140.0,,3.55,,67194.84,126.26,,10-31
600756,浪潮软件,-0.18,-158.25,,-2.39,,-5741.2,-157.28,,10-31
600387,海越能源,0.98,58.06,,16.42,,46267.07,59.1,,10-31
002486,嘉麟杰,-0.02,-284.0,,-2.04,,-1912.68,-284.5,,10-31
601869,长飞光纤,0.86,-51.14,,7.76,,65323.15,-47.2,,10-31
600028,中国石化,0.36,-27.88,,5.93,,4328100.0,-27.84,,10-31
002502,鼎龙文化,-0.54,-1493.83,,-25.3,,-46621.34,-1494.34,,10-31
000016,深康佳A,0.19,4.82,,5.4,,45049.27,4.81,,10-31
601918,新集能源,0.75,114.29,,30.62,,193633.5,113.28,,10-31
000036,华联控股,0.41,-36.62,,11.89,,60852.01,-17.57,,10-31
600810,神马股份,0.67,-47.66,,11.34,,38361.36,-32.07,,10-31
000852,石化机械,0.04,-173.0,,1.93,,3465.73,-194.91,,10-31
601989,中国重工,0.05,-17.19,,1.44,,122194.28,-13.65,,10-31
600133,东湖高新,0.2,-15.3,,3.78,,16526.48,-11.57,,10-31
600532,宏达矿业,-0.3,233.33,,-8.82,,-15530.59,232.79,,10-31
002286,保龄宝,0.11,-8.33,,2.57,,4010.08,-8.5,,10-31
000526,紫光学大,0.67,-6.31,,56.0,,6398.75,-6.32,,10-31
002949,华阳国际,0.48,-15.79,,9.13,,8951.81,7.37,,10-31
000977,浪潮信息,0.4,39.07,,5.58,,51768.94,39.09,,10-31
603117,万林物流,0.1,-23.08,,2.95,,6651.95,-19.5,,10-31
