ts_code,symbol,name,area,industry,list_date,peTTM,pbMRQ,psTTM,pcfNcfTTM
000426.SZ,000426,兴业矿业,内蒙,铅锌,19960828,-11.473628,1.870125,7.916781,-174.818581
000428.SZ,000428,华天酒店,湖南,酒店餐饮,19960808,-6.929651,1.339582,2.774987,222.118773
000429.SZ,000429,粤高速A,广东,路桥,19980220,10.731214,1.408611,4.416904,24.417951
000430.SZ,000430,张家界,湖南,旅游景点,19960829,172.778049,1.220554,4.639039,-2027.641467
000488.SZ,000488,晨鸣纸业,山东,造纸,20001120,11.815245,0.761166,0.472843,-6.061666
000498.SZ,000498,山东路桥,山东,建筑工程,19970609,8.713326,1.060556,0.244335,-87.836878
000501.SZ,000501,鄂武商A,湖北,百货,19921120,7.567368,0.907972,0.465277,-12.622476
000502.SZ,000502,绿景控股,广东,医疗保健,19921123,40.533387,6.664344,84.432184,-24.154028
000503.SZ,000503,国新健康,海南,医疗保健,19921130,-55.461047,11.540023,119.413185,-53.887419
000504.SZ,000504,*ST生物,湖南,环境保护,19921208,-65.855575,-69.784962,16.366742,-248.053112
000505.SZ,000505,京粮控股,海南,食品,19921221,26.969579,1.727517,0.583789,-18.766612
000506.SZ,000506,中润资源,山东,黄金,19930312,142.173117,2.302182,5.296774,111.943928
000507.SZ,000507,珠海港,广东,港口,19930326,27.266772,0.888059,1.456574,7.275669
000509.SZ,000509,华塑控股,四川,其他建材,19930507,-43.848381,37.711302,24.776916,165.397409
000510.SZ,000510,新金路,四川,化工原料,19930507,38.349989,2.439159,1.100632,-64.844730
000513.SZ,000513,丽珠集团,广东,化学制药,19931028,27.375241,2.979209,3.473761,51.161512
000514.SZ,000514,渝开发,重庆,区域地产,19930712,135.988214,1.115108,9.559796,5.293763
000516.SZ,000516,国际医学,陕西,医疗保健,19930809,-126.708049,1.609018,9.592535,-7.613737
000517.SZ,000517,荣安地产,浙江,区域地产,19930806,9.534802,1.476523,1.948312,2.976926
000518.SZ,000518,四环生物,江苏,生物制药,19930908,-470.484922,8.169820,12.435295,-9081.598444
000519.SZ,000519,中兵红箭,湖南,矿物制品,19931008,25.666653,1.171796,1.804341,30.011137
000520.SZ,000520,长航凤凰,湖北,水运,19931025,124.157819,9.439913,4.780554,-59.804777
000521.SZ,000521,长虹美菱,安徽,家用电器,19931018,60.999244,0.652322,0.189788,17.190000
000523.SZ,000523,广州浪奇,广东,日用化工,19931108,113.463268,1.995904,0.310846,43.503115
000524.SZ,000524,岭南控股,广东,酒店餐饮,19931118,14.579666,1.547928,0.514408,3.645187
000525.SZ,000525,红太阳,江苏,农药化肥,19931028,12.921304,0.980504,0.825024,-12.303611
000526.SZ,000526,紫光学大,福建,文教休闲,19931101,494.588351,29.540657,1.432287,-23.316728
000528.SZ,000528,柳工,广西,工程机械,19931118,9.548188,0.901223,0.484970,7.332679
000529.SZ,000529,广弘控股,广东,食品,19931118,17.305462,2.237586,1.267946,59.695915
000530.SZ,000530,大冷股份,辽宁,机械基件,19931208,22.121605,0.916045,1.639789,-55.112437
000531.SZ,000531,穗恒运A,广东,火力发电,19940106,11.342420,0.998481,1.335593,-9.264651
000532.SZ,000532,华金资本,广东,多元金融,19940103,58.284674,4.287246,6.810372,408.820476
000533.SZ,000533,顺钠股份,广东,电气设备,19940103,-1.901549,2.954718,1.283464,-38.313573
000534.SZ,000534,万泽股份,广东,生物制药,19940110,62.625058,4.669554,8.065943,-32.982977
000536.SZ,000536,华映科技,福建,元器件,19931126,-0.949832,0.953824,2.801339,-1.820336
000537.SZ,000537,广宇发展,天津,区域地产,19931210,3.847006,0.936886,0.525857,41.940356
000538.SZ,000538,云南白药,云南,中成药,19931215,27.437203,2.604969,3.434618,6.977824
000539.SZ,000539,粤电力A,广东,火力发电,19931126,20.592416,0.712195,0.643778,-62.956545
000540.SZ,000540,中天金融,贵州,多元金融,19940202,15.360410,1.254317,0.944136,-1.407270
000541.SZ,000541,佛山照明,广东,家用电器,19931123,22.071840,1.437065,1.870568,20.655371
000543.SZ,000543,皖能电力,安徽,火力发电,19931220,9.177165,0.664642,0.560554,-29.020750
000544.SZ,000544,中原环保,河南,环境保护,19931208,14.114361,0.977117,3.992446,4.748756
000545.SZ,000545,金浦钛业,吉林,化工原料,19931215,36.949215,1.288212,1.452703,60.731703
000546.SZ,000546,金圆股份,吉林,水泥,19931215,14.848381,1.492720,0.762998,86.578923
000547.SZ,000547,航天发展,福建,通信设备,19931130,41.406032,2.973545,5.232058,-40.220616
000548.SZ,000548,湖南投资,湖南,路桥,19931220,33.618374,1.085587,5.803226,-40.384430
000550.SZ,000550,江铃汽车,江西,汽车整车,19931201,65.640986,0.923378,0.332579,4.962094
000551.SZ,000551,创元科技,江苏,专用机械,19940106,34.711520,1.811143,0.988376,59.019090
000552.SZ,000552,靖远煤电,甘肃,煤炭开采,19940106,10.758067,0.655258,1.271528,-124.979405
000553.SZ,000553,安道麦A,湖北,农药化肥,19931203,42.781529,1.081987,0.967515,-12.542195
000554.SZ,000554,泰山石油,山东,石油贸易,19931215,909.188166,2.329184,0.696321,-37.796670
000555.SZ,000555,神州信息,深圳,软件服务,19940408,-245.533383,3.115770,1.717747,97.797197
000557.SZ,000557,西部创业,宁夏,铁路,19940617,51.933599,0.797107,4.786367,10.065425
000558.SZ,000558,莱茵体育,浙江,文教休闲,19940509,-23.792251,2.777876,25.730888,-17.106872
000559.SZ,000559,万向钱潮,浙江,汽车配件,19940110,24.261033,2.667066,1.297849,860.707663
000560.SZ,000560,我爱我家,云南,房产服务,19940202,10.033552,0.781400,0.704447,-31.263975
000561.SZ,000561,烽火电子,陕西,通信设备,19940509,47.482948,2.868817,3.265667,415.355221
000563.SZ,000563,陕国投A,陕西,多元金融,19940110,25.728379,1.297080,8.488750,-100.483513
000564.SZ,000564,供销大集,陕西,百货,19940110,-124.441422,0.386346,1.743510,1.964564
000565.SZ,000565,渝三峡A,重庆,染料涂料,19940408,30.261413,1.732543,4.152321,264.342765
000566.SZ,000566,海南海药,海南,化学制药,19940525,749.829124,2.143190,4.350406,-7.288710
000567.SZ,000567,海德股份,海南,多元金融,19940525,30.024977,1.387858,15.322365,-12.618759
000568.SZ,000568,泸州老窖,四川,白酒,19940509,21.544974,5.258528,6.391609,49.730587
000570.SZ,000570,苏常柴A,江苏,机械基件,19940701,39.291932,1.109090,1.103975,13.631948
000571.SZ,000571,*ST大洲,海南,综合类,19940525,-2.212012,1.734462,1.598542,179.566763
000572.SZ,000572,*ST海马,海南,汽车整车,19940808,-2.512814,0.732320,0.743438,31.539625
000573.SZ,000573,粤宏远A,广东,区域地产,19940815,7.147131,0.943104,1.217148,15.873895
000576.SZ,000576,广东甘化,广东,造纸,19940907,11.780039,2.352895,5.320237,43.771997
000581.SZ,000581,威孚高科,江苏,汽车配件,19980924,8.760925,1.101230,2.213632,49.586755
000582.SZ,000582,北部湾港,广西,港口,19951102,16.595782,1.495714,3.148417,10.160742
000584.SZ,000584,哈工智能,江苏,专用机械,19951128,48.231338,1.942597,1.886201,-9.266489
000585.SZ,000585,ST东电,海南,电气设备,19951213,-1913.584203,106.434913,16.769860,692.648269
000586.SZ,000586,汇源通信,四川,通信设备,19951220,454.940883,9.705307,5.179363,73.550373
000587.SZ,000587,金洲慈航,黑龙江,批发业,19960425,-0.674566,0.733517,2.517278,-9.734545
000589.SZ,000589,贵州轮胎,贵州,汽车配件,19960308,19.566067,0.848849,0.463043,209.879716
000590.SZ,000590,启迪古汉,湖南,中成药,19960119,-270.559087,4.367865,9.615016,30.952257
000591.SZ,000591,太阳能,重庆,新型电力,19960208,10.197226,0.740510,1.718106,27.581667
000592.SZ,000592,平潭发展,福建,林业,19960327,-192.227047,1.374361,4.848766,75.741498
000593.SZ,000593,大通燃气,四川,供气供热,19960312,-9.566633,1.821079,2.133277,-26.287105
000595.SZ,000595,宝塔实业,宁夏,机械基件,19960419,-11.969413,3.943014,6.045228,80.478145
000596.SZ,000596,古井贡酒,安徽,白酒,19960927,22.973636,5.834544,4.948019,55.590560
000597.SZ,000597,东北制药,辽宁,化学制药,19960523,33.244226,1.906742,0.900097,-29.587841
000598.SZ,000598,兴蓉环境,四川,水务,19960529,13.087937,1.275121,2.925714,74.207073
000599.SZ,000599,青岛双星,山东,汽车配件,19960430,1203.651160,0.839787,0.777702,21.885009
000600.SZ,000600,建投能源,河北,火力发电,19960606,12.926374,0.703064,0.569454,66.624011
000601.SZ,000601,韶能股份,广东,水力发电,19960830,15.033989,1.593441,1.842180,190.704982
000603.SZ,000603,盛达资源,北京,铅锌,19960823,17.647877,3.516116,2.728302,-150.686886
000605.SZ,000605,渤海股份,北京,水务,19960913,37.259333,0.972713,1.276891,-38.836672
000606.SZ,000606,顺利办,青海,互联网,19961004,-28.173041,1.093418,2.234140,-186.500636
000607.SZ,000607,华媒控股,浙江,广告包装,19960830,35.465391,2.376382,2.224003,36.744057
000608.SZ,000608,阳光股份,广西,区域地产,19960919,-140.800050,1.298576,16.404799,-19.466377
000609.SZ,000609,中迪投资,北京,区域地产,19961010,-10.218413,0.947592,42.139478,26.612206
000610.SZ,000610,西安旅游,陕西,旅游服务,19960926,22.609672,2.664038,2.524070,14.665028
000611.SZ,000611,*ST天首,内蒙,纺织,19961008,-10.588211,3.057518,36.437074,105.278967
000612.SZ,000612,焦作万方,河南,铝,19960926,-15.575135,0.994059,0.857320,-27.473808
000613.SZ,000613,大东海A,海南,旅游服务,19970128,3127.504802,30.153553,91.251706,-298.013626
000615.SZ,000615,京汉股份,湖北,全国地产,19961016,31.338125,1.916336,1.135452,-5.676734
000616.SZ,000616,海航投资,辽宁,全国地产,19961108,208.906663,0.748728,12.495092,-1.951675
000617.SZ,000617,中油资本,新疆,多元金融,19961022,11.239523,1.026666,2.547324,-8.364770
000619.SZ,000619,海螺型材,安徽,其他建材,19961023,153.306082,0.720090,0.492048,15.154537
000620.SZ,000620,新华联,北京,全国地产,19961029,5.106026,0.730675,0.396026,-7.522721
000622.SZ,000622,恒立实业,湖南,汽车配件,19961107,101.909585,8.587056,4.627420,-24.651038
000623.SZ,000623,吉林敖东,吉林,化学制药,19961028,14.821505,0.824909,5.408148,-139.346151
000625.SZ,000625,长安汽车,重庆,汽车整车,19970610,-14.665212,1.058241,0.748926,-8.549842
000626.SZ,000626,远大控股,江苏,商贸代理,19961128,42.816567,1.464965,0.057125,17.115637
000627.SZ,000627,天茂集团,湖北,保险,19961112,21.981898,1.438773,0.594379,3.340472
000628.SZ,000628,高新发展,四川,园区开发,19961118,26.214531,2.707359,0.827886,-9.901567
000629.SZ,000629,攀钢钒钛,四川,小金属,19961115,7.704602,1.999433,1.270421,9.565221
000630.SZ,000630,铜陵有色,安徽,铜,19961120,27.969941,1.142250,0.222943,-28.627305
000631.SZ,000631,顺发恒业,吉林,区域地产,19961122,8.650706,0.944080,2.656068,-1.812344
000632.SZ,000632,三木集团,福建,综合类,19961121,54.706048,1.570911,0.334744,-4.923817
000633.SZ,000633,合金投资,新疆,综合类,19961112,227.585003,8.524334,11.350679,-54.622090
000635.SZ,000635,英力特,宁夏,化工原料,19961120,919.702461,0.811692,1.044055,-8.188855
000636.SZ,000636,风华高科,广东,元器件,19961129,33.817641,2.944340,4.722273,130.765417
000637.SZ,000637,茂化实华,广东,石油加工,19961114,20.736755,2.335926,0.505503,-15.453765
000638.SZ,000638,万方发展,吉林,软件服务,19961126,-9.789361,9.730185,9.267268,974.693921
000639.SZ,000639,西王食品,山东,食品,19961126,10.465078,1.042892,0.850386,-7.647644
000650.SZ,000650,仁和药业,江西,中成药,19961210,14.008731,2.091466,1.677288,17.464416
000651.SZ,000651,格力电器,广东,家用电器,19961118,10.885079,2.937666,1.432828,37.174228
000652.SZ,000652,泰达股份,天津,批发业,19961128,39.584841,2.957361,0.692287,-36.287140
000655.SZ,000655,金岭矿业,山东,普钢,19961128,16.306467,1.136277,2.192552,6.610030
000656.SZ,000656,金科股份,重庆,区域地产,19961128,6.651329,1.535175,0.557030,41.171258
000657.SZ,000657,中钨高新,海南,小金属,19961205,34.335101,1.425602,0.584004,-122.546801
000659.SZ,000659,珠海中富,广东,广告包装,19961203,-251.640738,4.092147,1.827143,-135.395954
000661.SZ,000661,长春高新,吉林,生物制药,19961218,66.108540,14.517515,13.940432,86.840502
000662.SZ,000662,天夏智慧,广西,软件服务,19961216,42.360960,0.631495,3.841001,-9.420212
000663.SZ,000663,永安林业,福建,林业,19961206,-1.048028,1.759287,1.834896,-26.441042
000665.SZ,000665,湖北广电,湖北,影视音像,19961210,41.835411,0.816637,1.970300,-98.578307
000666.SZ,000666,经纬纺机,北京,多元金融,19961210,10.835924,0.780612,0.644985,-18.480279
000667.SZ,000667,美好置业,云南,全国地产,19961205,214.082026,0.983573,1.836384,-3.531320
000668.SZ,000668,荣丰控股,上海,区域地产,19961210,23.186660,1.674201,3.368666,-13.549352
000669.SZ,000669,金鸿控股,吉林,供气供热,19961210,-0.805209,0.706533,0.383340,39.582831
000670.SZ,000670,*ST盈方,湖北,元器件,19961217,-8.914563,-77.231566,444.933601,-80.863168
000671.SZ,000671,阳光城,福建,区域地产,19961218,6.456416,1.310960,0.422284,2.500651
000672.SZ,000672,上峰水泥,甘肃,水泥,19961218,7.776376,3.541560,2.602637,233.047365
000673.SZ,000673,当代东方,山西,影视音像,19970124,-1.395956,4.385982,4.514008,-433.652769
000676.SZ,000676,智度股份,河南,互联网,19961224,18.191454,1.572183,1.018194,-19.701381
000677.SZ,000677,恒天海龙,山东,化纤,19961226,1041.254890,9.896282,3.451860,34.996578
000678.SZ,000678,襄阳轴承,湖北,机械基件,19970106,-39.704559,2.227933,2.019165,-178.834623
000679.SZ,000679,大连友谊,辽宁,百货,19970124,-3.195911,1.601872,1.497950,-4.858961
000680.SZ,000680,山推股份,山东,工程机械,19970122,47.341234,1.181928,0.613438,73.964991
000681.SZ,000681,视觉中国,江苏,互联网,19970121,35.502298,3.639011,12.860243,129.526478
000682.SZ,000682,东方电子,山东,软件服务,19970121,29.870970,2.409928,2.299162,14.876584
000683.SZ,000683,远兴能源,内蒙,化工原料,19970131,7.569703,0.769312,0.979363,17.670974
000685.SZ,000685,中山公用,广东,水务,19970123,13.076480,0.851070,5.328049,25.051280
000686.SZ,000686,东北证券,吉林,证券,19970227,19.321424,1.253169,2.503587,5.504009
000687.SZ,000687,华讯方舟,河北,通信设备,19970221,-4.406730,3.463415,5.900091,-8.797451
000688.SZ,000688,国城矿业,重庆,铅锌,19970120,64.444652,8.542074,16.354020,-57.626356
000690.SZ,000690,宝新能源,广东,火力发电,19970128,35.061308,1.247577,2.338993,-10.716837
000691.SZ,000691,亚太实业,甘肃,区域地产,19970228,-179.939950,16.188944,41.608647,18439.618863
000692.SZ,000692,惠天热电,辽宁,供气供热,19970227,191.924020,1.259459,0.734716,-7.130979
000695.SZ,000695,滨海能源,天津,广告包装,19970218,263.003617,4.438289,3.215780,-7.977248
000697.SZ,000697,炼石航空,陕西,航空,19970325,36.939135,2.073298,3.089189,-20.492969
000698.SZ,000698,沈阳化工,辽宁,化工原料,19970220,-25.605520,0.663933,0.264201,-19.190080
000700.SZ,000700,模塑科技,江苏,汽车配件,19970228,87.730074,3.674905,1.533140,38.785660
000701.SZ,000701,厦门信达,福建,综合类,19970226,-7.872093,0.686224,0.022186,-1.164474
000702.SZ,000702,正虹科技,湖南,饲料,19970318,132.109732,2.454989,1.039595,-16.890568
000703.SZ,000703,恒逸石化,广西,化纤,19970328,19.026297,1.483186,0.409097,-9.085769
000705.SZ,000705,浙江震元,浙江,医药商业,19970410,29.253271,1.598588,0.747718,30.889020
000707.SZ,000707,ST双环,湖北,化工原料,19970415,189.484736,7.839653,0.462278,-23.680675
000708.SZ,000708,中信特钢,湖北,特种钢,19970326,13.873165,2.960072,1.029022,-26.086752
000709.SZ,000709,河钢股份,河北,普钢,19970416,11.094761,0.474155,0.181460,-8.129876
000710.SZ,000710,贝瑞基因,四川,医疗保健,19970422,37.232056,5.822713,8.041005,-237.783091
000711.SZ,000711,京蓝科技,黑龙江,软件服务,19970411,-229.365025,0.727523,1.723209,-23.105500
000712.SZ,000712,锦龙股份,广东,证券,19970415,159.198706,3.361707,7.395571,5.618187
000713.SZ,000713,丰乐种业,安徽,种植业,19970422,45.230490,2.309242,1.475693,312.688509
000715.SZ,000715,中兴商业,辽宁,百货,19970508,15.380291,1.561998,0.844251,29.470743
000716.SZ,000716,黑芝麻,广西,食品,19970418,69.488063,1.006934,0.591961,-89.364454
000717.SZ,000717,韶钢松山,广东,普钢,19970508,4.815928,1.185955,0.301279,11.420765
000718.SZ,000718,苏宁环球,吉林,区域地产,19970408,7.318660,1.172486,2.459489,-7.993455
000719.SZ,000719,中原传媒,河南,出版业,19970331,8.395123,0.864187,0.727861,-5.120897
000720.SZ,000720,新能泰山,山东,区域地产,19970509,8.033209,2.966551,1.826520,-15.807045
000721.SZ,000721,西安饮食,陕西,酒店餐饮,19970430,-264.044887,4.134653,5.143957,-18.559227
000722.SZ,000722,湖南发展,湖南,水力发电,19970522,16.717201,0.880068,8.994366,-7.634737
000723.SZ,000723,美锦能源,山西,焦炭加工,19970515,19.112340,3.438749,1.782204,-278.162104
000725.SZ,000725,京东方A,北京,元器件,20010112,71.847002,1.580237,1.209402,-34.034343
000726.SZ,000726,鲁泰A,山东,纺织,20001225,8.871331,0.980510,1.081166,-41.598460
000727.SZ,000727,华东科技,江苏,元器件,19970520,-6.329598,0.957564,1.325719,2201.773570
000728.SZ,000728,国元证券,安徽,证券,19970616,30.496707,1.123036,8.467825,7.536112
000729.SZ,000729,燕京啤酒,北京,啤酒,19970716,75.252127,1.156300,1.364950,36.680340
000731.SZ,000731,四川美丰,四川,农药化肥,19970617,23.463579,0.937617,0.886871,-26.010237
000732.SZ,000732,泰禾集团,福建,区域地产,19970704,3.766472,0.553027,0.373391,-5.261754
000733.SZ,000733,振华科技,贵州,元器件,19970703,34.821255,1.937708,2.578781,76.417434
000735.SZ,000735,罗牛山,海南,农业综合,19970611,-274.583022,2.970502,12.238534,-1440.150616
000736.SZ,000736,中交地产,重庆,全国地产,19970425,9.195075,1.685603,0.475915,-7.031015
000737.SZ,000737,ST南风,山西,日用化工,19970428,3.362795,3.795784,1.179722,-2.980164
000738.SZ,000738,航发控制,江苏,航空,19970626,55.940282,2.793754,5.263735,-40.290844
000739.SZ,000739,普洛药业,浙江,化学制药,19970509,39.844858,5.851978,3.057975,101.917633
000750.SZ,000750,国海证券,广西,证券,19970709,47.494774,1.674153,6.604712,28.456813
000751.SZ,000751,锌业股份,辽宁,铅锌,19970626,28.585971,1.490200,0.467515,54.719168
000752.SZ,000752,*ST西发,西藏,啤酒,19970625,-2.281880,3.324538,3.603589,-7.810259
000753.SZ,000753,漳州发展,福建,汽车服务,19970626,31.903349,1.139892,0.848373,28.237292
