ts_code,symbol,name,area,industry,list_date,peTTM,pbMRQ,psTTM,pcfNcfTTM
000001.SZ,000001,平安银行,深圳,银行,19910403,8.858101,0.914733,1.810364,14.472630
000002.SZ,000002,万科A,深圳,全国地产,19910129,7.704932,1.592626,0.814112,-18.802007
000004.SZ,000004,国农科技,深圳,生物制药,19910114,-200.428288,55.751907,25.293407,-57.403394
000005.SZ,000005,世纪星源,深圳,环境保护,19901210,16.317686,1.983815,4.532165,289.754870
000006.SZ,000006,深振业A,深圳,区域地产,19920427,7.750113,0.978739,1.676915,3.805431
000007.SZ,000007,全新好,深圳,酒店餐饮,19920413,-14.624412,15.870720,69.782296,930.003355
000008.SZ,000008,神州高铁,北京,运输设备,19920507,26.066022,1.265736,3.216845,-226.135048
000009.SZ,000009,中国宝安,深圳,综合类,19910625,52.668738,3.087035,1.199122,23.575346
000010.SZ,000010,*ST美丽,深圳,建筑工程,19951027,-5.968627,6.706467,2.383854,-969.942300
000011.SZ,000011,深物业A,深圳,区域地产,19920330,6.252708,1.624391,1.290744,-8.584279
000012.SZ,000012,南玻A,深圳,玻璃,19920228,28.012227,1.549731,1.461905,-11.399121
000014.SZ,000014,沙河股份,深圳,全国地产,19920602,12.451583,1.917972,6.280782,-49.594222
000016.SZ,000016,深康佳A,深圳,家用电器,19920327,49.725628,2.576991,0.370030,9.595542
000017.SZ,000017,深中华A,深圳,文教休闲,19920331,-860.263883,144.019344,25.705257,-197.428884
000019.SZ,000019,深粮控股,深圳,其他商业,19921012,21.873656,1.731427,0.692337,14581.188392
000020.SZ,000020,深华发A,深圳,元器件,19920428,434.311740,8.191783,3.852234,230.256736
000021.SZ,000021,深科技,深圳,IT设备,19940202,75.829064,4.244178,2.026026,-44.903181
000023.SZ,000023,深天地A,深圳,其他建材,19930429,29.686278,4.344680,1.101295,28.643634
000025.SZ,000025,特力A,深圳,汽车服务,19930621,69.531095,7.183978,14.572764,143.772624
000026.SZ,000026,飞亚达,深圳,其他商业,19930603,18.239134,1.483497,1.063113,25.827903
000027.SZ,000027,深圳能源,深圳,火力发电,19930903,11.983980,0.900092,0.983404,25.896814
000028.SZ,000028,国药一致,深圳,医药商业,19930809,13.601979,1.388724,0.332247,21.952067
000029.SZ,000029,深深房A,深圳,区域地产,19930915,20.088449,3.026531,4.354273,30.942072
000030.SZ,000030,富奥股份,吉林,汽车配件,19930929,12.212241,1.599368,1.134203,-27.527045
000031.SZ,000031,大悦城,深圳,全国地产,19931008,10.812907,1.359175,1.011432,3.346930
000032.SZ,000032,深桑达A,深圳,元器件,19931028,58.808069,4.593560,4.514483,-153.812960
000034.SZ,000034,神州数码,深圳,综合类,19940509,28.769094,4.651242,0.213283,96.314752
000035.SZ,000035,中国天楹,江苏,环境保护,19940408,27.671509,1.226650,0.899821,6.041771
000036.SZ,000036,华联控股,深圳,全国地产,19940617,6.261711,1.108552,1.825921,3.465140
000037.SZ,000037,深南电A,深圳,火力发电,19940701,285.877621,3.554385,5.822636,-49.618697
000038.SZ,000038,深大通,深圳,广告包装,19940808,-1.723239,1.808684,2.424376,-10.947374
000039.SZ,000039,中集集团,深圳,轻工机械,19940408,16.203250,0.808925,0.312072,-8.756201
000040.SZ,000040,东旭蓝天,深圳,新型电力,19940808,-24.897167,0.367143,0.543261,13.353790
000042.SZ,000042,中洲控股,深圳,全国地产,19940921,10.232824,0.827445,1.350027,-7.885719
000045.SZ,000045,深纺织A,深圳,元器件,19940815,184.014874,1.327606,1.677982,-4.186935
000046.SZ,000046,泛海控股,北京,多元金融,19940912,13.124605,0.921371,1.670935,-5.091540
000048.SZ,000048,康达尔,深圳,饲料,19941101,10.956374,6.534171,2.208791,-11.655741
000049.SZ,000049,德赛电池,深圳,电气设备,19950320,15.994302,3.617320,0.411715,-85.681676
000050.SZ,000050,深天马A,深圳,元器件,19950315,34.844750,1.082067,0.954331,-62.133683
000055.SZ,000055,方大集团,深圳,其他建材,19960415,2.326949,0.958488,1.647699,-14.872592
000056.SZ,000056,皇庭国际,深圳,房产服务,19960708,50.304629,0.756487,4.182739,-114.039873
000058.SZ,000058,深赛格,深圳,元器件,19961226,181422.297751,4.118847,6.223153,-48.030625
000059.SZ,000059,华锦股份,辽宁,石油加工,19970130,9.723730,0.651840,0.227528,-11.915868
000060.SZ,000060,中金岭南,深圳,铅锌,19970123,15.206994,1.185029,0.567397,220.806028
000061.SZ,000061,农产品,深圳,农业综合,19970110,69.812463,2.208506,4.111319,-398.516619
000062.SZ,000062,深圳华强,深圳,批发业,19970130,19.575138,2.550325,0.964188,-42.638370
000063.SZ,000063,中兴通讯,深圳,通信设备,19971118,46.969269,7.449685,2.273368,11.855659
000065.SZ,000065,北方国际,北京,建筑工程,19980605,8.947920,1.247827,0.570561,-6.014626
000066.SZ,000066,中国长城,深圳,IT设备,19970626,39.460251,6.026604,3.463659,78.094543
000068.SZ,000068,华控赛格,深圳,环境保护,19970611,-20.740567,7.187758,19.170515,27.338797
000069.SZ,000069,华侨城A,深圳,旅游景点,19970910,4.652051,0.857985,1.000510,49.439904
000070.SZ,000070,特发信息,深圳,通信设备,20000511,40.577377,3.146152,1.771984,55.445990
000078.SZ,000078,海王生物,深圳,医药商业,19981218,38.383507,2.096788,0.324068,139.623389
000088.SZ,000088,盐田港,深圳,港口,19970728,24.445393,1.279728,15.282971,-307.328741
000089.SZ,000089,深圳机场,深圳,机场,19980420,28.111384,1.345482,4.292246,129.137908
000090.SZ,000090,天健集团,深圳,建筑工程,19990721,10.299310,1.269609,0.758254,2.162846
000096.SZ,000096,广聚能源,深圳,石油贸易,20000724,46.628017,2.128113,3.397620,227.478590
000099.SZ,000099,中信海直,深圳,空运,20000731,18.314399,1.184332,2.471068,21.378634
000100.SZ,000100,TCL科技,广东,元器件,20040130,18.033457,2.109199,0.712180,15.008232
000150.SZ,000150,宜华健康,广东,医疗保健,20000807,-176.541401,1.876785,2.361741,584.622690
000151.SZ,000151,中成股份,北京,商贸代理,20000906,277.338143,2.559972,2.050552,-13.814001
000153.SZ,000153,丰原药业,安徽,化学制药,20000920,26.614873,1.607349,0.669068,-238.267113
000155.SZ,000155,川能动力,四川,新型电力,20000926,9.618597,1.470541,1.940761,-39.287812
000156.SZ,000156,华数传媒,浙江,影视音像,20000906,21.214256,1.302976,3.993673,-51.409791
000157.SZ,000157,中联重科,湖南,工程机械,20001012,10.768373,1.194121,1.146544,20.089717
000158.SZ,000158,常山北明,河北,软件服务,20000724,87.528443,2.776675,1.549827,57.064308
000159.SZ,000159,国际实业,新疆,石油贸易,20000926,110.400882,1.124480,6.050252,-331.960037
000166.SZ,000166,申万宏源,新疆,证券,20150126,20.191499,1.379609,5.067872,10.926389
000301.SZ,000301,东方盛虹,江苏,化纤,20000529,15.319645,1.427135,0.952891,8.515690
000333.SZ,000333,美的集团,广东,家用电器,20130918,14.619907,3.518991,1.251714,23.729011
000338.SZ,000338,潍柴动力,山东,汽车配件,20070430,10.535510,2.386984,0.610001,26.527075
000400.SZ,000400,许继电气,河南,电气设备,19970418,43.748868,1.705551,1.462283,140.455973
000401.SZ,000401,冀东水泥,河北,水泥,19960614,10.044345,2.193191,0.786090,-6.642040
000402.SZ,000402,金融街,北京,全国地产,19960626,5.582995,0.620060,0.751307,-35.214135
000403.SZ,000403,双林生物,山西,生物制药,19960628,62.227042,13.307252,11.120789,392.936532
000404.SZ,000404,长虹华意,江西,专用机械,19960619,35.459642,0.769702,0.275420,0.894010
000407.SZ,000407,胜利股份,山东,供气供热,19960703,24.836543,1.319819,0.576281,23.818258
000408.SZ,000408,藏格控股,青海,农药化肥,19960628,25.446494,1.464340,5.694434,-17.603524
000409.SZ,000409,ST地矿,山东,综合类,19960627,-7.846209,2.967670,0.565805,10.063967
000410.SZ,000410,*ST沈机,辽宁,机床制造,19960718,-2.737550,-3.322443,4.946043,47.693286
000411.SZ,000411,英特集团,浙江,医药商业,19960716,20.068361,1.917453,0.121301,34.056717
000413.SZ,000413,东旭光电,河北,元器件,19960925,9.447704,0.562998,0.796872,-3.980823
000415.SZ,000415,渤海租赁,新疆,多元金融,19960716,9.606951,0.481121,0.484262,-9.258622
000416.SZ,000416,民生控股,山东,多元金融,19960719,87.092130,2.799275,29.952757,402.125857
000417.SZ,000417,合肥百货,安徽,百货,19960812,17.504035,0.931689,0.334072,-5.320376
000419.SZ,000419,通程控股,湖南,百货,19960816,13.521569,0.812164,0.620080,51.413870
000420.SZ,000420,吉林化纤,吉林,化纤,19960802,52.605052,1.510363,1.765798,-14.781933
000421.SZ,000421,南京公用,江苏,供气供热,19960806,21.560300,0.927409,0.649012,-3.799895
000422.SZ,000422,ST宜化,湖北,农药化肥,19960815,48.925853,18.285064,0.174023,-14.366525
000423.SZ,000423,东阿阿胶,山东,中成药,19960729,16.407328,1.649849,3.031466,722.920651
000425.SZ,000425,徐工机械,江苏,工程机械,19960828,11.427349,1.459745,0.758904,10.596568
000426.SZ,000426,兴业矿业,内蒙,铅锌,19960828,-11.845155,1.930681,8.173134,-180.479373
000428.SZ,000428,华天酒店,湖南,酒店餐饮,19960808,-7.153911,1.382935,2.864792,229.307083
000429.SZ,000429,粤高速A,广东,路桥,19980220,11.229568,1.474026,4.622023,25.551911
000430.SZ,000430,张家界,湖南,旅游景点,19960829,181.964612,1.285451,4.885695,-2135.450625
000488.SZ,000488,晨鸣纸业,山东,造纸,20001120,12.159636,0.783352,0.486625,-6.238351
000498.SZ,000498,山东路桥,山东,建筑工程,19970609,9.077828,1.104922,0.254557,-91.511329
000501.SZ,000501,鄂武商A,湖北,百货,19921120,7.921646,0.950480,0.487060,-13.213416
000502.SZ,000502,绿景控股,广东,医疗保健,19921123,40.203847,6.610162,83.745743,-23.957653
000503.SZ,000503,国新健康,海南,医疗保健,19921130,-56.560495,11.768790,121.780407,-54.955672
000504.SZ,000504,*ST生物,湖南,环境保护,19921208,-67.979949,-72.036089,16.894701,-256.054825
000505.SZ,000505,京粮控股,海南,食品,19921221,27.241999,1.744967,0.589686,-18.956174
000506.SZ,000506,中润资源,山东,黄金,19930312,162.562284,2.632339,6.056389,127.997902
000507.SZ,000507,珠海港,广东,港口,19930326,28.079897,0.914541,1.500011,7.492637
000509.SZ,000509,华塑控股,四川,其他建材,19930507,-46.296768,39.817009,26.160398,174.632798
000510.SZ,000510,新金路,四川,化工原料,19930507,40.306621,2.563606,1.156787,-68.153134
000513.SZ,000513,丽珠集团,广东,化学制药,19931028,29.077288,3.164440,3.689741,54.342462
000514.SZ,000514,渝开发,重庆,区域地产,19930712,145.236782,1.190947,10.209959,5.653792
000516.SZ,000516,国际医学,陕西,医疗保健,19930809,-127.870508,1.623779,9.680540,-7.683588
000517.SZ,000517,荣安地产,浙江,区域地产,19930806,10.357412,1.603909,2.116402,3.233759
000518.SZ,000518,四环生物,江苏,生物制药,19930908,-477.303544,8.288223,12.615516,-9213.215813
000519.SZ,000519,中兵红箭,湖南,矿物制品,19931008,26.910411,1.228579,1.891776,31.465421
000520.SZ,000520,长航凤凰,湖北,水运,19931025,126.450972,9.614265,4.868849,-60.909351
000521.SZ,000521,长虹美菱,安徽,家用电器,19931018,64.107486,0.685561,0.199459,18.065923
000523.SZ,000523,广州浪奇,广东,日用化工,19931108,117.848322,2.073040,0.322859,45.184394
000524.SZ,000524,岭南控股,广东,酒店餐饮,19931118,15.176215,1.611263,0.535456,3.794336
000525.SZ,000525,红太阳,江苏,农药化肥,19931028,13.758503,1.044033,0.878479,-13.100788
000526.SZ,000526,紫光学大,福建,文教休闲,19931101,483.114792,28.855367,1.399060,-22.775822
000528.SZ,000528,柳工,广西,工程机械,19931118,9.887542,0.933253,0.502206,7.593291
000529.SZ,000529,广弘控股,广东,食品,19931118,18.434693,2.383595,1.350683,63.591244
000530.SZ,000530,冰山冷热,辽宁,机械基件,19931208,23.373771,0.967897,1.732607,-58.232009
000531.SZ,000531,穗恒运A,广东,火力发电,19940106,11.864132,1.044408,1.397025,-9.690793
000532.SZ,000532,华金资本,广东,多元金融,19940103,50.960516,4.251401,8.343031,-52.951666
000533.SZ,000533,顺钠股份,广东,电气设备,19940103,-2.033195,3.159275,1.372319,-40.966051
000534.SZ,000534,万泽股份,广东,生物制药,19940110,63.668809,4.747380,8.200375,-33.532693
000536.SZ,000536,华映科技,福建,元器件,19931126,-0.986719,0.990865,2.910129,-1.891028
000537.SZ,000537,广宇发展,天津,区域地产,19931210,4.072254,0.991742,0.556647,44.396031
000538.SZ,000538,云南白药,云南,中成药,19931215,28.307427,2.687591,3.543554,7.199139
000539.SZ,000539,粤电力A,广东,火力发电,19931126,21.252815,0.735036,0.664423,-64.975559
000540.SZ,000540,中天金融,贵州,多元金融,19940202,15.834497,1.293030,0.973276,-1.450704
000541.SZ,000541,佛山照明,广东,家用电器,19931123,22.661733,1.475472,1.920561,21.207408
000543.SZ,000543,皖能电力,安徽,火力发电,19931220,9.368356,0.678489,0.572232,-29.625349
000544.SZ,000544,中原环保,河南,环境保护,19931208,14.771408,1.022604,4.178301,4.969819
000545.SZ,000545,金浦钛业,吉林,化工原料,19931215,38.158462,1.330371,1.500246,62.719286
000546.SZ,000546,金圆股份,吉林,水泥,19931215,15.058747,1.513869,0.773808,87.805543
000547.SZ,000547,航天发展,福建,通信设备,19931130,42.336168,3.040342,5.349590,-41.124123
000548.SZ,000548,湖南投资,湖南,路桥,19931220,35.080043,1.132786,6.055541,-42.140274
000550.SZ,000550,江铃汽车,江西,汽车整车,19931201,74.225705,1.044140,0.376074,5.611051
000551.SZ,000551,创元科技,江苏,专用机械,19940106,30.474264,1.919896,1.062840,44.921180
000552.SZ,000552,靖远煤电,甘肃,煤炭开采,19940106,11.054161,0.673292,1.306525,-128.419205
000553.SZ,000553,安道麦A,湖北,农药化肥,19931203,44.822712,1.133611,1.013676,-13.140605
000554.SZ,000554,泰山石油,山东,石油贸易,19931215,959.120697,2.457102,0.734562,-39.872460
000555.SZ,000555,神州信息,深圳,软件服务,19940408,-250.844674,3.183169,1.754905,99.912711
000557.SZ,000557,西部创业,宁夏,铁路,19940617,54.626453,0.838439,5.034549,10.587336
000558.SZ,000558,莱茵体育,浙江,文教休闲,19940509,-24.707338,2.884717,26.720537,-17.764829
000559.SZ,000559,万向钱潮,浙江,汽车配件,19940110,25.789675,2.835113,1.379624,914.939243
000560.SZ,000560,我爱我家,云南,房产服务,19940202,10.461813,0.814753,0.734515,-32.598413
000561.SZ,000561,烽火电子,陕西,通信设备,19940509,49.515858,2.991641,3.405482,433.138014
000563.SZ,000563,陕国投A,陕西,多元金融,19940110,26.824759,1.352353,8.850487,-104.765481
000564.SZ,000564,供销大集,陕西,百货,19940110,-128.174665,0.397936,1.795815,2.023501
000565.SZ,000565,渝三峡A,重庆,染料涂料,19940408,31.463853,1.801385,4.317314,274.846451
000566.SZ,000566,海南海药,海南,化学制药,19940525,807.508288,2.308051,4.685053,-7.849380
000567.SZ,000567,海德股份,海南,多元金融,19940525,30.739084,1.420866,15.686789,-12.918881
000568.SZ,000568,泸州老窖,四川,白酒,19940509,23.575628,5.754154,6.994030,54.417786
000570.SZ,000570,苏常柴A,江苏,机械基件,19940701,41.203948,1.163061,1.157697,14.295303
000571.SZ,000571,*ST大洲,海南,综合类,19940525,-2.306322,1.808412,1.666697,187.222710
000572.SZ,000572,*ST海马,海南,汽车整车,19940808,-2.609461,0.760487,0.772032,32.752687
000573.SZ,000573,粤宏远A,广东,区域地产,19940815,7.667420,1.011759,1.305752,17.029466
000576.SZ,000576,广东甘化,广东,造纸,19940907,12.339092,2.464558,5.572723,45.849312
000581.SZ,000581,威孚高科,江苏,汽车配件,19980924,9.556486,1.201230,2.414647,54.089619
000582.SZ,000582,北部湾港,广西,港口,19951102,17.238443,1.553634,3.270338,10.554210
000584.SZ,000584,哈工智能,江苏,专用机械,19951128,51.119966,2.058941,1.999168,-9.821469
000585.SZ,000585,ST东电,海南,电气设备,19951213,-1961.724686,109.112521,17.191743,710.073383
000586.SZ,000586,汇源通信,四川,通信设备,19951220,463.171721,9.880896,5.273068,74.881054
000587.SZ,000587,金洲慈航,黑龙江,批发业,19960425,-0.723064,0.786254,2.698259,-10.434414
000589.SZ,000589,贵州轮胎,贵州,汽车配件,19960308,21.019250,0.911893,0.497434,225.467599
000590.SZ,000590,启迪古汉,湖南,中成药,19960119,-266.583931,4.303691,9.473749,30.497495
000591.SZ,000591,太阳能,重庆,新型电力,19960208,10.603863,0.770040,1.786619,28.681550
000592.SZ,000592,平潭发展,福建,林业,19960327,-199.716413,1.427908,5.037679,78.692466
000593.SZ,000593,大通燃气,四川,供气供热,19960312,-9.965242,1.896957,2.222164,-27.382401
000595.SZ,000595,宝塔实业,宁夏,机械基件,19960419,-11.797191,3.886280,5.958247,79.320186
000596.SZ,000596,古井贡酒,安徽,白酒,19960927,25.167098,6.391611,5.420443,60.898201
000597.SZ,000597,东北制药,辽宁,化学制药,19960523,34.305663,1.967621,0.928836,-30.532536
000598.SZ,000598,兴蓉环境,四川,水务,19960529,13.253607,1.291261,2.962748,75.146403
000599.SZ,000599,青岛双星,山东,汽车配件,19960430,1283.894570,0.895772,0.829549,23.344010
000600.SZ,000600,建投能源,河北,火力发电,19960606,12.774194,0.712654,0.585074,88.708618
000601.SZ,000601,韶能股份,广东,水力发电,19960830,13.094119,1.387836,1.604479,166.097887
000603.SZ,000603,盛达资源,北京,铅锌,19960823,18.755677,3.736831,2.899564,-160.145871
000605.SZ,000605,渤海股份,北京,水务,19960913,38.477797,1.004523,1.318648,-40.106718
000606.SZ,000606,顺利办,青海,互联网,19961004,-29.397956,1.140958,2.331276,-194.609359
000607.SZ,000607,华媒控股,浙江,广告包装,19960830,36.785443,2.464833,2.306783,38.111702
000608.SZ,000608,阳光股份,广西,区域地产,19960919,-146.643530,1.352469,17.085631,-20.274270
000609.SZ,000609,中迪投资,北京,区域地产,19961010,-10.734948,0.995492,44.269605,27.957438
000610.SZ,000610,西安旅游,陕西,旅游服务,19960926,22.077408,2.601323,2.464649,14.319792
000611.SZ,000611,*ST天首,内蒙,纺织,19961008,-10.955432,3.163559,37.700788,108.930260
000612.SZ,000612,焦作万方,河南,铝,19960926,-16.013871,1.022061,0.881470,-28.247718
000613.SZ,000613,大东海A,海南,旅游服务,19970128,3454.689920,33.308079,100.798039,-329.190436
000615.SZ,000615,京汉股份,湖北,全国地产,19961016,29.541214,1.806455,1.070346,-5.351233
000616.SZ,000616,海航投资,辽宁,全国地产,19961108,217.189306,0.778414,12.990492,-2.029054
000617.SZ,000617,中油资本,新疆,多元金融,19961022,11.744941,1.072833,2.661872,-8.740916
000619.SZ,000619,海螺型材,安徽,其他建材,19961023,157.650789,0.740497,0.505993,15.584018
000620.SZ,000620,新华联,北京,全国地产,19961029,5.396760,0.772279,0.418576,-7.951061
000622.SZ,000622,恒立实业,湖南,汽车配件,19961107,107.544009,9.061821,4.883263,-26.013956
000623.SZ,000623,吉林敖东,吉林,化学制药,19961028,15.267702,0.849742,5.570959,-143.541127
000625.SZ,000625,长安汽车,重庆,汽车整车,19970610,-16.788613,1.211465,0.857365,-9.787787
000626.SZ,000626,远大控股,江苏,商贸代理,19961128,44.428906,1.520131,0.059276,17.760159
000627.SZ,000627,天茂集团,湖北,保险,19961112,22.538872,1.475228,0.609440,3.425112
000628.SZ,000628,高新发展,四川,园区开发,19961118,26.512423,2.738124,0.837294,-10.014085
000629.SZ,000629,攀钢钒钛,四川,小金属,19961115,7.984769,2.072139,1.316619,9.913047
000630.SZ,000630,铜陵有色,安徽,铜,19961120,28.821817,1.177039,0.229733,-29.499202
000631.SZ,000631,顺发恒业,吉林,区域地产,19961122,9.377366,1.023382,2.879178,-1.964581
000632.SZ,000632,三木集团,福建,综合类,19961121,56.174667,1.613083,0.343730,-5.056000
000633.SZ,000633,合金投资,新疆,综合类,19961112,236.874187,8.872265,11.813972,-56.851563
000635.SZ,000635,英力特,宁夏,化工原料,19961120,949.122707,0.837657,1.077453,-8.450807
000636.SZ,000636,风华高科,广东,元器件,19961129,33.891843,2.950800,4.732635,131.052340
000637.SZ,000637,茂化实华,广东,石油加工,19961114,21.740956,2.449046,0.529983,-16.202132
000638.SZ,000638,万方发展,吉林,软件服务,19961126,-10.213047,10.151309,9.668358,1016.878852
000639.SZ,000639,西王食品,山东,食品,19961126,11.587154,1.154712,0.941565,-8.467632
000650.SZ,000650,仁和药业,江西,中成药,19961210,14.612942,2.181673,1.749631,18.217674
000651.SZ,000651,格力电器,广东,家用电器,19961118,11.827185,3.191922,1.556840,40.391665
000652.SZ,000652,泰达股份,天津,批发业,19961128,41.294485,3.085087,0.722186,-37.854359
000655.SZ,000655,金岭矿业,山东,普钢,19961128,16.836759,1.173229,2.263854,6.824991
000656.SZ,000656,金科股份,重庆,区域地产,19961128,7.526257,1.607919,0.630302,7.905597
000657.SZ,000657,中钨高新,海南,小金属,19961205,35.881147,1.489794,0.610301,-128.064856
000659.SZ,000659,珠海中富,广东,广告包装,19961203,-259.758181,4.224152,1.886083,-139.763566
000661.SZ,000661,长春高新,吉林,生物制药,19961218,72.256601,15.867636,15.236886,94.916625
000662.SZ,000662,天夏智慧,广西,软件服务,19961216,47.096173,0.702085,4.270358,-10.473227
000663.SZ,000663,永安林业,福建,林业,19961206,-1.071375,1.798479,1.875772,-27.030075
000665.SZ,000665,湖北广电,湖北,影视音像,19961210,43.878008,0.856509,2.066499,-103.391352
000666.SZ,000666,经纬纺机,北京,多元金融,19961210,14.503784,0.809026,0.761794,-3.800903
000667.SZ,000667,美好置业,云南,全国地产,19961205,219.377342,1.007902,1.881807,-3.618667
000668.SZ,000668,荣丰控股,上海,区域地产,19961210,23.882259,1.724427,3.469726,-13.955833
000669.SZ,000669,金鸿控股,吉林,供气供热,19961210,-0.883351,0.775099,0.420541,43.424202
000670.SZ,000670,*ST盈方,湖北,元器件,19961217,-8.914563,-77.231566,444.933601,-80.863168
000671.SZ,000671,阳光城,福建,区域地产,19961218,7.085815,1.438758,0.463450,2.744425
000672.SZ,000672,上峰水泥,甘肃,水泥,19961218,8.044393,3.663621,2.692338,241.079467
000673.SZ,000673,当代东方,山西,影视音像,19970124,-1.485561,4.667514,4.803759,-461.488588
000676.SZ,000676,智度股份,河南,互联网,19961224,19.375794,1.674538,1.084482,-20.984023
000677.SZ,000677,恒天海龙,山东,化纤,19961226,1077.160231,10.237533,3.570890,36.203357
000678.SZ,000678,襄阳轴承,湖北,机械基件,19970106,-44.384025,2.490510,2.257138,-199.911561
000679.SZ,000679,大连友谊,辽宁,百货,19970124,-3.213815,1.610846,1.506342,-4.886182
000680.SZ,000680,山推股份,山东,工程机械,19970122,49.223302,1.228916,0.637825,76.905495
000681.SZ,000681,视觉中国,江苏,互联网,19970121,37.741980,3.868580,13.671539,137.697730
000682.SZ,000682,东方电子,山东,软件服务,19970121,29.663172,2.393163,2.283168,14.773094
000683.SZ,000683,远兴能源,内蒙,化工原料,19970131,7.760858,0.788739,1.004094,18.117211
000685.SZ,000685,中山公用,广东,水务,19970123,13.531618,0.880692,5.513497,25.923213
000686.SZ,000686,东北证券,吉林,证券,19970227,20.066346,1.301484,2.600111,5.716212
000687.SZ,000687,华讯方舟,河北,通信设备,19970221,-4.633881,3.641942,6.204219,-9.250928
000688.SZ,000688,国城矿业,重庆,铅锌,19970120,76.279820,10.110814,19.357412,-68.209353
000690.SZ,000690,宝新能源,广东,火力发电,19970128,35.934482,1.278647,2.397244,-10.983731
000691.SZ,000691,亚太实业,甘肃,区域地产,19970228,-182.673215,16.434852,42.240677,18719.714339
000692.SZ,000692,惠天热电,辽宁,供气供热,19970227,197.784295,1.297916,0.757150,-7.348719
000695.SZ,000695,滨海能源,天津,广告包装,19970218,277.575439,4.684194,3.393951,-8.419231
000697.SZ,000697,炼石航空,陕西,航空,19970325,38.498255,2.160807,3.219577,-21.357932
000698.SZ,000698,沈阳化工,辽宁,化工原料,19970220,-26.480922,0.686632,0.273233,-19.846152
000700.SZ,000700,模塑科技,江苏,汽车配件,19970228,91.860862,3.847939,1.605328,40.611891
000701.SZ,000701,厦门信达,福建,综合类,19970226,-8.142302,0.709778,0.022948,-1.204444
000702.SZ,000702,正虹科技,湖南,饲料,19970318,139.736685,2.596720,1.099613,-17.865693
000703.SZ,000703,恒逸石化,广西,化纤,19970328,19.222782,1.498503,0.413322,-9.179598
000705.SZ,000705,浙江震元,浙江,医药商业,19970410,29.992820,1.639001,0.766621,31.669922
000707.SZ,000707,ST双环,湖北,化工原料,19970415,197.693461,8.179277,0.482305,-24.706552
000708.SZ,000708,中信特钢,湖北,特种钢,19970326,14.396785,3.071795,1.067860,-27.071353
000709.SZ,000709,河钢股份,河北,普钢,19970416,11.355201,0.485285,0.185720,-8.320718
000710.SZ,000710,贝瑞基因,四川,医疗保健,19970422,39.240682,6.136842,8.474808,-250.611211
000711.SZ,000711,京蓝科技,黑龙江,软件服务,19970411,-243.508177,0.772384,1.829466,-24.530236
000712.SZ,000712,锦龙股份,广东,证券,19970415,164.530721,3.474300,7.643269,5.806356
000713.SZ,000713,丰乐种业,安徽,种植业,19970422,47.306286,2.415222,1.543418,327.038948
000715.SZ,000715,中兴商业,辽宁,百货,19970508,15.891075,1.613872,0.872289,30.449476
000716.SZ,000716,黑芝麻,广西,食品,19970418,76.230840,1.104641,0.649402,-98.035938
000717.SZ,000717,韶钢松山,广东,普钢,19970508,4.986986,1.228079,0.311980,11.826421
000718.SZ,000718,苏宁环球,吉林,区域地产,19970408,7.610433,1.219230,2.557542,-8.312131
000719.SZ,000719,中原传媒,河南,出版业,19970331,8.644237,0.889831,0.749459,-5.272852
000720.SZ,000720,新能泰山,山东,区域地产,19970509,8.163948,3.014831,1.856246,-16.064302
000721.SZ,000721,西安饮食,陕西,酒店餐饮,19970430,-236.198346,3.698607,4.601468,-16.601945
000722.SZ,000722,湖南发展,湖南,水力发电,19970522,17.400142,0.916021,9.361809,-7.946636
000723.SZ,000723,美锦能源,山西,焦炭加工,19970515,20.363743,3.663906,1.898896,-296.375099
000725.SZ,000725,京东方A,北京,元器件,20010112,73.852883,1.624355,1.243167,-34.984541
000726.SZ,000726,鲁泰A,山东,纺织,20001225,9.103675,1.006190,1.109482,-42.687944
000727.SZ,000727,华东科技,江苏,元器件,19970520,-6.516865,0.985894,1.364942,2266.914800
000728.SZ,000728,国元证券,安徽,证券,19970616,31.634370,1.164930,8.783713,7.817242
000729.SZ,000729,燕京啤酒,北京,啤酒,19970716,82.019405,1.260284,1.487698,39.978931
000731.SZ,000731,四川美丰,四川,农药化肥,19970617,24.144441,0.964825,0.912606,-26.764998
000732.SZ,000732,泰禾集团,福建,区域地产,19970704,4.120782,0.605050,0.408516,-5.756725
000733.SZ,000733,振华科技,贵州,元器件,19970703,35.027808,1.949202,2.594078,76.870725
000735.SZ,000735,罗牛山,海南,农业综合,19970611,-274.855425,2.973449,12.250675,-1441.579337
000736.SZ,000736,中交地产,重庆,全国地产,19970425,10.147997,1.860288,0.525235,-7.759666
000737.SZ,000737,ST南风,山西,日用化工,19970428,3.477003,3.924697,1.219788,-3.081378
000738.SZ,000738,航发控制,江苏,航空,19970626,53.429350,2.668354,5.027467,-38.482351
000739.SZ,000739,普洛药业,浙江,化学制药,19970509,39.056905,5.736252,2.997502,99.902158
000750.SZ,000750,国海证券,广西,证券,19970709,49.469153,1.743748,6.879273,29.639775
000751.SZ,000751,锌业股份,辽宁,铅锌,19970626,29.640804,1.545189,0.484766,56.738325
000752.SZ,000752,*ST西发,西藏,啤酒,19970625,-2.327178,3.390534,3.675124,-7.965301
000753.SZ,000753,漳州发展,福建,汽车服务,19970626,33.364571,1.192101,0.887230,29.530603
000755.SZ,000755,山西路桥,山西,公路,19970627,6.910965,1.535129,1.851124,-10.788669
