code,pubDate,statDate,currentRatio,quickRatio,cashRatio,YOYLiability,liabilityToAsset,assetToEquity
sz.000756,2020-03-23,2019-12-31,0.977016,0.522243,0.277798,0.059933,0.516700,2.069109
sz.000786,2020-03-21,2019-12-31,1.020644,0.760867,0.100386,0.995053,0.322458,1.475922
sz.000795,2020-03-13,2019-12-31,2.516404,1.940440,0.550402,0.382122,0.309282,1.447769
sz.000807,2020-03-24,2019-12-31,0.441998,0.277449,0.197530,-0.045908,0.682323,3.147849
sz.000810,2020-03-24,2019-12-31,1.622439,1.392313,0.380719,0.248334,0.629257,2.697286
sz.000828,2020-03-18,2019-12-31,1.432684,1.432684,0.973188,-0.018765,0.372726,1.594201
sz.000856,2020-03-13,2019-12-31,0.939301,0.831424,0.116885,0.135164,0.804702,5.120369
sz.000862,2020-03-24,2019-12-31,1.139173,1.092803,0.136352,-0.058422,0.716182,3.523388
sz.000868,2020-03-17,2019-12-31,0.877478,0.843291,0.237549,-0.288260,0.903773,10.392081
sz.000877,2020-03-21,2019-12-31,0.892583,0.789393,0.202523,-0.345548,0.336432,1.507004
sz.000895,2020-03-25,2019-12-31,1.444866,0.664845,0.306227,0.257509,0.402257,1.672959
sz.000897,2020-03-12,2019-12-31,1.183701,0.183461,0.033365,-0.019105,0.812323,5.328309
sz.000905,2020-03-20,2019-12-31,0.986664,0.685399,0.261955,0.076998,0.545323,2.199365
sz.000909,2020-03-11,2019-12-31,1.828440,1.165945,0.153201,-0.012564,0.605846,2.537082
sz.000915,2020-03-07,2019-12-31,3.472238,3.242283,1.874413,0.047230,0.185670,1.228003
sz.000932,2020-03-19,2019-12-31,0.691522,0.512100,0.141158,-0.033144,0.607759,2.549454
sz.000965,2020-03-20,2019-12-31,2.773145,0.263047,0.240400,-0.147455,0.416820,1.714736
sz.000975,2020-03-21,2019-12-31,2.019579,1.024363,0.290701,0.376710,0.149301,1.175504
sz.000987,2020-02-29,2019-12-31,,,,0.182089,0.796344,4.910231
sz.000999,2020-03-20,2019-12-31,1.537802,1.323788,0.455060,0.052498,0.359223,1.560605
sz.002007,2020-03-24,2019-12-31,8.185852,6.516143,1.531408,-0.029442,0.092211,1.101578
sz.002011,2020-03-21,2019-12-31,1.328874,1.111152,0.291830,-0.204552,0.745979,3.936681
sz.002014,2020-02-28,2019-12-31,2.695112,2.246917,0.861197,-0.019720,0.255583,1.343333
sz.002054,2020-02-29,2019-12-31,2.099896,1.820441,0.575965,0.045360,0.308461,1.446050
sz.002056,2020-03-12,2019-12-31,1.835812,1.594952,0.994371,0.534421,0.371487,1.591056
sz.002080,2020-03-18,2019-12-31,0.911774,0.727129,0.142042,0.263179,0.563553,2.291227
sz.002099,2020-01-23,2019-12-31,3.256928,2.360404,1.655435,-0.378209,0.151579,1.178661
sz.002114,2020-03-17,2019-12-31,1.145430,0.638208,0.562445,0.030093,0.298382,1.425277
sz.002119,2020-03-24,2019-12-31,1.247018,0.863859,0.195693,0.055641,0.507215,2.029283
sz.002134,2020-02-28,2019-12-31,1.755827,1.408982,0.488128,-0.082138,0.326759,1.485351
sz.002135,2020-03-10,2019-12-31,1.263654,0.712172,0.172196,0.120434,0.614909,2.596786
sz.002136,2020-02-29,2019-12-31,2.089815,1.514842,0.592286,-0.113135,0.200417,1.250652
sz.002138,2020-03-17,2019-12-31,1.565485,1.194884,0.313088,1.040758,0.284763,1.398138
sz.002155,2020-03-24,2019-12-31,0.851708,0.555875,0.234322,-0.100152,0.259700,1.350804
sz.002163,2020-03-18,2019-12-31,0.834286,0.643991,0.256936,0.007994,0.807797,5.202841
sz.002165,2020-03-13,2019-12-31,0.968087,0.788581,0.290401,0.054543,0.587764,2.425792
sz.002167,2020-03-24,2019-12-31,0.420922,0.121212,0.013581,-0.007911,0.641057,2.785960
sz.002175,2020-03-18,2019-12-31,0.760518,0.505965,0.046984,-0.536957,0.742394,3.881900
sz.002181,2020-03-09,2019-12-31,8.203605,7.886576,2.401764,0.182725,0.111838,1.125921
sz.002182,2020-03-18,2019-12-31,1.214801,0.933265,0.092494,-0.093519,0.477581,1.914173
sz.002225,2020-03-25,2019-12-31,1.466734,1.003021,0.156187,0.087154,0.478141,1.916228
sz.002233,2020-03-17,2019-12-31,2.978292,2.717323,0.725406,-0.000114,0.166774,1.200154
sz.002237,2020-03-20,2019-12-31,0.993099,0.313635,0.157193,0.088468,0.711911,3.471155
sz.002243,2020-03-25,2019-12-31,2.568492,1.912264,1.353686,0.265240,0.331486,1.495856
sz.002245,2020-02-29,2019-12-31,1.225977,0.882503,0.096108,0.174954,0.574614,2.350805
sz.002258,2020-03-12,2019-12-31,1.302669,0.871179,0.333537,0.230486,0.468263,1.880630
sz.002306,2020-03-17,2019-12-31,0.930413,0.919776,0.394925,0.157978,0.898834,9.884706
sz.002315,2020-02-08,2019-12-31,1.971251,1.966524,1.047926,0.310675,0.309468,1.448158
sz.002320,2020-03-05,2019-12-31,7.296788,7.239874,7.114795,0.041798,0.063330,1.067611
sz.002324,2020-03-21,2019-12-31,1.756469,1.328844,0.147623,-0.057256,0.384407,1.624449
sz.002352,2020-03-24,2019-12-31,1.384576,1.356119,0.597797,0.442095,0.540785,2.177631
sz.002370,2020-03-14,2019-12-31,8.548576,7.656384,6.807425,1.115299,0.720915,3.583137
sz.002379,2020-03-20,2019-12-31,1.314536,0.732007,0.113616,4.513221,0.357372,1.556109
sz.002419,2020-03-20,2019-12-31,1.005550,0.917142,0.458985,-0.000556,0.581852,2.391497
sz.002452,2020-03-25,2019-12-31,1.307879,1.017586,0.243663,0.293289,0.569637,2.323621
sz.002458,2020-02-20,2019-12-31,3.502354,3.171143,2.876615,-0.243943,0.128862,1.147923
sz.002461,2020-03-25,2019-12-31,2.624864,2.387629,1.685417,-0.136882,0.281994,1.392747
sz.002492,2020-03-24,2019-12-31,2.506031,2.491978,1.269969,0.125603,0.209473,1.264980
sz.002507,2020-03-17,2019-12-31,4.247091,3.173192,2.481195,-0.031987,0.146006,1.170969
sz.002519,2020-03-20,2019-12-31,2.636693,2.021506,0.427877,-0.283528,0.256833,1.345593
sz.002521,2020-03-07,2019-12-31,3.491699,3.005368,0.182838,-0.126733,0.197801,1.246574
sz.002553,2020-03-20,2019-12-31,4.504812,3.685297,0.471070,0.231994,0.126326,1.144592
sz.002572,2020-03-24,2019-12-31,1.688547,1.549929,0.548065,0.049374,0.303480,1.435709
sz.002597,2020-03-06,2019-12-31,3.557047,3.225709,1.578770,-0.060614,0.271114,1.371956
sz.002601,2020-03-25,2019-12-31,0.934825,0.669802,0.314754,0.432004,0.457578,1.843582
sz.002607,2020-03-10,2019-12-31,0.753050,0.753050,0.424204,0.536954,0.655492,2.902693
sz.002695,2020-03-14,2019-12-31,4.473451,2.945029,2.498017,0.010273,0.205880,1.259255
sz.002714,2020-02-27,2019-12-31,1.078331,0.683916,0.601746,0.312428,0.400385,1.667738
sz.002727,2020-03-20,2019-12-31,1.984021,1.266510,0.516384,0.018232,0.422796,1.732489
sz.002736,2020-03-20,2019-12-31,,,,0.057142,0.749581,3.993304
sz.002746,2020-03-24,2019-12-31,3.686129,3.268353,1.575747,0.422231,0.201509,1.252363
sz.002756,2020-03-20,2019-12-31,2.782740,2.205562,0.839890,0.167076,0.238880,1.313853
sz.002771,2020-03-25,2019-12-31,2.058093,1.560748,0.461956,-0.088626,0.421111,1.727446
sz.002782,2020-03-20,2019-12-31,2.530136,2.179727,0.949941,0.452528,0.317563,1.465337
sz.002801,2020-03-19,2019-12-31,4.895806,4.464057,0.398442,0.111040,0.171084,1.206395
sz.002812,2020-03-17,2019-12-31,1.187667,1.008151,0.239177,1.014194,0.599684,2.498028
sz.002845,2020-03-18,2019-12-31,1.083180,0.783457,0.254106,0.446943,0.766402,4.280867
sz.002847,2020-03-07,2019-12-31,0.766308,0.427998,0.141593,0.709374,0.530412,2.129526
sz.002861,2020-03-20,2019-12-31,2.924002,2.243783,0.654031,-0.235365,0.240342,1.316382
sz.002879,2020-03-13,2019-12-31,4.765511,4.320288,2.613434,0.127280,0.196257,1.244179
sz.002880,2020-03-06,2019-12-31,9.782342,5.243918,2.955664,-0.110047,0.086186,1.094315
sz.002902,2020-03-17,2019-12-31,1.760603,1.364333,0.484433,0.091167,0.426119,1.742520
sz.002913,2020-03-23,2019-12-31,2.081562,1.814617,0.245566,0.188784,0.316204,1.462424
sz.002916,2020-03-20,2019-12-31,1.279956,0.957821,0.309148,0.502923,0.590575,2.442448
sz.002922,2020-03-25,2019-12-31,1.638554,1.314475,0.426598,0.099604,0.345198,1.527179
sz.002948,2020-03-21,2019-12-31,,,,0.182596,0.918426,12.258782
sz.002961,2020-03-10,2019-12-31,,,,0.575225,0.732557,3.739119
sz.002965,2020-03-21,2019-12-31,2.392459,1.899653,0.263015,0.189160,0.310648,1.450639
sz.002976,2020-02-17,2019-12-31,2.714849,2.154417,0.646022,-0.059828,0.248664,1.330962
sz.002977,2020-03-03,2019-12-31,2.774446,2.553002,0.294388,0.079978,0.341446,1.518478
sz.300005,2020-03-20,2019-12-31,5.532936,4.756438,2.725810,0.057632,0.156860,1.186043
sz.300011,2020-03-24,2019-12-31,1.573798,1.322141,0.178839,0.033729,0.460543,1.853716
sz.300016,2020-03-12,2019-12-31,4.375972,3.404175,1.973193,1.089901,0.106731,1.119483
sz.300030,2020-03-07,2019-12-31,1.223374,1.081719,0.343468,-0.038998,0.443682,1.797532
sz.300033,2020-02-25,2019-12-31,3.715806,3.715806,3.227953,0.575431,0.237954,1.312256
sz.300074,2020-03-18,2019-12-31,3.107441,2.595087,0.409064,-0.094514,0.201723,1.252697
sz.300120,2020-03-25,2019-12-31,1.775703,1.379553,0.530440,0.312773,0.311074,1.451535
sz.300121,2020-02-29,2019-12-31,2.752473,2.274479,0.644409,0.167759,0.216033,1.275564
sz.300142,2020-03-21,2019-12-31,3.163831,2.876225,2.187700,-0.317728,0.192621,1.238576
sz.300146,2020-03-13,2019-12-31,2.167402,1.744804,1.036798,-0.173361,0.288009,1.404512
sz.300174,2020-03-03,2019-12-31,1.329936,0.936013,0.299191,-0.440524,0.360434,1.563560
sz.300179,2020-03-10,2019-12-31,3.510963,2.966773,0.540372,0.004797,0.209458,1.264955
sz.300193,2020-02-29,2019-12-31,6.089002,5.718124,3.746608,0.200779,0.145813,1.170703
sz.300204,2020-03-17,2019-12-31,5.724989,5.438521,1.976851,-0.277183,0.121983,1.138930
sz.300211,2020-03-10,2019-12-31,8.847081,8.628188,4.668834,-0.084279,0.083768,1.091427
sz.300224,2020-03-24,2019-12-31,2.885322,2.264350,0.541910,-0.084970,0.265295,1.361090
sz.300231,2020-02-29,2019-12-31,1.537119,1.377461,0.702392,1.766023,0.506739,2.027322
sz.300234,2020-03-24,2019-12-31,2.682214,1.984423,0.357194,0.422205,0.287437,1.403385
sz.300271,2020-03-19,2019-12-31,3.461947,2.905538,1.820433,-0.131320,0.179877,1.219329
sz.300285,2020-03-17,2019-12-31,2.686647,1.906054,0.410351,-0.048979,0.177025,1.215104
sz.300286,2020-03-13,2019-12-31,2.302199,1.920695,0.256900,0.784999,0.323436,1.478056
sz.300310,2020-03-07,2019-12-31,2.610381,2.220164,0.951158,-0.180937,0.316426,1.462899
sz.300322,2020-02-29,2019-12-31,1.094004,0.851607,0.182755,-0.062132,0.609873,2.563267
sz.300342,2020-03-25,2019-12-31,2.711881,2.007298,0.333450,-0.257949,0.227108,1.293841
sz.300345,2020-03-24,2019-12-31,4.235928,3.514785,1.825184,-0.535384,0.139129,1.161615
sz.300398,2020-03-24,2019-12-31,1.356238,1.103721,0.598979,0.804315,0.477042,1.912199
sz.300401,2020-02-28,2019-12-31,3.041881,2.120032,1.519281,2.977919,0.161845,1.193097
sz.300403,2020-02-29,2019-12-31,2.856585,2.179109,1.075841,-0.077093,0.165156,1.197829
sz.300408,2020-03-24,2019-12-31,11.052828,9.703313,2.250183,-0.274818,0.123868,1.141381
sz.300443,2020-02-29,2019-12-31,5.844797,4.347064,1.214879,1.958722,0.133263,1.153753
sz.300483,2020-03-17,2019-12-31,0.576563,0.548043,0.323175,-0.053127,0.409437,1.693298
sz.300496,2020-02-27,2019-12-31,1.928961,1.885372,0.943251,-0.182071,0.304067,1.436921
sz.300505,2020-02-29,2019-12-31,2.542910,1.571734,1.124602,0.612025,0.359419,1.561082
sz.300554,2020-03-23,2019-12-31,1.209194,1.018442,0.406943,0.943733,0.457547,1.843479
sz.300563,2020-03-17,2019-12-31,2.477034,1.828637,0.282850,0.191072,0.252843,1.338407
sz.300575,2020-03-20,2019-12-31,1.646879,1.216276,0.725899,-0.077557,0.424131,1.736506
sz.300617,2020-01-17,2019-12-31,4.062467,3.421084,0.370847,0.087823,0.211358,1.268002
sz.300620,2020-02-28,2019-12-31,3.278948,2.861971,1.567156,-0.171447,0.255606,1.343375
sz.300632,2020-03-10,2019-12-31,2.134587,1.963195,1.091815,-0.177644,0.370948,1.589694
sz.300636,2020-03-07,2019-12-31,2.025961,0.749139,0.203473,1.127090,0.304617,1.438056
sz.300650,2020-03-20,2019-12-31,2.411274,1.899253,0.939172,0.127166,0.344416,1.525358
sz.300686,2020-03-06,2019-12-31,1.002798,0.735577,0.189908,0.985559,0.536590,2.157917
sz.300708,2020-01-23,2019-12-31,1.004008,0.876745,0.221080,-0.024202,0.728893,3.688587
sz.300721,2020-03-25,2019-12-31,0.819796,0.548185,0.161144,0.813993,0.482561,1.932594
sz.300726,2020-03-13,2019-12-31,10.908659,8.649238,1.484771,0.817226,0.089644,1.098471
sz.300727,2020-03-05,2019-12-31,2.591985,2.236493,0.893851,-0.041817,0.216001,1.275512
sz.300738,2020-03-18,2019-12-31,0.691783,0.691783,0.106594,0.847174,0.577907,2.369147
sz.300748,2020-03-24,2019-12-31,2.609244,1.878702,0.892763,0.554152,0.529276,2.124389
sz.300752,2020-03-14,2019-12-31,1.444018,1.133799,0.417143,0.520168,0.573054,2.342218
sz.300765,2020-03-23,2019-12-31,4.833378,4.523389,1.185606,0.116517,0.153228,1.180955
sz.300771,2020-03-24,2019-12-31,6.445890,5.153601,2.596100,0.086794,0.149746,1.176119
sz.300772,2020-03-20,2019-12-31,0.923282,0.706557,0.375392,0.781825,0.867981,7.574684
sz.300777,2020-03-24,2019-12-31,2.576539,2.425198,0.423006,-0.270950,0.186369,1.229059
sz.300795,2020-03-20,2019-12-31,14.073832,14.073832,13.264470,-0.021349,0.083631,1.091264
sz.300801,2020-03-09,2019-12-31,6.446838,6.148151,4.494021,-0.134990,0.108389,1.121565
sz.300821,2020-02-24,2019-12-31,4.025869,3.479115,2.874465,-0.119290,0.156237,1.185167
sz.300822,2020-02-24,2019-12-31,2.832155,2.282480,1.435738,0.093431,0.263239,1.357292
sz.300823,2020-03-02,2019-12-31,1.831984,1.222126,0.459626,-0.137755,0.390915,1.641808
sh.600017,2020-03-24,2019-12-31,0.486590,0.466006,0.187679,0.058788,0.410326,1.695854
sh.600018,2020-01-10,2019-12-31,2.303358,1.455891,1.042117,-0.185747,0.356010,1.552819
sh.600022,2020-03-20,2019-12-31,0.685655,0.513354,0.205343,-0.080318,0.565833,2.303261
sh.600030,2020-03-20,2019-12-31,,,,0.261880,0.791026,4.785273
sh.600036,2020-03-21,2019-12-31,,,,0.096323,0.916720,12.007699
sh.600050,2020-03-24,2019-12-31,0.404249,0.392842,0.186958,0.070779,0.426660,1.744166
sh.600051,2020-03-17,2019-12-31,1.227125,0.570922,0.411308,0.301172,0.647223,2.834651
sh.600062,2020-03-21,2019-12-31,2.579042,2.089588,0.787509,0.084557,0.230588,1.299693
sh.600067,2020-03-25,2019-12-31,1.350396,0.266507,0.119614,0.065318,0.644595,2.813689
sh.600101,2020-01-15,2019-12-31,1.321804,1.238652,1.165097,0.011333,0.284274,1.397182
sh.600116,2020-03-07,2019-12-31,0.991635,0.937623,0.742250,-0.087029,0.418852,1.720732
sh.600130,2020-03-17,2019-12-31,5.799823,5.559981,2.344131,-0.220137,0.129722,1.149059
sh.600176,2020-03-23,2019-12-31,0.784352,0.606916,0.123964,0.109792,0.521473,2.089746
sh.600183,2020-03-25,2019-12-31,1.657303,1.257729,0.201998,0.022647,0.397897,1.660845
sh.600200,2020-03-16,2019-12-31,1.434998,1.282481,0.446507,-0.295590,0.397101,1.658654
sh.600202,2020-03-03,2019-12-31,1.152803,0.896614,0.156166,0.267061,0.667448,3.007053
sh.600211,2020-03-13,2019-12-31,4.328063,4.087285,2.389390,0.165687,0.115798,1.130964
sh.600276,2020-03-23,2019-12-31,9.023292,8.373456,2.039786,0.021633,0.095039,1.105020
sh.600282,2020-03-25,2019-12-31,0.935478,0.631249,0.220632,0.014259,0.497232,1.988987
sh.600299,2020-03-21,2019-12-31,3.632886,2.955564,2.136868,-0.035082,0.185198,1.227292
sh.600301,2020-03-20,2019-12-31,6.323013,3.714974,2.969289,-0.150061,0.194930,1.242128
sh.600313,2020-03-21,2019-12-31,2.270516,1.764728,0.319494,-0.044169,0.314979,1.459810
sh.600315,2020-02-20,2019-12-31,2.051478,1.728559,0.561650,0.118410,0.436129,1.773455
sh.600354,2020-03-20,2019-12-31,0.846923,0.564227,0.268317,0.111824,0.720919,3.583191
sh.600370,2020-03-10,2019-12-31,7.289836,6.312039,5.601681,-0.025726,0.117292,1.132878
sh.600418,2020-03-19,2019-12-31,0.857025,0.748518,0.323398,-0.107102,0.687504,3.200040
sh.600433,2020-03-11,2019-12-31,1.151518,0.831998,0.243791,-0.048351,0.323578,1.478368
sh.600449,2020-03-21,2019-12-31,1.817565,1.607007,0.642708,-0.152183,0.216294,1.275989
sh.600456,2020-03-20,2019-12-31,2.415760,1.488505,0.390324,0.179779,0.497762,1.991088
sh.600469,2020-03-20,2019-12-31,0.822606,0.598160,0.223856,-0.004250,0.710085,3.449288
sh.600477,2020-03-10,2019-12-31,1.232084,0.547152,0.144369,0.132738,0.582089,2.392851
sh.600497,2020-03-21,2019-12-31,0.299908,0.118147,0.084870,-0.094513,0.435262,1.770731
sh.600507,2020-02-28,2019-12-31,1.419897,1.197217,0.799603,1.113728,0.470328,1.887960
sh.600508,2020-03-21,2019-12-31,0.466727,0.393839,0.102487,0.291269,0.403517,1.676494
sh.600523,2020-03-14,2019-12-31,4.735413,3.805613,1.135829,-0.353475,0.146537,1.171697
sh.600548,2020-03-19,2019-12-31,1.182901,1.071295,0.730341,0.122413,0.538701,2.167792
sh.600566,2020-03-13,2019-12-31,2.669506,2.485544,1.241810,0.094342,0.295478,1.419402
sh.600583,2020-03-24,2019-12-31,1.943933,1.339776,0.204025,0.267634,0.288283,1.405053
sh.600585,2020-03-21,2019-12-31,3.541407,3.338224,2.004912,0.100432,0.203923,1.256159
sh.600603,2020-03-11,2019-12-31,1.509789,0.652279,0.433413,0.257089,0.579447,2.377819
sh.600605,2020-02-29,2019-12-31,11.255913,11.255913,4.788284,-0.890918,0.074775,1.080818
sh.600644,2020-03-21,2019-12-31,0.494082,0.426498,0.179582,0.164094,0.548993,2.217263
sh.600655,2020-03-24,2019-12-31,1.455514,0.635924,0.404940,0.183341,0.633259,2.726721
sh.600717,2020-03-25,2019-12-31,1.050816,1.019200,0.635692,-0.016781,0.370015,1.587340
sh.600720,2020-03-20,2019-12-31,0.877010,0.686425,0.175643,-0.045655,0.300776,1.430157
sh.600722,2020-03-05,2019-12-31,9.532535,9.513157,7.869768,-0.237143,0.088733,1.097373
sh.600725,2020-03-18,2019-12-31,4.796498,4.796498,1.778618,0.839520,0.251743,1.336439
sh.600732,2020-02-26,2019-12-31,0.635363,0.569574,0.270011,1.066027,0.685785,3.182536
sh.600750,2020-03-21,2019-12-31,4.088228,3.764422,1.238195,0.481440,0.175416,1.212732
sh.600761,2020-03-14,2019-12-31,2.240520,1.785605,0.626886,0.021440,0.322088,1.475118
sh.600785,2020-03-20,2019-12-31,0.634315,0.426263,0.220860,0.310298,0.629183,2.696746
sh.600803,2020-03-13,2019-12-31,0.854359,0.630238,0.304794,0.003337,0.584130,2.404599
sh.600817,2020-03-10,2019-12-31,2.284748,2.188588,1.832849,0.154487,0.311163,1.451723
sh.600828,2020-03-25,2019-12-31,0.534374,0.451677,0.159671,-0.115630,0.591967,2.450783
sh.600862,2020-03-16,2019-12-31,2.347788,1.541811,1.038066,-0.389086,0.359698,1.561762
sh.600866,2020-03-17,2019-12-31,1.559739,0.929819,0.522322,0.218868,0.281608,1.391997
sh.600868,2020-02-28,2019-12-31,10.360908,10.360908,9.978654,-0.115561,0.014492,1.014705
sh.600871,2020-03-25,2019-12-31,0.583147,0.560503,0.031877,0.003251,0.891027,9.176604
sh.600872,2020-03-17,2019-12-31,2.202472,1.222704,0.436684,-0.161088,0.286868,1.402264
sh.600888,2020-03-24,2019-12-31,1.091098,0.857235,0.441085,0.057260,0.611887,2.576568
sh.600891,2020-03-03,2019-12-31,0.460293,0.308040,0.176693,0.198691,2.146261,
sh.600896,2020-02-29,2019-12-31,0.148072,0.144746,0.040806,0.323102,0.284047,1.396741
sh.600963,2020-03-11,2019-12-31,1.659607,0.624318,0.208169,0.088870,0.467387,1.877534
sh.600970,2020-03-24,2019-12-31,1.157510,1.033806,0.323471,0.016749,0.676544,3.091610
sh.600982,2020-03-17,2019-12-31,1.694244,1.546941,0.465241,-0.192287,0.396300,1.656453
sh.600989,2020-03-16,2019-12-31,0.574060,0.437597,0.336642,-0.243716,0.298622,1.425765
sh.601168,2020-03-13,2019-12-31,0.923603,0.725872,0.399630,0.069037,0.676312,3.089399
sh.601211,2020-03-25,2019-12-31,,,,0.363513,0.738798,3.828459
sh.601318,2020-02-21,2019-12-31,,,,0.141074,0.896342,9.647136
sh.601518,2020-03-21,2019-12-31,1.642142,1.640927,1.578095,-0.111374,0.388376,1.634991
sh.601601,2020-03-23,2019-12-31,,,,0.137999,0.880052,8.336968
sh.601608,2020-03-24,2019-12-31,1.082714,0.689946,0.321837,0.078733,0.639315,2.772503
sh.601619,2020-03-10,2019-12-31,1.979175,1.978931,0.238688,-0.054819,0.635885,2.746386
sh.601860,2020-03-25,2019-12-31,,,,0.037031,0.931705,14.642253
sh.601878,2020-03-19,2019-12-31,,,,0.213286,0.779603,4.537268
sh.601882,2020-03-17,2019-12-31,1.832035,1.059918,0.319154,0.023803,0.414891,1.709082
sh.601898,2020-03-21,2019-12-31,0.657633,0.559987,0.306002,0.009086,0.569261,2.321592
sh.601899,2020-03-21,2019-12-31,0.857078,0.410874,0.186590,0.017464,0.539052,2.169443
sh.601952,2020-01-14,2019-12-31,3.901497,2.243734,1.657871,0.409322,0.226472,1.292778
sh.601965,2020-01-08,2019-12-31,2.306506,2.056142,1.010850,0.075408,0.218847,1.280160
sh.601975,2020-03-20,2019-12-31,1.410951,1.220008,0.732027,-0.221880,0.396936,1.658198
sh.603005,2020-03-23,2019-12-31,6.700971,6.171384,5.075032,-0.170763,0.139733,1.162430
sh.603025,2020-03-10,2019-12-31,5.550533,4.793190,0.687492,0.982324,0.134986,1.156050
sh.603041,2020-03-20,2019-12-31,8.890163,8.380341,3.217847,-0.130231,0.094701,1.104607
sh.603078,2020-03-12,2019-12-31,1.793460,1.695330,1.026033,1.340870,0.414976,1.709332
sh.603093,2020-03-14,2019-12-31,,,,0.255251,0.826297,5.756964
sh.603103,2020-03-13,2019-12-31,1.935336,1.877145,0.343554,0.025304,0.308101,1.445298
sh.603185,2020-03-18,2019-12-31,1.549098,1.205564,0.378502,4.181164,0.381901,1.617864
sh.603186,2020-03-12,2019-12-31,0.942940,0.781557,0.117441,0.128163,0.687817,3.203253
sh.603187,2020-03-10,2019-12-31,2.252454,1.776778,1.161645,0.283866,0.345585,1.528082
sh.603221,2020-03-03,2019-12-31,2.311870,1.675694,0.753451,-0.153682,0.270393,1.370601
sh.603228,2020-03-17,2019-12-31,1.800654,1.521310,0.384217,-0.022045,0.361835,1.566993
sh.603259,2020-03-25,2019-12-31,1.908697,1.646053,0.787901,1.627610,0.404575,1.679473
sh.603267,2020-03-20,2019-12-31,8.993219,8.121357,1.196419,-0.183074,0.118557,1.134503
sh.603278,2020-03-25,2019-12-31,1.232443,1.006313,0.359621,0.405587,0.580400,2.383224
sh.603303,2020-03-12,2019-12-31,2.198297,1.805392,0.403764,0.152464,0.352743,1.544982
sh.603327,2020-03-20,2019-12-31,3.205350,2.659788,0.778340,-0.265849,0.207048,1.261110
sh.603335,2020-03-13,2019-12-31,2.556738,1.310298,0.958913,0.208484,0.283432,1.395540
sh.603336,2020-03-13,2019-12-31,3.470943,1.891189,0.223375,0.277404,0.192391,1.238223
sh.603360,2020-03-20,2019-12-31,4.910849,4.014591,2.278730,0.568510,0.131026,1.150782
sh.603385,2020-03-20,2019-12-31,2.675346,2.032208,0.143771,0.111471,0.255909,1.343922
sh.603387,2020-03-24,2019-12-31,4.944526,4.437450,2.081131,0.741113,0.162372,1.193847
