code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2014-03-07,2013-12-31,0.154724,0.291843,,15231000000.000000,1.858037,52189000000.000000,8197360665.00,5575901875.00
sz.000002,2014-03-07,2013-12-31,0.214872,0.135118,0.314736,18297549871.240000,1.372546,134258894520.120000,11014968919.00,9676185190.00
sz.000004,2014-04-22,2013-12-31,-0.013431,0.079643,0.525037,5796749.790000,-0.012306,71863410.110000,83976684.00,83875459.00
sz.000005,2014-04-26,2013-12-31,-0.064829,-0.813357,0.253506,-42344755.220000,-0.046312,51415425.520000,914333607.00,913743007.00
sz.000006,2014-03-15,2013-12-31,0.184428,0.151384,0.332134,698009106.000000,0.515621,4610855024.200000,1349995046.00,1338241583.00
sz.000007,2014-04-26,2013-12-31,0.073267,0.087850,0.658407,18830603.460000,0.100740,127970883.100000,230965363.00,184813141.00
sz.000008,2014-03-29,2013-12-31,0.041213,0.074751,0.451981,22757953.940000,0.074960,298366154.270000,303601640.00,147306236.00
sz.000009,2014-04-26,2013-12-31,0.094462,0.106895,0.357836,444151234.170000,0.233106,4095623205.940000,1254363108.00,1241390885.00
sz.000010,2014-04-25,2013-12-31,0.009283,0.010516,0.306564,3810759.800000,0.005340,333070558.140000,588069788.00,271175384.00
sz.000011,2014-04-01,2013-12-31,0.182017,0.185793,0.539998,300840563.810000,0.504784,1583396854.450000,595979092.00,175812811.00
sz.000012,2014-03-25,2013-12-31,0.206663,0.216623,0.288667,1675314397.000000,0.740087,7663179548.000000,2075335560.00,1302467371.00
sz.000014,2014-03-31,2013-12-31,0.048224,0.062431,0.401169,35207822.820000,0.142557,548900717.060000,201705187.00,201705187.00
sz.000016,2014-04-04,2013-12-31,0.011118,0.002991,0.167231,59843937.060000,0.037512,19754547950.840000,1203972704.00,599914960.00
sz.000017,2014-04-28,2013-12-31,,5.812580,0.102858,1575858760.020000,2.857041,247257421.930000,551347947.00,302976228.00
sz.000019,2014-03-18,2013-12-31,0.045370,0.103154,0.161397,45214229.560000,0.174022,437838662.250000,250900154.00,202727493.00
sz.000020,2014-04-22,2013-12-31,-0.023535,-0.010398,0.112029,-6517401.440000,-0.023017,585086234.270000,283161227.00,64675497.00
sz.000021,2014-03-31,2013-12-31,0.052073,0.010564,0.023580,158874515.150000,0.156282,14981210691.470000,1471259363.00,1317832780.00
sz.000023,2014-04-28,2013-12-31,0.043571,0.011054,0.131514,11822530.000000,0.108330,1057308945.190000,138756240.00,138756240.00
sz.000025,2014-04-01,2013-12-31,0.036703,0.006201,0.203749,3017976.200000,0.031327,439446436.020000,220281600.00,179294544.00
sz.000026,2014-03-01,2013-12-31,0.087241,0.041929,0.358748,130125019.810000,0.331303,3065746163.460000,392767870.00,311070137.00
sz.000027,2014-03-28,2013-12-31,0.092295,0.140609,0.213022,1736630977.110000,0.549750,11925089365.570000,2642994398.00,958349975.00
sz.000028,2014-03-22,2013-12-31,0.258904,0.025200,0.083181,534219399.230000,1.806314,21095622536.260000,288149400.00,233261149.00
sz.000029,2014-03-29,2013-12-31,0.130487,0.107876,0.268990,228317758.130000,0.225637,2097641366.620000,1011660000.00,891660000.00
sz.000030,2014-04-30,2013-12-31,0.286289,0.112931,0.182956,590379057.180000,0.418117,4959511493.020000,1298695140.00,184976240.00
sz.000031,2014-04-12,2013-12-31,0.105111,0.090305,0.302551,919186495.220000,0.294735,9730025398.720000,1813731596.00,1813720079.00
sz.000032,2014-04-29,2013-12-31,0.009501,0.009235,0.154263,15010787.670000,0.036445,1612904052.630000,232864320.00,232826500.00
sz.000034,2014-03-12,2013-12-31,0.171610,0.031454,0.119255,16766914.580000,0.046838,529793789.630000,357973531.00,340064308.00
sz.000035,2014-03-12,2013-12-31,,27.650748,0.114437,1131546995.330000,5.988488,,188953707.00,188953707.00
sz.000036,2014-04-22,2013-12-31,0.043411,0.596487,0.514320,114888220.050000,0.071016,177967807.300000,1123887712.00,1123880212.00
sz.000037,2014-04-25,2013-12-31,0.033714,0.066082,-0.452779,73379180.360000,0.088093,1104265747.930000,602762596.00,338894012.00
sz.000038,2014-04-25,2013-12-31,0.012605,0.017261,0.269797,2907365.520000,0.020680,168435591.260000,96227998.00,24881998.00
sz.000039,2014-03-26,2013-12-31,0.108508,0.045521,0.166430,2634498000.000000,0.818932,56699378000.000000,2662396051.00,1231214714.00
sz.000040,2014-03-29,2013-12-31,0.084541,0.126197,0.423825,102864912.330000,0.219407,799964520.520000,469593364.00,464438446.00
sz.000042,2014-03-28,2013-12-31,0.135917,0.183238,0.485057,405502224.150000,1.693381,2212981216.760000,239463040.00,239395328.00
sz.000045,2014-03-29,2013-12-31,0.026229,0.041749,0.038158,47222590.970000,0.093229,1126484708.060000,506521849.00,287021849.00
sz.000046,2014-03-28,2013-12-31,0.133130,0.198574,0.549829,1179033099.500000,0.259190,5937506858.990000,4557311768.00,4546418928.00
sz.000048,2014-04-29,2013-12-31,-0.022166,-0.006349,0.108580,-9938196.980000,-0.023083,1557908361.190000,390768671.00,379858689.00
sz.000049,2014-02-25,2013-12-31,0.456301,0.062473,0.145265,275036663.660000,1.505717,4391400691.740000,136829160.00,136829160.00
sz.000050,2014-03-05,2013-12-31,0.100415,0.063181,0.181448,285538393.000000,0.249975,4400150681.000000,574237500.00,574220625.00
sz.000055,2014-03-11,2013-12-31,0.075845,0.046578,0.184394,81400779.560000,0.113193,1697728577.190000,756909905.00,420179425.00
sz.000056,2014-03-15,2013-12-31,2.155859,109.748619,0.308384,3873341158.290000,10.505589,35182555.680000,220901184.00,119212992.00
sz.000058,2014-03-20,2013-12-31,0.044433,0.121868,0.185730,72798945.550000,0.069239,578404784.640000,784799010.00,538302228.00
sz.000059,2014-03-27,2013-12-31,-0.021411,-0.003898,0.101732,-161986533.150000,-0.129261,41070705850.570000,1200506367.00,1200500223.00
sz.000060,2014-03-27,2013-12-31,0.071345,0.019939,0.069316,421061684.280000,0.200259,20983645004.980000,2062940880.00,2061011338.00
sz.000061,2014-04-30,2013-12-31,0.027624,0.099541,0.381334,215868717.730000,0.065581,2166009129.360000,1696964131.00,1368318665.00
sz.000062,2014-03-07,2013-12-31,0.234449,0.195599,0.551910,406031046.250000,0.617759,2066816085.920000,666949797.00,666942297.00
sz.000063,2014-03-27,2013-12-31,0.061662,0.019056,0.293855,1433636000.000000,0.394950,74748695000.000000,3437541278.00,2800730118.00
sz.000065,2014-03-31,2013-12-31,0.214765,0.066245,0.140058,195968635.360000,0.739259,2957177657.040000,211168256.00,211168256.00
sz.000066,2014-04-22,2013-12-31,0.010715,-0.009798,0.084639,-762869795.050000,0.022277,77079476076.290000,1323593886.00,1323570126.00
sz.000068,2014-03-18,2013-12-31,-0.173509,-0.051543,0.022824,-37201394.290000,-0.041488,715109980.220000,896671464.00,896671464.00
sz.000069,2014-03-13,2013-12-31,0.201376,0.176022,0.529893,4956142720.160000,0.606242,28076142315.400000,7271498566.00,3131511378.00
sz.000070,2014-04-09,2013-12-31,0.065811,0.040969,0.189212,64401870.780000,0.226810,1479065914.560000,271000000.00,237520956.00
sz.000078,2014-04-22,2013-12-31,0.098951,0.028688,0.151436,229313650.930000,0.159964,7979017672.340000,731713855.00,651564483.00
sz.000088,2014-04-16,2013-12-31,0.083364,1.380397,0.589202,424741930.110000,0.200013,307695495.770000,1942200000.00,1942127797.00
sz.000089,2014-04-03,2013-12-31,0.066414,0.199906,0.340362,509046132.330000,0.296903,2459333261.230000,1691786493.00,1691727707.00
sz.000090,2014-03-29,2013-12-31,0.114985,0.083835,0.238640,378422925.180000,0.684912,4513914439.770000,552530794.00,552524552.00
sz.000096,2014-04-29,2013-12-31,0.036834,0.078693,0.083576,68327644.410000,0.127427,867330926.160000,528000000.00,510848000.00
sz.000099,2014-04-10,2013-12-31,0.087554,0.163878,0.261005,194555418.220000,0.338400,1187193388.150000,567937189.00,567937189.00
sz.000100,2014-02-25,2013-12-31,0.162770,0.033809,0.175393,2884689000.000000,0.247210,83712735000.000000,8531495974.00,8133536378.00
sz.000150,2014-04-18,2013-12-31,0.122441,0.126020,0.332179,91901534.010000,0.283647,729260135.100000,324000000.00,324000000.00
sz.000151,2014-03-22,2013-12-31,0.099530,0.059511,0.161362,92547353.630000,0.314592,1555035472.630000,295980000.00,266543967.00
sz.000153,2014-04-11,2013-12-31,0.031293,0.017771,0.260568,27188465.650000,0.087610,1503353443.890000,312141230.00,231045200.00
sz.000155,2014-04-23,2013-12-31,-0.604729,-0.393201,0.060212,-712054812.090000,-1.347481,1775724523.580000,470000000.00,470000000.00
sz.000156,2014-03-26,2013-12-31,0.191208,0.141821,0.441498,255445611.240000,0.221436,1769910320.390000,1146680902.00,70311480.00
sz.000157,2014-03-29,2013-12-31,0.093155,0.102535,0.291675,3951881334.270000,0.498183,38134402713.670000,7705954050.00,6261489118.00
sz.000158,2014-04-26,2013-12-31,0.007215,0.002995,0.034683,17542623.640000,0.024436,5802013642.960000,718861000.00,718861000.00
sz.000159,2014-04-22,2013-12-31,0.017202,0.032852,0.225127,35101717.600000,0.073852,991306642.090000,481139294.00,481139294.00
sz.000301,2014-04-11,2013-12-31,0.116832,0.321919,0.409073,330610870.460000,0.270948,1020077313.170000,1218236445.00,1218236445.00
sz.000333,2014-03-29,2013-12-31,0.225503,0.068589,0.232750,8297496430.000000,3.153285,112396577360.000000,1686323389.00,686317909.00
sz.000338,2014-03-31,2013-12-31,0.135791,0.065469,0.206201,3817636075.500000,1.786012,55962650513.120000,1999309639.00,971049175.00
