code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2015-04-24,2015-03-31,0.042062,0.272314,,5629000000.000000,1.783561,,11424894787.00,9836712150.00
sz.000002,2015-04-27,2015-03-31,0.007346,0.102090,0.340017,908026223.470000,1.345832,,11046108081.00,9715278134.00
sz.000004,2015-04-30,2015-03-31,-0.023361,-0.083930,0.450455,-1757271.940000,0.056672,,83976684.00,83875459.00
sz.000005,2015-04-28,2015-03-31,-0.012118,-0.598169,0.297389,-8066504.980000,0.047882,,914333607.00,913743007.00
sz.000006,2015-04-24,2015-03-31,0.047603,0.151535,0.332582,210517130.380000,0.502915,,1349995046.00,1338897143.00
sz.000007,2015-04-30,2015-03-31,-0.013809,-0.224039,0.813477,-6218736.840000,-0.131229,,230965363.00,205813141.00
sz.000008,2015-04-29,2015-03-31,0.033732,0.243870,0.455088,56289927.340000,0.073970,230819612.340000,803144309.00,213594042.00
sz.000009,2015-04-29,2015-03-31,0.015870,0.117003,0.341778,105690559.420000,0.178890,,1592107386.00,1489669062.00
sz.000010,2015-04-29,2015-03-31,-0.003978,-0.016886,0.156561,-2582574.010000,-0.120690,,588069788.00,358157448.00
sz.000011,2015-04-30,2015-03-31,0.000172,0.002634,0.284542,356364.920000,0.654603,,595979092.00,175862626.00
sz.000012,2015-04-30,2015-03-31,0.009763,0.058349,0.207983,89811307.000000,0.401286,,2075335560.00,1302768571.00
sz.000014,2015-04-25,2015-03-31,0.000505,0.016109,0.397256,585063.470000,0.160013,,201705187.00,201705187.00
sz.000016,2015-04-29,2015-03-31,0.001887,0.000961,0.154787,4392815.020000,0.042238,,1203972704.00,599914960.00
sz.000017,2015-04-30,2015-03-31,0.022620,0.017711,0.073057,395417.510000,0.008713,,551347947.00,302976733.00
sz.000019,2015-04-21,2015-03-31,-0.009862,-0.177228,0.152448,-10566158.080000,0.032966,,301080184.00,252252368.00
sz.000020,2015-04-28,2015-03-31,0.001818,0.004356,0.145047,511851.850000,0.026502,,283161227.00,64675497.00
sz.000021,2015-04-28,2015-03-31,0.010220,0.013079,0.041009,53285461.770000,0.233260,,1471259363.00,1469814362.00
sz.000023,2015-04-28,2015-03-31,-0.005016,-0.020468,0.120374,-3370694.730000,0.131649,,138756240.00,138756240.00
sz.000025,2015-04-29,2015-03-31,0.001548,0.005297,0.224374,430573.150000,0.025505,,297281600.00,179294544.00
sz.000026,2015-04-18,2015-03-31,0.027127,0.050462,0.370090,45115820.630000,0.372597,,392767870.00,311070137.00
sz.000027,2015-04-29,2015-03-31,0.020321,0.171327,0.274554,421239586.330000,0.752029,,2642994398.00,958349975.00
sz.000028,2015-04-24,2015-03-31,0.040514,0.032279,0.085330,202121492.300000,1.879881,,362631943.00,233261812.00
sz.000029,2015-04-29,2015-03-31,0.011463,0.077733,0.273121,24961846.260000,0.297458,,1011660000.00,891660000.00
sz.000030,2015-04-29,2015-03-31,0.036963,0.146606,0.188493,171499324.560000,0.489377,,1298695140.00,560561743.00
sz.000031,2015-04-30,2015-03-31,0.012027,0.087304,0.338749,56691489.990000,0.332692,,1813731596.00,1813720079.00
sz.000032,2015-04-28,2015-03-31,0.000544,-0.008260,0.115139,-2392557.030000,0.117983,,232864320.00,232841128.00
sz.000034,2015-04-16,2015-03-31,0.129780,0.236061,0.098357,22988002.680000,0.236823,,357973531.00,340064308.00
sz.000035,2015-04-21,2015-03-31,0.021744,0.298095,0.612572,35660835.590000,0.288374,,619278871.00,188953585.00
sz.000036,2015-04-30,2015-03-31,-0.004634,-0.208878,0.458828,-9269035.890000,0.022185,,1123887712.00,1123880212.00
sz.000037,2015-04-28,2015-03-31,-0.072123,-0.422698,-0.247869,-109346398.280000,-0.608507,,602762596.00,338893630.00
sz.000038,2015-04-30,2015-03-31,-0.005025,-0.011363,0.160526,-628467.500000,-0.509530,,96227998.00,28031998.00
sz.000039,2015-04-28,2015-03-31,0.022045,0.036593,0.149186,533554000.000000,1.065370,,2672628551.00,1241514516.00
sz.000040,2015-04-30,2015-03-31,0.005101,0.032527,0.377380,6485654.870000,0.119763,,469593364.00,464438446.00
sz.000042,2015-04-30,2015-03-31,0.130692,0.224727,0.536295,461398797.730000,1.121317,,478926080.00,478790656.00
sz.000045,2015-04-29,2015-03-31,0.001982,0.014335,0.040807,4339711.630000,-0.194028,,506521849.00,405563873.00
sz.000046,2015-04-30,2015-03-31,0.027365,0.411789,0.556971,353846786.340000,0.375665,,4557311768.00,4550788268.00
sz.000048,2015-04-30,2015-03-31,0.011475,0.020869,0.209831,7646042.750000,0.298270,,390768671.00,379858689.00
sz.000049,2015-04-18,2015-03-31,0.076620,0.044149,0.100975,80552631.310000,1.188914,,205243738.00,205243738.00
sz.000050,2015-04-28,2015-03-31,0.015739,0.051339,0.172968,125277641.840000,0.546773,,1131738475.00,574220625.00
sz.000055,2015-04-21,2015-03-31,0.012471,0.029107,0.162985,13921684.020000,0.133463,,756909905.00,420179425.00
sz.000056,2015-04-28,2015-03-31,0.002948,0.098520,0.768710,9580097.350000,-1.098234,,265081420.00,143055590.00
sz.000058,2015-04-30,2015-03-31,0.016301,0.152084,0.256085,29052523.200000,0.060244,,784799010.00,538311003.00
sz.000059,2015-04-15,2015-03-31,-0.017449,-0.023916,0.125753,-151298408.060000,-0.887476,,1599442537.00,1200501759.00
