code,pubDate,statDate,roeAvg,npMargin,gpMargin,netProfit,epsTTM,MBRevenue,totalShare,liqaShare
sz.000001,2018-04-20,2018-03-31,0.029611,0.235317,,6595000000.000000,1.372710,,17170411366.00,16917983372.00
sz.000002,2018-04-26,2018-03-31,0.006657,0.057728,0.341720,1779485774.480000,2.559189,,11039152001.00,9715170043.00
sz.000004,2018-04-28,2018-03-31,0.015783,0.042085,0.798477,3181766.860000,0.140577,,83976684.00,83013184.00
sz.000005,2018-04-21,2018-03-31,0.012136,0.104840,0.383507,15951538.550000,0.039296,,1058536842.00,951222460.00
sz.000006,2018-04-27,2018-03-31,0.050116,0.590586,0.229650,286468996.250000,0.731844,,1349995046.00,1348267407.00
sz.000007,2018-04-28,2018-03-31,-0.020192,-0.724314,0.791646,-7749305.050000,0.024367,,346448044.00,308948044.00
sz.000008,2018-04-28,2018-03-31,0.001479,0.049546,0.577922,10356021.100000,0.310455,,2818329809.00,2557876920.00
sz.000009,2018-04-28,2018-03-31,0.007039,0.039188,0.392630,79193032.120000,0.062794,,2149344971.00,2119864068.00
sz.000010,2018-04-27,2018-03-31,-0.041170,-0.579316,0.091576,-46917605.820000,-1.320335,,819854713.00,522171498.00
sz.000011,2018-04-27,2018-03-31,0.018124,0.098200,0.144813,53456824.880000,0.628918,,595979092.00,175862626.00
sz.000012,2018-04-28,2018-03-31,0.018617,0.060478,0.245775,159024516.000000,0.327936,,2484147547.00,1509403397.00
sz.000014,2018-04-27,2018-03-31,0.004232,0.047171,0.249245,3195193.940000,0.070064,,201705187.00,201705187.00
sz.000016,2018-04-28,2018-03-31,0.006946,0.013433,0.080845,104420455.380000,2.112398,,2407945408.00,1596574300.00
sz.000017,2018-04-26,2018-03-31,0.014486,0.008233,0.077507,203628.160000,0.002810,,551347947.00,302980258.00
sz.000019,2018-04-24,2018-03-31,-0.011489,-0.199747,0.253085,-11479876.840000,-0.110699,,496782303.00,415964578.00
sz.000020,2018-04-24,2018-03-31,0.000958,0.001791,0.110076,307367.890000,0.003039,,283161227.00,181165391.00
sz.000021,2018-04-28,2018-03-31,0.014595,0.022772,0.047067,91157009.870000,0.346648,,1471259363.00,1469402064.00
sz.000023,2018-04-28,2018-03-31,-0.011869,-0.034803,0.069896,-9076150.590000,0.108864,,138756240.00,138756240.00
sz.000025,2018-04-27,2018-03-31,0.016577,0.164937,0.206339,15190680.560000,0.263956,,297281600.00,193881600.00
sz.000026,2018-04-25,2018-03-31,0.023838,0.069872,0.414194,59518000.750000,0.351948,,438744881.00,356716368.00
sz.000027,2018-04-28,2018-03-31,0.002865,0.016417,0.190632,59841835.750000,0.176024,,3964491597.00,3964491597.00
sz.000028,2018-04-24,2018-03-31,0.030675,0.030501,0.109028,312838715.550000,2.517849,,428126983.00,307744355.00
sz.000029,2018-04-27,2018-03-31,-0.002117,-0.039801,0.098853,-5951742.520000,0.142720,,1011660000.00,891660000.00
sz.000030,2018-04-26,2018-03-31,0.039066,0.130531,0.148168,226537217.410000,0.649292,,1293251508.00,1252245577.00
sz.000031,2018-04-27,2018-03-31,0.038055,0.155362,0.480431,339357122.540000,0.584531,,1813731596.00,1813722958.00
sz.000032,2018-04-26,2018-03-31,0.018510,0.069088,0.201689,25961047.300000,0.093440,,422254134.00,279435887.00
sz.000034,2018-04-28,2018-03-31,0.032774,0.007134,0.046462,112606436.770000,1.145243,,654070434.00,357969933.00
sz.000035,2018-04-27,2018-03-31,0.007620,0.076893,0.312472,22441832.320000,0.164689,,1351521423.00,1168125821.00
sz.000036,2018-04-28,2018-03-31,0.023617,0.256224,0.719208,116368599.160000,0.604507,,1141487712.00,1135480212.00
sz.000037,2018-04-21,2018-03-31,-0.005595,-0.037932,0.045778,-15306549.400000,0.053695,,602762596.00,338894012.00
sz.000038,2018-04-26,2018-03-31,0.009593,0.114639,0.122520,51971134.230000,0.603935,,522777419.00,78847029.00
sz.000039,2018-04-28,2018-03-31,0.013646,0.030323,0.131992,583819000.000000,0.819463,,2984696636.00,1267620001.00
sz.000040,2018-04-27,2018-03-31,0.090158,1.017030,0.214222,1084290654.700000,1.190832,,1337173272.00,1060340670.00
sz.000042,2018-04-27,2018-03-31,0.040769,0.178240,0.519475,271504211.890000,1.287229,,664831139.00,487996480.00
sz.000045,2018-04-27,2018-03-31,0.002340,0.016956,0.089898,3752561.800000,0.105796,,511274149.00,457019599.00
sz.000046,2018-04-28,2018-03-31,0.073501,4.803921,0.422162,1560956786.720000,0.765044,,5196200656.00,5095133984.00
sz.000048,2018-08-31,2018-03-31,0.002361,0.011491,0.205709,4424963.880000,0.761692,,390768671.00,385392267.00
sz.000049,2018-04-20,2018-03-31,0.052718,0.031485,0.075802,93782370.260000,1.498630,,205243738.00,205243738.00
sz.000050,2018-04-20,2018-03-31,0.019416,0.058972,0.157457,387674002.600000,0.399105,,2048123051.00,1401012344.00
sz.000055,2018-04-24,2018-03-31,0.029949,0.151342,0.387488,98377550.440000,0.992718,,1183642254.00,678298230.00
sz.000056,2018-04-21,2018-03-31,0.010000,0.292544,0.631633,64530921.990000,0.152207,,1175345368.00,286111180.00
sz.000058,2018-04-28,2018-03-31,0.032214,0.188761,0.315791,73831929.200000,0.202781,,1235656249.00,538147753.00
sz.000059,2018-04-20,2018-03-31,0.025208,0.039724,0.200884,323057782.390000,1.067537,,1599442537.00,1599439081.00
sz.000060,2018-04-28,2018-03-31,0.030710,0.065440,0.141225,313396873.060000,0.486908,,2379790218.00,2211664868.00
sz.000061,2018-04-27,2018-03-31,0.000638,0.030794,0.392590,16408795.130000,0.007059,,1696964131.00,1695337218.00
sz.000062,2018-04-20,2018-03-31,0.031840,0.071892,0.162955,153236793.500000,0.650072,,721316774.00,666949797.00
sz.000063,2018-04-28,2018-03-31,0.052944,0.061811,0.333387,1785095000.000000,1.202475,,4192671843.00,3433984599.00
sz.000065,2018-04-23,2018-03-31,0.019030,0.037145,0.188134,78727174.050000,0.973518,,513003607.00,408248817.00
sz.000066,2018-04-28,2018-03-31,0.022954,0.089408,0.198059,172477892.810000,0.199860,,2944069459.00,2491027809.00
sz.000068,2018-04-17,2018-03-31,-0.022462,-0.409691,0.300692,-15839844.960000,0.032507,,1006671464.00,1006670564.00
sz.000069,2018-04-27,2018-03-31,0.021175,0.162743,0.636024,1031543528.200000,1.097887,,8204081415.00,6147269697.00
sz.000070,2018-04-28,2018-03-31,0.025296,0.046021,0.151179,55973748.910000,0.434688,,626994746.00,541836990.00
sz.000078,2018-04-28,2018-03-31,0.027308,0.023536,0.113019,216619993.260000,0.263412,,2646613257.00,1856654687.00
sz.000088,2018-04-27,2018-03-31,0.009005,0.710336,0.482754,64041013.470000,0.196366,,1942200000.00,1942200000.00
sz.000089,2018-04-28,2018-03-31,0.014014,0.189677,0.284016,161035803.640000,0.329115,,2050769509.00,2050769509.00
sz.000090,2018-04-24,2018-03-31,0.008323,0.052985,0.255507,53014933.320000,0.335457,,1197785535.00,773542061.00
sz.000096,2018-04-24,2018-03-31,0.005883,0.038476,0.093769,14734780.520000,0.240145,,528000000.00,510848000.00
sz.000099,2018-04-27,2018-03-31,0.004940,0.060020,0.173705,17013099.410000,0.151148,,606070420.00,606070420.00
sz.000100,2018-04-28,2018-03-31,0.024020,0.030747,0.194642,788045509.000000,0.218085,,13514972063.00,11728945215.00
sz.000150,2018-04-28,2018-03-31,0.043225,0.188934,0.422820,107763175.500000,0.508405,,447804877.00,375329434.00
sz.000151,2018-04-26,2018-03-31,0.012269,0.017656,0.121763,12227584.170000,0.261613,,295980000.00,266543967.00
